date,SBAC
2015-12-26,2
2015-12-27,3
2015-12-28,6
2015-12-29,3
2015-12-30,4
2015-12-31,2
2016-01-01,3
2016-01-02,5
2016-01-03,7
2016-01-04,17
2016-01-05,17
2016-01-06,18
2016-01-07,17
2016-01-08,15
2016-01-09,7
2016-01-10,9
2016-01-11,20
2016-01-12,30
2016-01-13,25
2016-01-14,21
2016-01-15,20
2016-01-16,9
2016-01-17,7
2016-01-18,8
2016-01-19,27
2016-01-20,26
2016-01-21,27
2016-01-22,26
2016-01-23,5
2016-01-24,7
2016-01-25,25
2016-01-26,29
2016-01-27,28
2016-01-28,28
2016-01-29,29
2016-01-30,5
2016-01-31,8
2016-02-01,28
2016-02-02,26
2016-02-03,33
2016-02-04,29
2016-02-05,23
2016-02-06,5
2016-02-07,6
2016-02-08,22
2016-02-09,27
2016-02-10,26
2016-02-11,31
2016-02-12,20
2016-02-13,5
2016-02-14,5
2016-02-15,8
2016-02-16,30
2016-02-17,25
2016-02-18,29
2016-02-19,31
2016-02-20,8
2016-02-21,6
2016-02-22,32
2016-02-23,33
2016-02-24,34
2016-02-25,37
2016-02-26,33
2016-02-27,8
2016-02-28,8
2016-02-29,36
2016-03-01,36
2016-03-02,41
2016-03-03,43
2016-03-04,30
2016-03-05,13
2016-03-06,9
2016-03-07,43
2016-03-08,50
2016-03-09,52
2016-03-10,50
2016-03-11,51
2016-03-12,7
2016-03-13,11
2016-03-14,51
2016-03-15,53
2016-03-16,53
2016-03-17,46
2016-03-18,40
2016-03-19,8
2016-03-20,10
2016-03-21,36
2016-03-22,47
2016-03-23,36
2016-03-24,38
2016-03-25,28
2016-03-26,11
2016-03-27,8
2016-03-28,51
2016-03-29,62
2016-03-30,67
2016-03-31,60
2016-04-01,52
2016-04-02,11
2016-04-03,14
2016-04-04,91
2016-04-05,81
2016-04-06,82
2016-04-07,78
2016-04-08,58
2016-04-09,14
2016-04-10,12
2016-04-11,96
2016-04-12,100
2016-04-13,85
2016-04-14,85
2016-04-15,74
2016-04-16,17
2016-04-17,17
2016-04-18,91
2016-04-19,94
2016-04-20,82
2016-04-21,71
2016-04-22,67
2016-04-23,16
2016-04-24,16
2016-04-25,91
2016-04-26,81
2016-04-27,74
2016-04-28,81
2016-04-29,73
2016-04-30,17
2016-05-01,14
2016-05-02,80
2016-05-03,76
2016-05-04,67
2016-05-05,64
2016-05-06,52
2016-05-07,9
2016-05-08,15
2016-05-09,63
2016-05-10,59
2016-05-11,44
2016-05-12,46
2016-05-13,45
2016-05-14,11
2016-05-15,13
2016-05-16,45
2016-05-17,37
2016-05-18,39
2016-05-19,29
2016-05-20,26
2016-05-21,10
2016-05-22,11
2016-05-23,27
2016-05-24,28
2016-05-25,22
2016-05-26,19
2016-05-27,12
2016-05-28,6
2016-05-29,5
2016-05-30,7
2016-05-31,15
2016-06-01,17
2016-06-02,17
2016-06-03,12
2016-06-04,6
2016-06-05,6
2016-06-06,10
2016-06-07,12
2016-06-08,13
2016-06-09,11
2016-06-10,10
2016-06-11,4
2016-06-12,5
2016-06-13,12
2016-06-14,11
2016-06-15,11
2016-06-16,9
2016-06-17,7
2016-06-18,4
2016-06-19,8
2016-06-20,8
2016-06-21,8
2016-06-22,12
2016-06-23,8
2016-06-24,9
2016-06-25,3
2016-06-26,5
2016-06-27,9
2016-06-28,9
2016-06-29,10
2016-06-30,9
2016-07-01,7
2016-07-02,4
2016-07-03,4
2016-07-04,6
2016-07-05,5
2016-07-06,9
2016-07-07,9
2016-07-08,6
2016-07-09,3
2016-07-10,2
2016-07-11,7
2016-07-12,9
2016-07-13,5
2016-07-14,7
2016-07-15,5
2016-07-16,5
2016-07-17,4
2016-07-18,5
2016-07-19,7
2016-07-20,7
2016-07-21,7
2016-07-22,7
2016-07-23,3
2016-07-24,4
2016-07-25,10
2016-07-26,6
2016-07-27,7
2016-07-28,6
2016-07-29,5
2016-07-30,7
2016-07-31,6
2016-08-01,11
2016-08-02,14
2016-08-03,9
2016-08-04,8
2016-08-05,14
2016-08-06,7
2016-08-07,6
2016-08-08,9
2016-08-09,10
2016-08-10,13
2016-08-11,10
2016-08-12,10
2016-08-13,6
2016-08-14,6
2016-08-15,12
2016-08-16,12
2016-08-17,8
2016-08-18,14
2016-08-19,14
2016-08-20,9
2016-08-21,8
2016-08-22,10
2016-08-23,16
2016-08-24,17
2016-08-25,15
2016-08-26,17
2016-08-27,5
2016-08-28,5
2016-08-29,14
2016-08-30,12
2016-08-31,15
2016-09-01,15
2016-09-02,12
2016-09-03,5
2016-09-04,6
2016-09-05,5
2016-09-06,14
2016-09-07,12
2016-09-08,15
2016-09-09,18
2016-09-10,4
2016-09-11,6
