date,SBAC
2011-09-18,30
2011-09-19,73
2011-09-20,78
2011-09-21,29
2011-09-22,40
2011-09-23,37
2011-09-24,43
2011-09-25,54
2011-09-26,43
2011-09-27,34
2011-09-28,39
2011-09-29,40
2011-09-30,26
2011-10-01,25
2011-10-02,18
2011-10-03,69
2011-10-04,48
2011-10-05,73
2011-10-06,44
2011-10-07,56
2011-10-08,36
2011-10-09,47
2011-10-10,77
2011-10-11,41
2011-10-12,38
2011-10-13,48
2011-10-14,46
2011-10-15,36
2011-10-16,23
2011-10-17,48
2011-10-18,100
2011-10-19,38
2011-10-20,58
2011-10-21,25
2011-10-22,35
2011-10-23,40
2011-10-24,51
2011-10-25,61
2011-10-26,34
2011-10-27,44
2011-10-28,40
2011-10-29,30
2011-10-30,41
2011-10-31,49
2011-11-01,60
2011-11-02,82
2011-11-03,29
2011-11-04,44
2011-11-05,40
2011-11-06,29
2011-11-07,66
2011-11-08,51
2011-11-09,43
2011-11-10,38
2011-11-11,30
2011-11-12,35
2011-11-13,28
2011-11-14,74
2011-11-15,66
2011-11-16,70
2011-11-17,47
2011-11-18,34
2011-11-19,28
2011-11-20,28
2011-11-21,37
2011-11-22,42
2011-11-23,47
2011-11-24,20
2011-11-25,56
2011-11-26,23
2011-11-27,33
2011-11-28,32
2011-11-29,68
2011-11-30,51
2011-12-01,23
2011-12-02,44
2011-12-03,28
2011-12-04,39
2011-12-05,55
2011-12-06,59
2011-12-07,46
2011-12-08,76
2011-12-09,30
2011-12-10,34
2011-12-11,50
2011-12-12,64
2011-12-13,46
2011-12-14,37
2011-12-15,47
2011-12-16,34
2011-12-17,23
2011-12-18,34
2011-12-19,56
2011-12-20,33
2011-12-21,43
2011-12-22,30
2011-12-23,32
2011-12-24,50
2011-12-25,27
2011-12-26,49
2011-12-27,30
2011-12-28,45
2011-12-29,40
2011-12-30,37
2011-12-31,12
2012-01-01,38
2012-01-02,54
2012-01-03,60
2012-01-04,50
2012-01-05,55
2012-01-06,63
2012-01-07,22
2012-01-08,31
2012-01-09,67
2012-01-10,48
2012-01-11,53
2012-01-12,49
2012-01-13,50
2012-01-14,32
2012-01-15,32
2012-01-16,48
2012-01-17,39
2012-01-18,82
2012-01-19,79
2012-01-20,41
2012-01-21,52
2012-01-22,31
2012-01-23,70
2012-01-24,52
2012-01-25,35
2012-01-26,67
2012-01-27,64
2012-01-28,21
2012-01-29,42
2012-01-30,60
2012-01-31,60
2012-02-01,60
2012-02-02,39
2012-02-03,54
2012-02-04,31
2012-02-05,41
2012-02-06,60
2012-02-07,38
2012-02-08,56
2012-02-09,61
2012-02-10,54
2012-02-11,47
2012-02-12,40
2012-02-13,46
2012-02-14,56
2012-02-15,43
2012-02-16,44
2012-02-17,73
2012-02-18,37
2012-02-19,36
2012-02-20,40
2012-02-21,71
2012-02-22,65
2012-02-23,95
2012-02-24,54
2012-02-25,67
2012-02-26,51
2012-02-27,47
2012-02-28,51
2012-02-29,38
2012-03-01,36
2012-03-02,47
2012-03-03,54
2012-03-04,32
2012-03-05,26
2012-03-06,55
2012-03-07,55
2012-03-08,65
2012-03-09,36
2012-03-10,51
2012-03-11,51
2012-03-12,63
2012-03-13,42
2012-03-14,26
2012-03-15,82
2012-03-16,67
2012-03-17,47
2012-03-18,57
2012-03-19,60
2012-03-20,59
2012-03-21,51
2012-03-22,57
2012-03-23,91
2012-03-24,21
2012-03-25,57
2012-03-26,43
2012-03-27,64
2012-03-28,47
2012-03-29,48
2012-03-30,41
2012-03-31,31
2012-04-01,31
2012-04-02,39
2012-04-03,48
2012-04-04,44
2012-04-05,86
2012-04-06,40
2012-04-07,27
2012-04-08,22
2012-04-09,46
2012-04-10,36
2012-04-11,34
2012-04-12,65
2012-04-13,45
2012-04-14,42
2012-04-15,15
2012-04-16,51
2012-04-17,42
2012-04-18,46
2012-04-19,39
2012-04-20,58
2012-04-21,26
2012-04-22,25
2012-04-23,59
2012-04-24,38
2012-04-25,55
2012-04-26,56
2012-04-27,49
2012-04-28,63
2012-04-29,63
2012-04-30,85
2012-05-01,70
2012-05-02,64
2012-05-03,51
2012-05-04,54
2012-05-05,20
2012-05-06,30
2012-05-07,34
2012-05-08,63
2012-05-09,84
2012-05-10,56
2012-05-11,58
2012-05-12,37
2012-05-13,46
2012-05-14,75
2012-05-15,33
2012-05-16,72
2012-05-17,79
2012-05-18,49
2012-05-19,42
2012-05-20,67
2012-05-21,46
2012-05-22,58
2012-05-23,42
2012-05-24,60
2012-05-25,45
2012-05-26,27
2012-05-27,32
2012-05-28,40
2012-05-29,41
2012-05-30,58
2012-05-31,47
2012-06-01,44
2012-06-02,21
2012-06-03,31
2012-06-04,58
