date,SBAC
2017-01-19,33
2017-01-20,34
2017-01-21,10
2017-01-22,9
2017-01-23,40
2017-01-24,39
2017-01-25,32
2017-01-26,37
2017-01-27,24
2017-01-28,3
2017-01-29,7
2017-01-30,40
2017-01-31,33
2017-02-01,32
2017-02-02,32
2017-02-03,39
2017-02-04,7
2017-02-05,8
2017-02-06,41
2017-02-07,37
2017-02-08,37
2017-02-09,37
2017-02-10,30
2017-02-11,10
2017-02-12,9
2017-02-13,27
2017-02-14,34
2017-02-15,32
2017-02-16,37
2017-02-17,38
2017-02-18,7
2017-02-19,8
2017-02-20,15
2017-02-21,43
2017-02-22,47
2017-02-23,40
2017-02-24,41
2017-02-25,12
2017-02-26,8
2017-02-27,40
2017-02-28,53
2017-03-01,52
2017-03-02,50
2017-03-03,46
2017-03-04,10
2017-03-05,18
2017-03-06,53
2017-03-07,60
2017-03-08,66
2017-03-09,66
2017-03-10,47
2017-03-11,14
2017-03-12,12
2017-03-13,64
2017-03-14,64
2017-03-15,71
2017-03-16,60
2017-03-17,73
2017-03-18,17
2017-03-19,16
2017-03-20,91
2017-03-21,83
2017-03-22,76
2017-03-23,75
2017-03-24,77
2017-03-25,13
2017-03-26,14
2017-03-27,99
2017-03-28,94
2017-03-29,100
2017-03-30,95
2017-03-31,72
2017-04-01,13
