date,WDC
2012-01-26,38
2012-01-27,43
2012-01-28,45
2012-01-29,43
2012-01-30,50
2012-01-31,45
2012-02-01,43
2012-02-02,56
2012-02-03,45
2012-02-04,40
2012-02-05,34
2012-02-06,40
2012-02-07,40
2012-02-08,49
2012-02-09,46
2012-02-10,47
2012-02-11,35
2012-02-12,35
2012-02-13,41
2012-02-14,33
2012-02-15,34
2012-02-16,42
2012-02-17,50
2012-02-18,33
2012-02-19,43
2012-02-20,36
2012-02-21,48
2012-02-22,36
2012-02-23,41
2012-02-24,35
2012-02-25,37
2012-02-26,34
2012-02-27,47
2012-02-28,41
2012-02-29,43
2012-03-01,50
2012-03-02,43
2012-03-03,37
2012-03-04,33
2012-03-05,44
2012-03-06,53
2012-03-07,38
2012-03-08,47
2012-03-09,45
2012-03-10,41
2012-03-11,36
2012-03-12,36
2012-03-13,42
2012-03-14,38
2012-03-15,50
2012-03-16,42
2012-03-17,30
2012-03-18,34
2012-03-19,46
2012-03-20,44
2012-03-21,31
2012-03-22,38
2012-03-23,39
2012-03-24,35
2012-03-25,42
2012-03-26,49
2012-03-27,43
2012-03-28,42
2012-03-29,37
2012-03-30,32
2012-03-31,36
2012-04-01,23
2012-04-02,35
2012-04-03,39
2012-04-04,47
2012-04-05,32
2012-04-06,39
2012-04-07,31
2012-04-08,36
2012-04-09,40
2012-04-10,43
2012-04-11,44
2012-04-12,44
2012-04-13,38
2012-04-14,30
2012-04-15,25
2012-04-16,45
2012-04-17,36
2012-04-18,50
2012-04-19,39
2012-04-20,40
2012-04-21,40
2012-04-22,31
2012-04-23,34
2012-04-24,45
2012-04-25,47
2012-04-26,39
2012-04-27,41
2012-04-28,36
2012-04-29,27
2012-04-30,34
2012-05-01,44
2012-05-02,40
2012-05-03,41
2012-05-04,33
2012-05-05,23
2012-05-06,28
2012-05-07,39
2012-05-08,32
2012-05-09,39
2012-05-10,40
2012-05-11,32
2012-05-12,39
2012-05-13,32
2012-05-14,42
2012-05-15,41
2012-05-16,36
2012-05-17,44
2012-05-18,43
2012-05-19,39
2012-05-20,37
2012-05-21,34
2012-05-22,37
2012-05-23,41
2012-05-24,27
2012-05-25,32
2012-05-26,35
2012-05-27,37
2012-05-28,38
2012-05-29,36
2012-05-30,40
2012-05-31,39
2012-06-01,32
2012-06-02,40
2012-06-03,36
2012-06-04,46
2012-06-05,44
2012-06-06,42
2012-06-07,40
2012-06-08,38
2012-06-09,51
2012-06-10,38
2012-06-11,100
2012-06-12,52
2012-06-13,53
2012-06-14,44
2012-06-15,39
2012-06-16,34
2012-06-17,44
2012-06-18,37
2012-06-19,41
2012-06-20,35
2012-06-21,39
2012-06-22,42
2012-06-23,28
2012-06-24,40
2012-06-25,35
2012-06-26,38
2012-06-27,38
2012-06-28,39
2012-06-29,47
2012-06-30,41
2012-07-01,27
2012-07-02,48
2012-07-03,45
2012-07-04,31
2012-07-05,44
2012-07-06,37
2012-07-07,39
2012-07-08,36
2012-07-09,41
2012-07-10,36
2012-07-11,36
2012-07-12,38
2012-07-13,49
2012-07-14,30
2012-07-15,30
2012-07-16,34
2012-07-17,42
2012-07-18,37
2012-07-19,34
2012-07-20,40
2012-07-21,47
2012-07-22,43
2012-07-23,44
2012-07-24,47
2012-07-25,45
2012-07-26,42
2012-07-27,43
2012-07-28,30
2012-07-29,37
2012-07-30,34
2012-07-31,45
2012-08-01,48
2012-08-02,32
2012-08-03,39
2012-08-04,33
2012-08-05,25
2012-08-06,31
2012-08-07,49
2012-08-08,42
2012-08-09,37
2012-08-10,36
2012-08-11,30
2012-08-12,33
2012-08-13,31
2012-08-14,37
2012-08-15,34
2012-08-16,48
2012-08-17,40
2012-08-18,28
2012-08-19,28
2012-08-20,44
2012-08-21,39
2012-08-22,38
2012-08-23,35
2012-08-24,43
2012-08-25,38
2012-08-26,26
2012-08-27,36
2012-08-28,37
2012-08-29,32
2012-08-30,35
2012-08-31,37
2012-09-01,38
2012-09-02,30
2012-09-03,35
2012-09-04,40
2012-09-05,39
2012-09-06,34
2012-09-07,32
2012-09-08,43
2012-09-09,33
2012-09-10,42
2012-09-11,36
2012-09-12,56
2012-09-13,51
2012-09-14,45
2012-09-15,39
2012-09-16,31
2012-09-17,37
2012-09-18,30
2012-09-19,33
2012-09-20,30
2012-09-21,40
2012-09-22,31
2012-09-23,27
2012-09-24,44
2012-09-25,36
2012-09-26,42
2012-09-27,39
2012-09-28,31
2012-09-29,27
2012-09-30,30
2012-10-01,39
2012-10-02,28
2012-10-03,40
2012-10-04,43
2012-10-05,38
2012-10-06,30
2012-10-07,32
2012-10-08,33
2012-10-09,36
2012-10-10,39
2012-10-11,40
2012-10-12,39
