date,WDC
2016-05-04,68
2016-05-05,56
2016-05-06,51
2016-05-07,41
2016-05-08,33
2016-05-09,56
2016-05-10,62
2016-05-11,62
2016-05-12,65
2016-05-13,59
2016-05-14,43
2016-05-15,45
2016-05-16,76
2016-05-17,69
2016-05-18,62
2016-05-19,56
2016-05-20,53
2016-05-21,54
2016-05-22,39
2016-05-23,58
2016-05-24,58
2016-05-25,63
2016-05-26,69
2016-05-27,74
2016-05-28,48
2016-05-29,35
2016-05-30,56
2016-05-31,60
2016-06-01,68
2016-06-02,69
2016-06-03,70
2016-06-04,39
2016-06-05,46
2016-06-06,72
2016-06-07,71
2016-06-08,71
2016-06-09,70
2016-06-10,60
2016-06-11,44
2016-06-12,43
2016-06-13,100
2016-06-14,72
2016-06-15,64
2016-06-16,67
2016-06-17,63
2016-06-18,41
2016-06-19,38
2016-06-20,67
2016-06-21,60
2016-06-22,68
2016-06-23,59
2016-06-24,71
2016-06-25,47
2016-06-26,37
2016-06-27,65
2016-06-28,61
2016-06-29,65
2016-06-30,63
2016-07-01,64
2016-07-02,42
2016-07-03,41
2016-07-04,47
2016-07-05,58
2016-07-06,58
2016-07-07,60
2016-07-08,58
2016-07-09,38
2016-07-10,37
2016-07-11,73
2016-07-12,67
2016-07-13,70
2016-07-14,64
2016-07-15,65
2016-07-16,50
2016-07-17,50
2016-07-18,67
2016-07-19,60
2016-07-20,55
2016-07-21,51
2016-07-22,54
2016-07-23,48
2016-07-24,40
2016-07-25,53
2016-07-26,66
2016-07-27,71
2016-07-28,86
2016-07-29,87
2016-07-30,54
2016-07-31,44
2016-08-01,67
2016-08-02,61
2016-08-03,68
2016-08-04,76
2016-08-05,63
2016-08-06,40
2016-08-07,42
2016-08-08,65
2016-08-09,57
2016-08-10,64
2016-08-11,65
2016-08-12,56
2016-08-13,56
2016-08-14,45
2016-08-15,64
2016-08-16,65
2016-08-17,59
2016-08-18,55
2016-08-19,54
2016-08-20,27
2016-08-21,39
2016-08-22,53
2016-08-23,62
2016-08-24,61
2016-08-25,59
2016-08-26,67
2016-08-27,42
2016-08-28,42
2016-08-29,59
2016-08-30,50
2016-08-31,55
2016-09-01,59
2016-09-02,58
2016-09-03,40
2016-09-04,41
2016-09-05,58
2016-09-06,56
2016-09-07,90
2016-09-08,76
2016-09-09,59
2016-09-10,46
2016-09-11,34
2016-09-12,65
2016-09-13,57
2016-09-14,59
2016-09-15,69
2016-09-16,60
2016-09-17,41
2016-09-18,53
2016-09-19,65
2016-09-20,53
2016-09-21,68
2016-09-22,65
2016-09-23,66
2016-09-24,43
2016-09-25,43
2016-09-26,53
2016-09-27,72
2016-09-28,62
2016-09-29,57
2016-09-30,61
2016-10-01,42
2016-10-02,42
2016-10-03,60
2016-10-04,50
2016-10-05,68
2016-10-06,57
2016-10-07,65
2016-10-08,58
2016-10-09,47
2016-10-10,52
2016-10-11,61
2016-10-12,67
2016-10-13,64
2016-10-14,57
2016-10-15,40
2016-10-16,40
2016-10-17,51
2016-10-18,54
2016-10-19,61
2016-10-20,61
2016-10-21,49
2016-10-22,35
2016-10-23,40
2016-10-24,47
2016-10-25,62
2016-10-26,78
2016-10-27,72
2016-10-28,63
2016-10-29,54
2016-10-30,51
2016-10-31,64
2016-11-01,57
2016-11-02,54
2016-11-03,60
2016-11-04,56
2016-11-05,50
2016-11-06,48
2016-11-07,57
2016-11-08,64
2016-11-09,66
2016-11-10,67
2016-11-11,53
2016-11-12,48
2016-11-13,45
2016-11-14,72
2016-11-15,58
2016-11-16,63
2016-11-17,54
2016-11-18,59
2016-11-19,40
2016-11-20,40
2016-11-21,62
2016-11-22,62
2016-11-23,58
2016-11-24,57
2016-11-25,61
2016-11-26,46
2016-11-27,43
2016-11-28,65
2016-11-29,72
2016-11-30,64
2016-12-01,57
2016-12-02,65
2016-12-03,52
2016-12-04,54
2016-12-05,70
2016-12-06,66
2016-12-07,78
2016-12-08,79
2016-12-09,61
2016-12-10,40
2016-12-11,37
2016-12-12,59
2016-12-13,53
2016-12-14,63
2016-12-15,62
2016-12-16,61
2016-12-17,46
2016-12-18,41
2016-12-19,57
2016-12-20,64
2016-12-21,64
2016-12-22,65
2016-12-23,58
2016-12-24,37
2016-12-25,39
2016-12-26,57
2016-12-27,70
2016-12-28,63
2016-12-29,62
2016-12-30,55
2016-12-31,52
2017-01-01,43
2017-01-02,60
2017-01-03,69
2017-01-04,63
2017-01-05,65
2017-01-06,67
2017-01-07,44
2017-01-08,53
2017-01-09,56
2017-01-10,58
2017-01-11,65
2017-01-12,63
2017-01-13,54
2017-01-14,44
2017-01-15,37
2017-01-16,51
2017-01-17,65
2017-01-18,73
2017-01-19,66
