date,WDC
2016-09-11,33
2016-09-12,62
2016-09-13,59
2016-09-14,61
2016-09-15,62
2016-09-16,60
2016-09-17,42
2016-09-18,55
2016-09-19,57
2016-09-20,51
2016-09-21,60
2016-09-22,62
2016-09-23,60
2016-09-24,44
2016-09-25,42
2016-09-26,63
2016-09-27,70
2016-09-28,59
2016-09-29,60
2016-09-30,52
2016-10-01,34
2016-10-02,42
2016-10-03,53
2016-10-04,54
2016-10-05,65
2016-10-06,57
2016-10-07,61
2016-10-08,55
2016-10-09,43
2016-10-10,51
2016-10-11,64
2016-10-12,73
2016-10-13,54
2016-10-14,49
2016-10-15,31
2016-10-16,39
2016-10-17,58
2016-10-18,67
2016-10-19,60
2016-10-20,62
2016-10-21,55
2016-10-22,36
2016-10-23,42
2016-10-24,57
2016-10-25,57
2016-10-26,74
2016-10-27,58
2016-10-28,50
2016-10-29,43
2016-10-30,53
2016-10-31,63
2016-11-01,59
2016-11-02,52
2016-11-03,59
2016-11-04,53
2016-11-05,42
2016-11-06,45
2016-11-07,51
2016-11-08,47
2016-11-09,55
2016-11-10,65
2016-11-11,58
2016-11-12,46
2016-11-13,47
2016-11-14,69
2016-11-15,57
2016-11-16,68
2016-11-17,61
2016-11-18,58
2016-11-19,49
2016-11-20,40
2016-11-21,61
2016-11-22,65
2016-11-23,60
2016-11-24,60
2016-11-25,65
2016-11-26,44
2016-11-27,46
2016-11-28,60
2016-11-29,56
2016-11-30,59
2016-12-01,58
2016-12-02,68
2016-12-03,46
2016-12-04,55
2016-12-05,66
2016-12-06,67
2016-12-07,82
2016-12-08,67
2016-12-09,66
2016-12-10,49
2016-12-11,48
2016-12-12,61
2016-12-13,60
2016-12-14,66
2016-12-15,68
2016-12-16,66
2016-12-17,58
2016-12-18,44
2016-12-19,59
2016-12-20,64
2016-12-21,51
2016-12-22,53
2016-12-23,57
2016-12-24,43
2016-12-25,39
2016-12-26,43
2016-12-27,68
2016-12-28,59
2016-12-29,64
2016-12-30,56
2016-12-31,49
2017-01-01,43
2017-01-02,48
2017-01-03,58
2017-01-04,68
2017-01-05,69
2017-01-06,68
2017-01-07,48
2017-01-08,44
2017-01-09,71
2017-01-10,55
2017-01-11,55
2017-01-12,58
2017-01-13,60
2017-01-14,43
2017-01-15,33
2017-01-16,50
2017-01-17,61
2017-01-18,66
2017-01-19,63
2017-01-20,69
2017-01-21,41
2017-01-22,36
2017-01-23,56
2017-01-24,70
2017-01-25,100
2017-01-26,92
2017-01-27,69
2017-01-28,33
2017-01-29,46
2017-01-30,67
2017-01-31,66
2017-02-01,77
2017-02-02,65
2017-02-03,69
2017-02-04,50
2017-02-05,38
2017-02-06,63
2017-02-07,71
2017-02-08,64
2017-02-09,73
2017-02-10,56
2017-02-11,36
2017-02-12,39
2017-02-13,67
2017-02-14,60
2017-02-15,56
2017-02-16,61
2017-02-17,55
2017-02-18,41
2017-02-19,46
2017-02-20,47
2017-02-21,65
2017-02-22,63
2017-02-23,54
2017-02-24,46
2017-02-25,58
2017-02-26,46
2017-02-27,58
2017-02-28,65
2017-03-01,66
2017-03-02,71
2017-03-03,57
2017-03-04,42
2017-03-05,49
2017-03-06,53
2017-03-07,68
2017-03-08,56
2017-03-09,68
2017-03-10,52
2017-03-11,55
2017-03-12,46
2017-03-13,69
2017-03-14,56
2017-03-15,56
2017-03-16,65
2017-03-17,51
2017-03-18,42
2017-03-19,36
2017-03-20,60
2017-03-21,65
2017-03-22,64
2017-03-23,47
2017-03-24,76
2017-03-25,47
2017-03-26,45
2017-03-27,51
2017-03-28,71
2017-03-29,67
2017-03-30,66
2017-03-31,75
2017-04-01,39
