date,WDC
2011-05-11,46
2011-05-12,51
2011-05-13,53
2011-05-14,51
2011-05-15,47
2011-05-16,47
2011-05-17,43
2011-05-18,51
2011-05-19,55
2011-05-20,48
2011-05-21,52
2011-05-22,50
2011-05-23,53
2011-05-24,60
2011-05-25,40
2011-05-26,46
2011-05-27,52
2011-05-28,49
2011-05-29,47
2011-05-30,57
2011-05-31,48
2011-06-01,56
2011-06-02,49
2011-06-03,71
2011-06-04,45
2011-06-05,46
2011-06-06,83
2011-06-07,47
2011-06-08,46
2011-06-09,46
2011-06-10,45
2011-06-11,52
2011-06-12,35
2011-06-13,49
2011-06-14,45
2011-06-15,50
2011-06-16,40
2011-06-17,48
2011-06-18,57
2011-06-19,56
2011-06-20,54
2011-06-21,53
2011-06-22,59
2011-06-23,53
2011-06-24,46
2011-06-25,51
2011-06-26,49
2011-06-27,54
2011-06-28,54
2011-06-29,46
2011-06-30,39
2011-07-01,42
2011-07-02,60
2011-07-03,53
2011-07-04,50
2011-07-05,54
2011-07-06,59
2011-07-07,48
2011-07-08,55
2011-07-09,38
2011-07-10,45
2011-07-11,41
2011-07-12,60
2011-07-13,60
2011-07-14,55
2011-07-15,50
2011-07-16,49
2011-07-17,41
2011-07-18,60
2011-07-19,51
2011-07-20,46
2011-07-21,63
2011-07-22,50
2011-07-23,51
2011-07-24,45
2011-07-25,54
2011-07-26,43
2011-07-27,57
2011-07-28,60
2011-07-29,56
2011-07-30,48
2011-07-31,47
2011-08-01,52
2011-08-02,44
2011-08-03,57
2011-08-04,48
2011-08-05,63
2011-08-06,40
2011-08-07,50
2011-08-08,51
2011-08-09,49
2011-08-10,44
2011-08-11,45
2011-08-12,51
2011-08-13,44
2011-08-14,48
2011-08-15,45
2011-08-16,41
2011-08-17,53
2011-08-18,60
2011-08-19,40
2011-08-20,55
2011-08-21,46
2011-08-22,56
2011-08-23,42
2011-08-24,49
2011-08-25,43
2011-08-26,44
2011-08-27,60
2011-08-28,52
2011-08-29,58
2011-08-30,61
2011-08-31,48
2011-09-01,54
2011-09-02,48
2011-09-03,44
2011-09-04,43
2011-09-05,44
2011-09-06,52
2011-09-07,58
2011-09-08,47
2011-09-09,48
2011-09-10,54
2011-09-11,41
2011-09-12,63
2011-09-13,53
2011-09-14,48
2011-09-15,50
2011-09-16,64
2011-09-17,56
2011-09-18,55
2011-09-19,43
2011-09-20,50
2011-09-21,52
2011-09-22,55
2011-09-23,48
2011-09-24,51
2011-09-25,53
2011-09-26,52
2011-09-27,60
2011-09-28,48
2011-09-29,60
2011-09-30,61
2011-10-01,48
2011-10-02,49
2011-10-03,63
2011-10-04,48
2011-10-05,65
2011-10-06,57
2011-10-07,58
2011-10-08,48
2011-10-09,55
2011-10-10,54
2011-10-11,57
2011-10-12,61
2011-10-13,50
2011-10-14,45
2011-10-15,50
2011-10-16,52
2011-10-17,53
2011-10-18,62
2011-10-19,56
2011-10-20,60
2011-10-21,67
2011-10-22,50
2011-10-23,44
2011-10-24,62
2011-10-25,55
2011-10-26,58
2011-10-27,48
2011-10-28,62
2011-10-29,49
2011-10-30,48
2011-10-31,51
2011-11-01,47
2011-11-02,49
2011-11-03,37
2011-11-04,37
2011-11-05,52
2011-11-06,47
2011-11-07,52
2011-11-08,48
2011-11-09,51
2011-11-10,47
2011-11-11,100
2011-11-12,92
2011-11-13,85
2011-11-14,72
2011-11-15,79
2011-11-16,57
2011-11-17,61
2011-11-18,56
2011-11-19,51
2011-11-20,43
2011-11-21,56
2011-11-22,53
2011-11-23,47
2011-11-24,60
2011-11-25,41
2011-11-26,52
2011-11-27,47
2011-11-28,56
2011-11-29,47
2011-11-30,56
2011-12-01,48
2011-12-02,55
2011-12-03,51
2011-12-04,51
2011-12-05,54
2011-12-06,53
2011-12-07,53
2011-12-08,65
2011-12-09,47
2011-12-10,39
2011-12-11,47
2011-12-12,41
2011-12-13,50
2011-12-14,52
2011-12-15,42
2011-12-16,47
2011-12-17,47
2011-12-18,41
2011-12-19,44
2011-12-20,50
2011-12-21,50
2011-12-22,41
2011-12-23,43
2011-12-24,39
2011-12-25,52
2011-12-26,54
2011-12-27,53
2011-12-28,53
2011-12-29,54
2011-12-30,48
2011-12-31,46
2012-01-01,46
2012-01-02,59
2012-01-03,43
2012-01-04,61
2012-01-05,61
2012-01-06,47
2012-01-07,50
2012-01-08,47
2012-01-09,53
2012-01-10,45
2012-01-11,64
2012-01-12,46
2012-01-13,44
2012-01-14,37
2012-01-15,37
2012-01-16,41
2012-01-17,44
2012-01-18,51
2012-01-19,51
2012-01-20,70
2012-01-21,42
2012-01-22,39
2012-01-23,54
2012-01-24,55
2012-01-25,59
2012-01-26,42
