date,WDC
2013-11-06,51
2013-11-07,44
2013-11-08,48
2013-11-09,45
2013-11-10,56
2013-11-11,55
2013-11-12,53
2013-11-13,50
2013-11-14,61
2013-11-15,62
2013-11-16,39
2013-11-17,45
2013-11-18,61
2013-11-19,51
2013-11-20,48
2013-11-21,47
2013-11-22,54
2013-11-23,43
2013-11-24,51
2013-11-25,60
2013-11-26,60
2013-11-27,60
2013-11-28,53
2013-11-29,59
2013-11-30,41
2013-12-01,37
2013-12-02,57
2013-12-03,62
2013-12-04,66
2013-12-05,66
2013-12-06,55
2013-12-07,60
2013-12-08,65
2013-12-09,68
2013-12-10,67
2013-12-11,68
2013-12-12,54
2013-12-13,56
2013-12-14,44
2013-12-15,47
2013-12-16,67
2013-12-17,69
2013-12-18,58
2013-12-19,58
2013-12-20,62
2013-12-21,56
2013-12-22,58
2013-12-23,69
2013-12-24,55
2013-12-25,48
2013-12-26,55
2013-12-27,71
2013-12-28,54
2013-12-29,53
2013-12-30,64
2013-12-31,70
2014-01-01,44
2014-01-02,57
2014-01-03,56
2014-01-04,44
2014-01-05,42
2014-01-06,73
2014-01-07,67
2014-01-08,65
2014-01-09,63
2014-01-10,56
2014-01-11,47
2014-01-12,48
2014-01-13,62
2014-01-14,54
2014-01-15,58
2014-01-16,65
2014-01-17,51
2014-01-18,51
2014-01-19,41
2014-01-20,55
2014-01-21,58
2014-01-22,66
2014-01-23,70
2014-01-24,64
2014-01-25,50
2014-01-26,49
2014-01-27,56
2014-01-28,63
2014-01-29,58
2014-01-30,56
2014-01-31,56
2014-02-01,47
2014-02-02,44
2014-02-03,53
2014-02-04,52
2014-02-05,48
2014-02-06,43
2014-02-07,52
2014-02-08,39
2014-02-09,45
2014-02-10,49
2014-02-11,64
2014-02-12,57
2014-02-13,45
2014-02-14,48
2014-02-15,46
2014-02-16,41
2014-02-17,51
2014-02-18,56
2014-02-19,50
2014-02-20,52
2014-02-21,54
2014-02-22,39
2014-02-23,37
2014-02-24,55
2014-02-25,60
2014-02-26,55
2014-02-27,60
2014-02-28,51
2014-03-01,45
2014-03-02,30
2014-03-03,58
2014-03-04,50
2014-03-05,48
2014-03-06,46
2014-03-07,41
2014-03-08,43
2014-03-09,36
2014-03-10,61
2014-03-11,54
2014-03-12,57
2014-03-13,54
2014-03-14,51
2014-03-15,40
2014-03-16,42
2014-03-17,44
2014-03-18,48
2014-03-19,41
2014-03-20,53
2014-03-21,46
2014-03-22,40
2014-03-23,46
2014-03-24,47
2014-03-25,56
2014-03-26,46
2014-03-27,51
2014-03-28,36
2014-03-29,32
2014-03-30,44
2014-03-31,48
2014-04-01,45
2014-04-02,51
2014-04-03,50
2014-04-04,39
2014-04-05,40
2014-04-06,33
2014-04-07,56
2014-04-08,46
2014-04-09,47
2014-04-10,49
2014-04-11,49
2014-04-12,39
2014-04-13,42
2014-04-14,50
2014-04-15,48
2014-04-16,46
2014-04-17,51
2014-04-18,41
2014-04-19,43
2014-04-20,39
2014-04-21,58
2014-04-22,55
2014-04-23,43
2014-04-24,51
2014-04-25,43
2014-04-26,40
2014-04-27,41
2014-04-28,51
2014-04-29,45
2014-04-30,56
2014-05-01,47
2014-05-02,47
2014-05-03,35
2014-05-04,40
2014-05-05,55
2014-05-06,43
2014-05-07,52
2014-05-08,43
2014-05-09,50
2014-05-10,39
2014-05-11,35
2014-05-12,52
2014-05-13,50
2014-05-14,56
2014-05-15,52
2014-05-16,43
2014-05-17,34
2014-05-18,40
2014-05-19,53
2014-05-20,51
2014-05-21,55
2014-05-22,49
2014-05-23,41
2014-05-24,33
2014-05-25,27
2014-05-26,44
2014-05-27,48
2014-05-28,42
2014-05-29,43
2014-05-30,51
2014-05-31,42
2014-06-01,51
2014-06-02,100
2014-06-03,75
2014-06-04,52
2014-06-05,48
2014-06-06,44
2014-06-07,45
2014-06-08,31
2014-06-09,53
2014-06-10,51
2014-06-11,40
2014-06-12,41
2014-06-13,42
2014-06-14,33
2014-06-15,32
2014-06-16,49
2014-06-17,53
2014-06-18,47
2014-06-19,44
2014-06-20,37
2014-06-21,43
2014-06-22,33
2014-06-23,41
2014-06-24,44
2014-06-25,47
2014-06-26,50
2014-06-27,42
2014-06-28,35
2014-06-29,33
2014-06-30,45
2014-07-01,42
2014-07-02,54
2014-07-03,53
2014-07-04,33
2014-07-05,31
2014-07-06,38
2014-07-07,40
2014-07-08,51
2014-07-09,47
2014-07-10,44
2014-07-11,41
2014-07-12,37
2014-07-13,35
2014-07-14,43
2014-07-15,48
2014-07-16,51
2014-07-17,55
2014-07-18,50
2014-07-19,35
2014-07-20,36
2014-07-21,42
2014-07-22,49
2014-07-23,58
2014-07-24,53
