date,WDC
2016-08-02,65
2016-08-03,76
2016-08-04,72
2016-08-05,60
2016-08-06,34
2016-08-07,46
2016-08-08,63
2016-08-09,59
2016-08-10,65
2016-08-11,64
2016-08-12,59
2016-08-13,43
2016-08-14,44
2016-08-15,67
2016-08-16,64
2016-08-17,66
2016-08-18,48
2016-08-19,60
2016-08-20,33
2016-08-21,38
2016-08-22,50
2016-08-23,63
2016-08-24,66
2016-08-25,65
2016-08-26,66
2016-08-27,44
2016-08-28,47
2016-08-29,62
2016-08-30,48
2016-08-31,56
2016-09-01,55
2016-09-02,52
2016-09-03,44
2016-09-04,44
2016-09-05,62
2016-09-06,62
2016-09-07,82
2016-09-08,70
2016-09-09,54
2016-09-10,43
2016-09-11,42
2016-09-12,65
2016-09-13,58
2016-09-14,65
2016-09-15,57
2016-09-16,62
2016-09-17,41
2016-09-18,44
2016-09-19,64
2016-09-20,54
2016-09-21,68
2016-09-22,56
2016-09-23,69
2016-09-24,36
2016-09-25,41
2016-09-26,57
2016-09-27,73
2016-09-28,66
2016-09-29,56
2016-09-30,57
2016-10-01,38
2016-10-02,39
2016-10-03,60
2016-10-04,62
2016-10-05,66
2016-10-06,50
2016-10-07,58
2016-10-08,63
2016-10-09,52
2016-10-10,61
2016-10-11,60
2016-10-12,64
2016-10-13,60
2016-10-14,62
2016-10-15,41
2016-10-16,41
2016-10-17,57
2016-10-18,66
2016-10-19,60
2016-10-20,66
2016-10-21,49
2016-10-22,36
2016-10-23,37
2016-10-24,46
2016-10-25,61
2016-10-26,70
2016-10-27,74
2016-10-28,60
2016-10-29,47
2016-10-30,58
2016-10-31,55
2016-11-01,56
2016-11-02,54
2016-11-03,60
2016-11-04,54
2016-11-05,45
2016-11-06,53
2016-11-07,58
2016-11-08,60
2016-11-09,61
2016-11-10,72
2016-11-11,49
2016-11-12,55
2016-11-13,37
2016-11-14,69
2016-11-15,68
2016-11-16,70
2016-11-17,56
2016-11-18,55
2016-11-19,50
2016-11-20,44
2016-11-21,66
2016-11-22,57
2016-11-23,64
2016-11-24,60
2016-11-25,58
2016-11-26,40
2016-11-27,43
2016-11-28,69
2016-11-29,68
2016-11-30,66
2016-12-01,52
2016-12-02,63
2016-12-03,47
2016-12-04,58
2016-12-05,67
2016-12-06,70
2016-12-07,91
2016-12-08,78
2016-12-09,67
2016-12-10,44
2016-12-11,45
2016-12-12,63
2016-12-13,59
2016-12-14,62
2016-12-15,62
2016-12-16,57
2016-12-17,44
2016-12-18,56
2016-12-19,57
2016-12-20,71
2016-12-21,65
2016-12-22,70
2016-12-23,66
2016-12-24,42
2016-12-25,38
2016-12-26,60
2016-12-27,67
2016-12-28,64
2016-12-29,68
2016-12-30,61
2016-12-31,45
2017-01-01,50
2017-01-02,63
2017-01-03,60
2017-01-04,70
2017-01-05,63
2017-01-06,65
2017-01-07,52
2017-01-08,49
2017-01-09,70
2017-01-10,57
2017-01-11,65
2017-01-12,62
2017-01-13,52
2017-01-14,44
2017-01-15,37
2017-01-16,59
2017-01-17,63
2017-01-18,74
2017-01-19,70
2017-01-20,71
2017-01-21,56
2017-01-22,40
2017-01-23,63
2017-01-24,69
2017-01-25,100
2017-01-26,92
2017-01-27,73
2017-01-28,46
2017-01-29,42
2017-01-30,68
2017-01-31,62
2017-02-01,74
2017-02-02,73
2017-02-03,72
2017-02-04,47
2017-02-05,39
2017-02-06,63
2017-02-07,75
2017-02-08,62
2017-02-09,72
2017-02-10,55
2017-02-11,47
2017-02-12,38
2017-02-13,65
2017-02-14,72
2017-02-15,63
2017-02-16,65
2017-02-17,60
2017-02-18,54
2017-02-19,46
2017-02-20,49
2017-02-21,61
2017-02-22,58
2017-02-23,61
2017-02-24,58
2017-02-25,47
2017-02-26,39
2017-02-27,67
2017-02-28,71
2017-03-01,70
2017-03-02,74
2017-03-03,66
2017-03-04,53
2017-03-05,46
2017-03-06,60
2017-03-07,61
2017-03-08,57
2017-03-09,64
2017-03-10,71
2017-03-11,43
2017-03-12,48
2017-03-13,69
2017-03-14,63
2017-03-15,61
2017-03-16,52
2017-03-17,53
2017-03-18,41
2017-03-19,36
2017-03-20,63
2017-03-21,69
2017-03-22,67
2017-03-23,60
2017-03-24,80
2017-03-25,44
2017-03-26,42
2017-03-27,61
2017-03-28,66
2017-03-29,58
2017-03-30,70
2017-03-31,67
2017-04-01,35
2017-04-02,41
2017-04-03,64
2017-04-04,62
2017-04-05,58
2017-04-06,74
2017-04-07,61
2017-04-08,42
2017-04-09,46
2017-04-10,67
2017-04-11,74
2017-04-12,65
2017-04-13,65
2017-04-14,43
2017-04-15,48
2017-04-16,46
2017-04-17,65
2017-04-18,65
