date,WDC
2014-03-16,40
2014-03-17,43
2014-03-18,45
2014-03-19,44
2014-03-20,51
2014-03-21,36
2014-03-22,36
2014-03-23,45
2014-03-24,54
2014-03-25,52
2014-03-26,44
2014-03-27,47
2014-03-28,50
2014-03-29,35
2014-03-30,38
2014-03-31,52
2014-04-01,47
2014-04-02,45
2014-04-03,50
2014-04-04,47
2014-04-05,42
2014-04-06,34
2014-04-07,56
2014-04-08,49
2014-04-09,38
2014-04-10,40
2014-04-11,43
2014-04-12,37
2014-04-13,42
2014-04-14,54
2014-04-15,53
2014-04-16,43
2014-04-17,53
2014-04-18,47
2014-04-19,45
2014-04-20,43
2014-04-21,50
2014-04-22,46
2014-04-23,43
2014-04-24,47
2014-04-25,47
2014-04-26,43
2014-04-27,36
2014-04-28,46
2014-04-29,47
2014-04-30,52
2014-05-01,53
2014-05-02,47
2014-05-03,38
2014-05-04,36
2014-05-05,41
2014-05-06,45
2014-05-07,49
2014-05-08,42
2014-05-09,44
2014-05-10,42
2014-05-11,36
2014-05-12,48
2014-05-13,43
2014-05-14,41
2014-05-15,42
2014-05-16,53
2014-05-17,34
2014-05-18,46
2014-05-19,48
2014-05-20,50
2014-05-21,46
2014-05-22,50
2014-05-23,48
2014-05-24,31
2014-05-25,28
2014-05-26,39
2014-05-27,50
2014-05-28,46
2014-05-29,49
2014-05-30,55
2014-05-31,41
2014-06-01,48
2014-06-02,100
2014-06-03,73
2014-06-04,53
2014-06-05,50
2014-06-06,45
2014-06-07,44
2014-06-08,37
2014-06-09,44
2014-06-10,56
2014-06-11,38
2014-06-12,41
2014-06-13,46
2014-06-14,31
2014-06-15,33
2014-06-16,45
2014-06-17,58
2014-06-18,48
2014-06-19,44
2014-06-20,38
2014-06-21,47
2014-06-22,33
2014-06-23,47
2014-06-24,41
2014-06-25,39
2014-06-26,48
2014-06-27,50
2014-06-28,41
2014-06-29,30
2014-06-30,42
2014-07-01,45
2014-07-02,45
2014-07-03,43
2014-07-04,28
2014-07-05,34
2014-07-06,37
2014-07-07,45
2014-07-08,50
2014-07-09,41
2014-07-10,43
2014-07-11,45
2014-07-12,34
2014-07-13,37
2014-07-14,40
2014-07-15,51
2014-07-16,50
2014-07-17,49
2014-07-18,47
2014-07-19,31
2014-07-20,39
2014-07-21,46
2014-07-22,46
2014-07-23,43
2014-07-24,61
2014-07-25,37
2014-07-26,45
2014-07-27,36
2014-07-28,39
2014-07-29,50
2014-07-30,52
2014-07-31,45
2014-08-01,36
2014-08-02,34
2014-08-03,33
2014-08-04,45
2014-08-05,45
2014-08-06,49
2014-08-07,43
2014-08-08,43
2014-08-09,44
2014-08-10,31
2014-08-11,43
2014-08-12,50
2014-08-13,52
2014-08-14,58
2014-08-15,38
2014-08-16,37
2014-08-17,39
2014-08-18,42
2014-08-19,44
2014-08-20,48
2014-08-21,47
2014-08-22,34
2014-08-23,29
2014-08-24,41
2014-08-25,50
2014-08-26,48
2014-08-27,51
2014-08-28,43
2014-08-29,46
2014-08-30,38
2014-08-31,27
2014-09-01,43
2014-09-02,43
2014-09-03,44
2014-09-04,54
2014-09-05,51
2014-09-06,35
2014-09-07,35
2014-09-08,45
2014-09-09,53
2014-09-10,39
2014-09-11,42
2014-09-12,49
2014-09-13,44
2014-09-14,30
2014-09-15,47
2014-09-16,47
2014-09-17,50
2014-09-18,55
2014-09-19,48
2014-09-20,38
2014-09-21,32
2014-09-22,46
2014-09-23,44
2014-09-24,43
2014-09-25,45
2014-09-26,43
2014-09-27,42
2014-09-28,46
2014-09-29,41
2014-09-30,39
2014-10-01,43
2014-10-02,42
2014-10-03,49
2014-10-04,44
2014-10-05,32
2014-10-06,48
2014-10-07,43
2014-10-08,42
2014-10-09,45
2014-10-10,37
2014-10-11,33
2014-10-12,42
2014-10-13,49
2014-10-14,49
2014-10-15,49
2014-10-16,55
2014-10-17,47
2014-10-18,36
2014-10-19,34
2014-10-20,48
2014-10-21,51
2014-10-22,43
2014-10-23,45
2014-10-24,46
2014-10-25,36
2014-10-26,44
2014-10-27,50
2014-10-28,44
2014-10-29,39
2014-10-30,40
2014-10-31,40
2014-11-01,37
2014-11-02,38
2014-11-03,56
2014-11-04,47
2014-11-05,39
2014-11-06,49
2014-11-07,49
2014-11-08,37
2014-11-09,39
2014-11-10,49
2014-11-11,45
2014-11-12,47
2014-11-13,35
2014-11-14,43
2014-11-15,45
2014-11-16,42
2014-11-17,42
2014-11-18,52
2014-11-19,50
2014-11-20,49
2014-11-21,45
2014-11-22,34
2014-11-23,44
2014-11-24,45
2014-11-25,41
2014-11-26,34
2014-11-27,37
2014-11-28,40
2014-11-29,35
2014-11-30,38
2014-12-01,53
