date,WDC
2012-10-12,47
2012-10-13,41
2012-10-14,35
2012-10-15,53
2012-10-16,50
2012-10-17,41
2012-10-18,45
2012-10-19,55
2012-10-20,51
2012-10-21,56
2012-10-22,64
2012-10-23,40
2012-10-24,59
2012-10-25,55
2012-10-26,53
2012-10-27,33
2012-10-28,46
2012-10-29,46
2012-10-30,52
2012-10-31,44
2012-11-01,49
2012-11-02,58
2012-11-03,57
2012-11-04,44
2012-11-05,50
2012-11-06,37
2012-11-07,45
2012-11-08,50
2012-11-09,48
2012-11-10,42
2012-11-11,61
2012-11-12,41
2012-11-13,39
2012-11-14,39
2012-11-15,45
2012-11-16,44
2012-11-17,37
2012-11-18,48
2012-11-19,40
2012-11-20,43
2012-11-21,48
2012-11-22,34
2012-11-23,45
2012-11-24,45
2012-11-25,39
2012-11-26,52
2012-11-27,40
2012-11-28,52
2012-11-29,58
2012-11-30,44
2012-12-01,50
2012-12-02,45
2012-12-03,52
2012-12-04,36
2012-12-05,42
2012-12-06,49
2012-12-07,50
2012-12-08,40
2012-12-09,46
2012-12-10,40
2012-12-11,46
2012-12-12,45
2012-12-13,46
2012-12-14,48
2012-12-15,30
2012-12-16,54
2012-12-17,57
2012-12-18,45
2012-12-19,52
2012-12-20,57
2012-12-21,50
2012-12-22,38
2012-12-23,43
2012-12-24,32
2012-12-25,41
2012-12-26,55
2012-12-27,52
2012-12-28,47
2012-12-29,51
2012-12-30,47
2012-12-31,55
2013-01-01,45
2013-01-02,47
2013-01-03,48
2013-01-04,42
2013-01-05,55
2013-01-06,43
2013-01-07,52
2013-01-08,42
2013-01-09,51
2013-01-10,47
2013-01-11,55
2013-01-12,46
2013-01-13,46
2013-01-14,46
2013-01-15,43
2013-01-16,54
2013-01-17,39
2013-01-18,56
2013-01-19,46
2013-01-20,36
2013-01-21,54
2013-01-22,69
2013-01-23,56
2013-01-24,55
2013-01-25,52
2013-01-26,44
2013-01-27,42
2013-01-28,50
2013-01-29,56
2013-01-30,46
2013-01-31,46
2013-02-01,45
2013-02-02,43
2013-02-03,39
2013-02-04,53
2013-02-05,48
2013-02-06,59
2013-02-07,49
2013-02-08,46
2013-02-09,48
2013-02-10,37
2013-02-11,59
2013-02-12,44
2013-02-13,33
2013-02-14,46
2013-02-15,50
2013-02-16,47
2013-02-17,39
2013-02-18,43
2013-02-19,38
2013-02-20,48
2013-02-21,49
2013-02-22,38
2013-02-23,39
2013-02-24,46
2013-02-25,46
2013-02-26,44
2013-02-27,43
2013-02-28,47
2013-03-01,47
2013-03-02,45
2013-03-03,51
2013-03-04,52
2013-03-05,50
2013-03-06,49
2013-03-07,44
2013-03-08,55
2013-03-09,36
2013-03-10,39
2013-03-11,47
2013-03-12,48
2013-03-13,40
2013-03-14,51
2013-03-15,51
2013-03-16,42
2013-03-17,42
2013-03-18,50
2013-03-19,46
2013-03-20,42
2013-03-21,42
2013-03-22,45
2013-03-23,35
2013-03-24,41
2013-03-25,45
2013-03-26,46
2013-03-27,43
2013-03-28,36
2013-03-29,36
2013-03-30,43
2013-03-31,36
2013-04-01,46
2013-04-02,46
2013-04-03,31
2013-04-04,47
2013-04-05,42
2013-04-06,35
2013-04-07,33
2013-04-08,40
2013-04-09,47
2013-04-10,43
2013-04-11,44
2013-04-12,36
2013-04-13,34
2013-04-14,36
2013-04-15,38
2013-04-16,49
2013-04-17,39
2013-04-18,43
2013-04-19,41
2013-04-20,38
2013-04-21,41
2013-04-22,38
2013-04-23,49
2013-04-24,58
2013-04-25,45
2013-04-26,46
2013-04-27,38
2013-04-28,40
2013-04-29,52
2013-04-30,41
2013-05-01,40
2013-05-02,41
2013-05-03,42
2013-05-04,36
2013-05-05,30
2013-05-06,43
2013-05-07,46
2013-05-08,45
2013-05-09,50
2013-05-10,49
2013-05-11,29
2013-05-12,45
2013-05-13,48
2013-05-14,41
2013-05-15,42
2013-05-16,35
2013-05-17,43
2013-05-18,40
2013-05-19,31
2013-05-20,51
2013-05-21,49
2013-05-22,35
2013-05-23,49
2013-05-24,36
2013-05-25,39
2013-05-26,29
2013-05-27,40
2013-05-28,45
2013-05-29,45
2013-05-30,38
2013-05-31,50
2013-06-01,45
2013-06-02,43
2013-06-03,53
2013-06-04,51
2013-06-05,49
2013-06-06,50
2013-06-07,44
2013-06-08,42
2013-06-09,43
2013-06-10,100
2013-06-11,55
2013-06-12,45
2013-06-13,54
2013-06-14,39
2013-06-15,33
2013-06-16,39
2013-06-17,45
2013-06-18,42
2013-06-19,34
2013-06-20,42
2013-06-21,58
2013-06-22,26
2013-06-23,32
2013-06-24,45
2013-06-25,47
2013-06-26,44
2013-06-27,41
2013-06-28,45
2013-06-29,31
