date,WDC
2016-07-30,42
2016-07-31,36
2016-08-01,54
2016-08-02,62
2016-08-03,65
2016-08-04,62
2016-08-05,49
2016-08-06,27
2016-08-07,36
2016-08-08,50
2016-08-09,50
2016-08-10,54
2016-08-11,55
2016-08-12,48
2016-08-13,47
2016-08-14,37
2016-08-15,53
2016-08-16,51
2016-08-17,53
2016-08-18,48
2016-08-19,48
2016-08-20,29
2016-08-21,33
2016-08-22,42
2016-08-23,57
2016-08-24,45
2016-08-25,53
2016-08-26,53
2016-08-27,29
2016-08-28,35
2016-08-29,46
2016-08-30,46
2016-08-31,51
2016-09-01,52
2016-09-02,48
2016-09-03,32
2016-09-04,36
2016-09-05,41
2016-09-06,55
2016-09-07,84
2016-09-08,65
2016-09-09,51
2016-09-10,35
2016-09-11,40
2016-09-12,50
2016-09-13,50
2016-09-14,52
2016-09-15,49
2016-09-16,51
2016-09-17,35
2016-09-18,44
2016-09-19,56
2016-09-20,41
2016-09-21,52
2016-09-22,59
2016-09-23,50
2016-09-24,39
2016-09-25,38
2016-09-26,52
2016-09-27,59
2016-09-28,51
2016-09-29,49
2016-09-30,44
2016-10-01,36
2016-10-02,33
2016-10-03,54
2016-10-04,50
2016-10-05,52
2016-10-06,44
2016-10-07,55
2016-10-08,47
2016-10-09,40
2016-10-10,49
2016-10-11,53
2016-10-12,59
2016-10-13,56
2016-10-14,51
2016-10-15,38
2016-10-16,36
2016-10-17,49
2016-10-18,61
2016-10-19,52
2016-10-20,49
2016-10-21,48
2016-10-22,41
2016-10-23,40
2016-10-24,49
2016-10-25,55
2016-10-26,66
2016-10-27,67
2016-10-28,48
2016-10-29,41
2016-10-30,51
2016-10-31,59
2016-11-01,48
2016-11-02,55
2016-11-03,49
2016-11-04,55
2016-11-05,39
2016-11-06,39
2016-11-07,55
2016-11-08,60
2016-11-09,50
2016-11-10,61
2016-11-11,57
2016-11-12,40
2016-11-13,41
2016-11-14,53
2016-11-15,59
2016-11-16,58
2016-11-17,56
2016-11-18,44
2016-11-19,38
2016-11-20,42
2016-11-21,55
2016-11-22,58
2016-11-23,48
2016-11-24,50
2016-11-25,56
2016-11-26,34
2016-11-27,41
2016-11-28,55
2016-11-29,62
2016-11-30,51
2016-12-01,49
2016-12-02,52
2016-12-03,44
2016-12-04,51
2016-12-05,63
2016-12-06,62
2016-12-07,75
2016-12-08,69
2016-12-09,54
2016-12-10,43
2016-12-11,37
2016-12-12,52
2016-12-13,58
2016-12-14,61
2016-12-15,62
2016-12-16,53
2016-12-17,39
2016-12-18,42
2016-12-19,54
2016-12-20,60
2016-12-21,54
2016-12-22,58
2016-12-23,61
2016-12-24,33
2016-12-25,38
2016-12-26,52
2016-12-27,51
2016-12-28,52
2016-12-29,52
2016-12-30,45
2016-12-31,40
2017-01-01,50
2017-01-02,55
2017-01-03,59
2017-01-04,58
2017-01-05,61
2017-01-06,58
2017-01-07,45
2017-01-08,44
2017-01-09,57
2017-01-10,56
2017-01-11,53
2017-01-12,59
2017-01-13,46
2017-01-14,43
2017-01-15,38
2017-01-16,47
2017-01-17,60
2017-01-18,56
2017-01-19,59
2017-01-20,57
2017-01-21,47
2017-01-22,43
2017-01-23,55
2017-01-24,67
2017-01-25,100
2017-01-26,77
2017-01-27,66
2017-01-28,41
2017-01-29,41
2017-01-30,60
2017-01-31,58
2017-02-01,57
2017-02-02,65
2017-02-03,61
2017-02-04,42
2017-02-05,36
2017-02-06,54
2017-02-07,65
2017-02-08,59
2017-02-09,59
2017-02-10,42
2017-02-11,31
2017-02-12,39
2017-02-13,56
2017-02-14,58
2017-02-15,57
2017-02-16,59
2017-02-17,55
2017-02-18,41
2017-02-19,38
2017-02-20,42
2017-02-21,56
2017-02-22,53
2017-02-23,54
2017-02-24,41
2017-02-25,45
2017-02-26,33
2017-02-27,58
2017-02-28,61
2017-03-01,62
2017-03-02,60
2017-03-03,56
2017-03-04,46
2017-03-05,43
2017-03-06,54
2017-03-07,60
2017-03-08,56
2017-03-09,56
2017-03-10,57
2017-03-11,50
2017-03-12,41
2017-03-13,54
2017-03-14,49
2017-03-15,54
2017-03-16,55
2017-03-17,47
2017-03-18,39
2017-03-19,43
2017-03-20,53
2017-03-21,56
2017-03-22,61
2017-03-23,46
2017-03-24,64
2017-03-25,43
2017-03-26,32
2017-03-27,48
2017-03-28,59
2017-03-29,56
2017-03-30,60
2017-03-31,61
2017-04-01,34
2017-04-02,38
2017-04-03,58
2017-04-04,59
2017-04-05,50
2017-04-06,58
2017-04-07,56
2017-04-08,32
2017-04-09,45
2017-04-10,56
2017-04-11,68
2017-04-12,62
2017-04-13,53
2017-04-14,41
