date,WDC
2011-01-01,73
2011-01-02,52
2011-01-03,63
2011-01-04,81
2011-01-05,58
2011-01-06,75
2011-01-07,75
2011-01-08,71
2011-01-09,72
2011-01-10,53
2011-01-11,69
2011-01-12,53
2011-01-13,71
2011-01-14,56
2011-01-15,66
2011-01-16,70
2011-01-17,62
2011-01-18,56
2011-01-19,70
2011-01-20,72
2011-01-21,70
2011-01-22,48
2011-01-23,51
2011-01-24,55
2011-01-25,60
2011-01-26,50
2011-01-27,61
2011-01-28,54
2011-01-29,47
2011-01-30,61
2011-01-31,74
2011-02-01,55
2011-02-02,72
2011-02-03,70
2011-02-04,62
2011-02-05,52
2011-02-06,48
2011-02-07,71
2011-02-08,50
2011-02-09,65
2011-02-10,54
2011-02-11,49
2011-02-12,55
2011-02-13,62
2011-02-14,62
2011-02-15,73
2011-02-16,35
2011-02-17,60
2011-02-18,52
2011-02-19,52
2011-02-20,46
2011-02-21,57
2011-02-22,58
2011-02-23,56
2011-02-24,53
2011-02-25,68
2011-02-26,69
2011-02-27,57
2011-02-28,56
2011-03-01,61
2011-03-02,52
2011-03-03,58
2011-03-04,60
2011-03-05,49
2011-03-06,53
2011-03-07,74
2011-03-08,54
2011-03-09,71
2011-03-10,70
2011-03-11,68
2011-03-12,45
2011-03-13,48
2011-03-14,58
2011-03-15,46
2011-03-16,50
2011-03-17,65
2011-03-18,64
2011-03-19,46
2011-03-20,43
2011-03-21,56
2011-03-22,47
2011-03-23,52
2011-03-24,60
2011-03-25,63
2011-03-26,48
2011-03-27,73
2011-03-28,65
2011-03-29,50
2011-03-30,54
2011-03-31,46
2011-04-01,64
2011-04-02,53
2011-04-03,36
2011-04-04,59
2011-04-05,58
2011-04-06,51
2011-04-07,81
2011-04-08,52
2011-04-09,61
2011-04-10,53
2011-04-11,57
2011-04-12,62
2011-04-13,55
2011-04-14,58
2011-04-15,52
2011-04-16,62
2011-04-17,54
2011-04-18,51
2011-04-19,70
2011-04-20,60
2011-04-21,53
2011-04-22,67
2011-04-23,52
2011-04-24,60
2011-04-25,54
2011-04-26,64
2011-04-27,48
2011-04-28,53
2011-04-29,64
2011-04-30,49
2011-05-01,50
2011-05-02,59
2011-05-03,48
2011-05-04,41
2011-05-05,56
2011-05-06,60
2011-05-07,50
2011-05-08,48
2011-05-09,51
2011-05-10,58
2011-05-11,51
2011-05-12,49
2011-05-13,51
2011-05-14,54
2011-05-15,50
2011-05-16,53
2011-05-17,62
2011-05-18,50
2011-05-19,52
2011-05-20,61
2011-05-21,47
2011-05-22,43
2011-05-23,56
2011-05-24,62
2011-05-25,48
2011-05-26,54
2011-05-27,50
2011-05-28,48
2011-05-29,54
2011-05-30,63
2011-05-31,50
2011-06-01,54
2011-06-02,45
2011-06-03,67
2011-06-04,36
2011-06-05,41
2011-06-06,100
2011-06-07,55
2011-06-08,57
2011-06-09,52
2011-06-10,50
2011-06-11,52
2011-06-12,40
2011-06-13,59
2011-06-14,51
2011-06-15,41
2011-06-16,48
2011-06-17,51
2011-06-18,46
2011-06-19,56
2011-06-20,63
2011-06-21,53
2011-06-22,55
2011-06-23,41
2011-06-24,59
2011-06-25,41
2011-06-26,53
2011-06-27,53
2011-06-28,53
2011-06-29,48
2011-06-30,50
2011-07-01,44
2011-07-02,70
2011-07-03,51
2011-07-04,47
2011-07-05,56
2011-07-06,64
2011-07-07,40
2011-07-08,39
2011-07-09,38
2011-07-10,44
2011-07-11,44
2011-07-12,66
2011-07-13,56
2011-07-14,54
2011-07-15,54
2011-07-16,56
2011-07-17,50
2011-07-18,60
2011-07-19,54
2011-07-20,45
2011-07-21,63
2011-07-22,61
2011-07-23,80
2011-07-24,58
2011-07-25,58
2011-07-26,49
2011-07-27,67
2011-07-28,56
2011-07-29,53
2011-07-30,59
2011-07-31,45
2011-08-01,58
2011-08-02,42
2011-08-03,62
2011-08-04,46
2011-08-05,69
2011-08-06,47
2011-08-07,55
2011-08-08,50
2011-08-09,55
2011-08-10,59
2011-08-11,44
2011-08-12,49
2011-08-13,47
2011-08-14,41
2011-08-15,52
2011-08-16,47
2011-08-17,44
2011-08-18,54
2011-08-19,58
2011-08-20,43
2011-08-21,64
2011-08-22,55
2011-08-23,55
2011-08-24,48
2011-08-25,41
2011-08-26,47
2011-08-27,65
2011-08-28,52
2011-08-29,62
2011-08-30,56
2011-08-31,59
2011-09-01,46
2011-09-02,43
2011-09-03,56
2011-09-04,46
2011-09-05,60
2011-09-06,55
2011-09-07,55
2011-09-08,53
2011-09-09,64
2011-09-10,43
2011-09-11,55
2011-09-12,56
2011-09-13,47
2011-09-14,51
2011-09-15,58
2011-09-16,70
2011-09-17,54
2011-09-18,54
