date,WDC
2015-04-10,52
2015-04-11,50
2015-04-12,39
2015-04-13,54
2015-04-14,59
2015-04-15,66
2015-04-16,59
2015-04-17,54
2015-04-18,54
2015-04-19,39
2015-04-20,62
2015-04-21,70
2015-04-22,66
2015-04-23,66
2015-04-24,63
2015-04-25,48
2015-04-26,40
2015-04-27,65
2015-04-28,63
2015-04-29,58
2015-04-30,57
2015-05-01,57
2015-05-02,46
2015-05-03,46
2015-05-04,63
2015-05-05,55
2015-05-06,62
2015-05-07,62
2015-05-08,57
2015-05-09,48
2015-05-10,49
2015-05-11,62
2015-05-12,58
2015-05-13,55
2015-05-14,63
2015-05-15,49
2015-05-16,58
2015-05-17,45
2015-05-18,51
2015-05-19,53
2015-05-20,55
2015-05-21,48
2015-05-22,59
2015-05-23,45
2015-05-24,46
2015-05-25,50
2015-05-26,49
2015-05-27,59
2015-05-28,61
2015-05-29,63
2015-05-30,51
2015-05-31,42
2015-06-01,67
2015-06-02,61
2015-06-03,70
2015-06-04,63
2015-06-05,55
2015-06-06,47
2015-06-07,36
2015-06-08,100
2015-06-09,82
2015-06-10,60
2015-06-11,55
2015-06-12,61
2015-06-13,47
2015-06-14,44
2015-06-15,53
2015-06-16,60
2015-06-17,53
2015-06-18,57
2015-06-19,51
2015-06-20,58
2015-06-21,47
2015-06-22,65
2015-06-23,60
2015-06-24,61
2015-06-25,72
2015-06-26,49
2015-06-27,48
2015-06-28,49
2015-06-29,54
2015-06-30,52
2015-07-01,51
2015-07-02,57
2015-07-03,49
2015-07-04,43
2015-07-05,39
2015-07-06,54
2015-07-07,60
2015-07-08,53
2015-07-09,59
2015-07-10,45
2015-07-11,32
2015-07-12,32
2015-07-13,57
2015-07-14,52
2015-07-15,52
2015-07-16,56
2015-07-17,51
2015-07-18,46
2015-07-19,52
2015-07-20,66
2015-07-21,64
2015-07-22,55
2015-07-23,66
2015-07-24,64
2015-07-25,55
2015-07-26,45
2015-07-27,63
2015-07-28,54
2015-07-29,70
2015-07-30,71
2015-07-31,71
2015-08-01,41
2015-08-02,58
2015-08-03,63
2015-08-04,59
2015-08-05,52
2015-08-06,52
2015-08-07,48
2015-08-08,43
2015-08-09,44
2015-08-10,54
2015-08-11,63
2015-08-12,55
2015-08-13,56
2015-08-14,43
2015-08-15,41
2015-08-16,37
2015-08-17,53
2015-08-18,58
2015-08-19,54
2015-08-20,50
2015-08-21,57
2015-08-22,47
2015-08-23,47
2015-08-24,60
2015-08-25,46
2015-08-26,54
2015-08-27,54
2015-08-28,57
2015-08-29,44
2015-08-30,46
2015-08-31,56
2015-09-01,46
2015-09-02,71
2015-09-03,51
2015-09-04,51
2015-09-05,42
2015-09-06,44
2015-09-07,54
2015-09-08,53
2015-09-09,66
2015-09-10,57
2015-09-11,60
2015-09-12,40
2015-09-13,46
2015-09-14,60
2015-09-15,61
2015-09-16,60
2015-09-17,61
2015-09-18,62
2015-09-19,55
2015-09-20,41
2015-09-21,53
2015-09-22,60
2015-09-23,54
2015-09-24,66
2015-09-25,61
2015-09-26,45
2015-09-27,47
2015-09-28,59
2015-09-29,53
2015-09-30,71
2015-10-01,76
2015-10-02,65
2015-10-03,34
2015-10-04,44
2015-10-05,62
2015-10-06,61
2015-10-07,63
2015-10-08,62
2015-10-09,68
2015-10-10,49
2015-10-11,43
2015-10-12,58
2015-10-13,61
2015-10-14,71
2015-10-15,61
2015-10-16,66
2015-10-17,52
2015-10-18,48
2015-10-19,78
2015-10-20,80
2015-10-21,76
2015-10-22,77
2015-10-23,61
2015-10-24,70
2015-10-25,61
2015-10-26,83
2015-10-27,71
2015-10-28,82
2015-10-29,70
2015-10-30,60
2015-10-31,56
2015-11-01,63
2015-11-02,64
2015-11-03,54
2015-11-04,65
2015-11-05,61
2015-11-06,54
2015-11-07,44
2015-11-08,59
2015-11-09,66
2015-11-10,57
2015-11-11,65
2015-11-12,69
2015-11-13,56
2015-11-14,51
2015-11-15,49
2015-11-16,54
2015-11-17,76
2015-11-18,59
2015-11-19,61
2015-11-20,56
2015-11-21,48
2015-11-22,43
2015-11-23,56
2015-11-24,57
2015-11-25,57
2015-11-26,46
2015-11-27,46
2015-11-28,44
2015-11-29,57
2015-11-30,72
2015-12-01,61
2015-12-02,69
2015-12-03,63
2015-12-04,60
2015-12-05,59
2015-12-06,58
2015-12-07,65
2015-12-08,64
2015-12-09,57
2015-12-10,59
2015-12-11,60
2015-12-12,44
2015-12-13,48
2015-12-14,57
2015-12-15,63
2015-12-16,62
2015-12-17,56
2015-12-18,60
2015-12-19,50
2015-12-20,53
2015-12-21,53
2015-12-22,57
2015-12-23,63
2015-12-24,54
2015-12-25,44
2015-12-26,59
