date,WDC
2015-12-26,45
2015-12-27,42
2015-12-28,61
2015-12-29,60
2015-12-30,57
2015-12-31,55
2016-01-01,76
2016-01-02,73
2016-01-03,63
2016-01-04,49
2016-01-05,57
2016-01-06,58
2016-01-07,56
2016-01-08,57
2016-01-09,49
2016-01-10,42
2016-01-11,59
2016-01-12,59
2016-01-13,63
2016-01-14,61
2016-01-15,56
2016-01-16,48
2016-01-17,42
2016-01-18,43
2016-01-19,50
2016-01-20,76
2016-01-21,59
2016-01-22,52
2016-01-23,47
2016-01-24,56
2016-01-25,55
2016-01-26,70
2016-01-27,62
2016-01-28,63
2016-01-29,71
2016-01-30,39
2016-01-31,46
2016-02-01,59
2016-02-02,51
2016-02-03,47
2016-02-04,51
2016-02-05,52
2016-02-06,36
2016-02-07,39
2016-02-08,51
2016-02-09,50
2016-02-10,56
2016-02-11,49
2016-02-12,57
2016-02-13,46
2016-02-14,37
2016-02-15,49
2016-02-16,50
2016-02-17,58
2016-02-18,57
2016-02-19,64
2016-02-20,42
2016-02-21,45
2016-02-22,49
2016-02-23,70
2016-02-24,63
2016-02-25,53
2016-02-26,40
2016-02-27,46
2016-02-28,47
2016-02-29,47
2016-03-01,49
2016-03-02,55
2016-03-03,55
2016-03-04,52
2016-03-05,50
2016-03-06,43
2016-03-07,51
2016-03-08,48
2016-03-09,57
2016-03-10,53
2016-03-11,55
2016-03-12,39
2016-03-13,42
2016-03-14,50
2016-03-15,55
2016-03-16,62
2016-03-17,59
2016-03-18,50
2016-03-19,49
2016-03-20,37
2016-03-21,42
2016-03-22,44
2016-03-23,66
2016-03-24,44
2016-03-25,42
2016-03-26,43
2016-03-27,39
2016-03-28,54
2016-03-29,70
2016-03-30,57
2016-03-31,55
2016-04-01,55
2016-04-02,42
2016-04-03,41
2016-04-04,48
2016-04-05,54
2016-04-06,50
2016-04-07,47
2016-04-08,54
2016-04-09,33
2016-04-10,32
2016-04-11,60
2016-04-12,48
2016-04-13,44
2016-04-14,64
2016-04-15,59
2016-04-16,33
2016-04-17,35
2016-04-18,52
2016-04-19,54
2016-04-20,57
2016-04-21,51
2016-04-22,48
2016-04-23,40
2016-04-24,43
2016-04-25,57
2016-04-26,53
2016-04-27,55
2016-04-28,61
2016-04-29,63
2016-04-30,39
2016-05-01,46
2016-05-02,57
2016-05-03,56
2016-05-04,57
2016-05-05,57
2016-05-06,52
2016-05-07,48
2016-05-08,35
2016-05-09,63
2016-05-10,57
2016-05-11,52
2016-05-12,62
2016-05-13,62
2016-05-14,41
2016-05-15,45
2016-05-16,63
2016-05-17,63
2016-05-18,64
2016-05-19,50
2016-05-20,46
2016-05-21,34
2016-05-22,34
2016-05-23,54
2016-05-24,53
2016-05-25,51
2016-05-26,75
2016-05-27,60
2016-05-28,43
2016-05-29,37
2016-05-30,43
2016-05-31,57
2016-06-01,54
2016-06-02,57
2016-06-03,56
2016-06-04,35
2016-06-05,38
2016-06-06,75
2016-06-07,71
2016-06-08,61
2016-06-09,53
2016-06-10,54
2016-06-11,46
2016-06-12,44
2016-06-13,100
2016-06-14,74
2016-06-15,60
2016-06-16,57
2016-06-17,51
2016-06-18,39
2016-06-19,41
2016-06-20,61
2016-06-21,51
2016-06-22,63
2016-06-23,57
2016-06-24,52
2016-06-25,40
2016-06-26,42
2016-06-27,74
2016-06-28,66
2016-06-29,65
2016-06-30,55
2016-07-01,56
2016-07-02,36
2016-07-03,34
2016-07-04,39
2016-07-05,58
2016-07-06,59
2016-07-07,48
2016-07-08,62
2016-07-09,47
2016-07-10,46
2016-07-11,63
2016-07-12,67
2016-07-13,63
2016-07-14,60
2016-07-15,50
2016-07-16,42
2016-07-17,44
2016-07-18,49
2016-07-19,57
2016-07-20,42
2016-07-21,48
2016-07-22,44
2016-07-23,38
2016-07-24,44
2016-07-25,51
2016-07-26,62
2016-07-27,66
2016-07-28,72
2016-07-29,81
2016-07-30,47
2016-07-31,41
2016-08-01,67
2016-08-02,67
2016-08-03,58
2016-08-04,78
2016-08-05,57
2016-08-06,35
2016-08-07,42
2016-08-08,59
2016-08-09,51
2016-08-10,53
2016-08-11,55
2016-08-12,52
2016-08-13,49
2016-08-14,39
2016-08-15,54
2016-08-16,61
2016-08-17,54
2016-08-18,48
2016-08-19,61
2016-08-20,35
2016-08-21,44
2016-08-22,62
2016-08-23,58
2016-08-24,56
2016-08-25,59
2016-08-26,56
2016-08-27,43
2016-08-28,42
2016-08-29,56
2016-08-30,46
2016-08-31,54
2016-09-01,47
2016-09-02,51
2016-09-03,41
2016-09-04,35
2016-09-05,45
2016-09-06,65
2016-09-07,84
2016-09-08,73
2016-09-09,58
2016-09-10,41
2016-09-11,40
