date,CSCO,isPartial
2015-04-10,17,False
2015-04-11,14,False
2015-04-12,11,False
2015-04-13,27,False
2015-04-14,23,False
2015-04-15,23,False
2015-04-16,32,False
2015-04-17,28,False
2015-04-18,15,False
2015-04-19,6,False
2015-04-20,31,False
2015-04-21,33,False
2015-04-22,26,False
2015-04-23,39,False
2015-04-24,35,False
2015-04-25,14,False
2015-04-26,9,False
2015-04-27,31,False
2015-04-28,34,False
2015-04-29,41,False
2015-04-30,39,False
2015-05-01,37,False
2015-05-02,16,False
2015-05-03,8,False
2015-05-04,93,False
2015-05-05,52,False
2015-05-06,39,False
2015-05-07,42,False
2015-05-08,44,False
2015-05-09,14,False
2015-05-10,12,False
2015-05-11,52,False
2015-05-12,48,False
2015-05-13,100,False
2015-05-14,79,False
2015-05-15,63,False
2015-05-16,19,False
2015-05-17,6,False
2015-05-18,45,False
2015-05-19,38,False
2015-05-20,41,False
2015-05-21,38,False
2015-05-22,32,False
2015-05-23,11,False
2015-05-24,11,False
2015-05-25,13,False
2015-05-26,36,False
2015-05-27,32,False
2015-05-28,43,False
2015-05-29,38,False
2015-05-30,14,False
2015-05-31,6,False
2015-06-01,27,False
2015-06-02,29,False
2015-06-03,33,False
2015-06-04,35,False
2015-06-05,27,False
2015-06-06,12,False
2015-06-07,7,False
2015-06-08,27,False
2015-06-09,34,False
2015-06-10,26,False
2015-06-11,26,False
2015-06-12,19,False
2015-06-13,10,False
2015-06-14,7,False
2015-06-15,32,False
2015-06-16,30,False
2015-06-17,34,False
2015-06-18,27,False
2015-06-19,29,False
2015-06-20,16,False
2015-06-21,9,False
2015-06-22,30,False
2015-06-23,33,False
2015-06-24,25,False
2015-06-25,30,False
2015-06-26,32,False
2015-06-27,12,False
2015-06-28,11,False
2015-06-29,43,False
2015-06-30,33,False
2015-07-01,39,False
2015-07-02,34,False
2015-07-03,17,False
2015-07-04,16,False
2015-07-05,12,False
2015-07-06,26,False
2015-07-07,33,False
2015-07-08,43,False
2015-07-09,40,False
2015-07-10,29,False
2015-07-11,17,False
2015-07-12,13,False
2015-07-13,35,False
2015-07-14,44,False
2015-07-15,32,False
2015-07-16,19,False
2015-07-17,30,False
2015-07-18,19,False
2015-07-19,13,False
2015-07-20,38,False
2015-07-21,37,False
2015-07-22,39,False
2015-07-23,42,False
2015-07-24,33,False
2015-07-25,10,False
2015-07-26,7,False
2015-07-27,38,False
2015-07-28,40,False
2015-07-29,25,False
2015-07-30,25,False
2015-07-31,30,False
2015-08-01,16,False
2015-08-02,8,False
2015-08-03,37,False
2015-08-04,32,False
2015-08-05,36,False
2015-08-06,32,False
2015-08-07,26,False
2015-08-08,14,False
2015-08-09,5,False
2015-08-10,26,False
2015-08-11,42,False
2015-08-12,85,False
2015-08-13,89,False
2015-08-14,52,False
2015-08-15,24,False
2015-08-16,12,False
2015-08-17,48,False
2015-08-18,34,False
2015-08-19,36,False
2015-08-20,40,False
2015-08-21,53,False
2015-08-22,16,False
2015-08-23,8,False
2015-08-24,74,False
2015-08-25,71,False
2015-08-26,62,False
2015-08-27,47,False
2015-08-28,30,False
2015-08-29,16,False
2015-08-30,12,False
2015-08-31,38,False
2015-09-01,51,False
2015-09-02,34,False
2015-09-03,27,False
2015-09-04,28,False
2015-09-05,11,False
2015-09-06,9,False
2015-09-07,17,False
2015-09-08,31,False
2015-09-09,38,False
2015-09-10,40,False
2015-09-11,34,False
2015-09-12,15,False
2015-09-13,15,False
2015-09-14,43,False
2015-09-15,35,False
2015-09-16,39,False
2015-09-17,34,False
