date,CSCO,isPartial
2011-09-18,7,False
2011-09-19,20,False
2011-09-20,30,False
2011-09-21,36,False
2011-09-22,27,False
2011-09-23,26,False
2011-09-24,24,False
2011-09-25,12,False
2011-09-26,16,False
2011-09-27,30,False
2011-09-28,37,False
2011-09-29,23,False
2011-09-30,23,False
2011-10-01,15,False
2011-10-02,11,False
2011-10-03,28,False
2011-10-04,37,False
2011-10-05,39,False
2011-10-06,33,False
2011-10-07,33,False
2011-10-08,14,False
2011-10-09,12,False
2011-10-10,27,False
2011-10-11,35,False
2011-10-12,38,False
2011-10-13,22,False
2011-10-14,22,False
2011-10-15,14,False
2011-10-16,9,False
2011-10-17,27,False
2011-10-18,35,False
2011-10-19,31,False
2011-10-20,23,False
2011-10-21,34,False
2011-10-22,4,False
2011-10-23,5,False
2011-10-24,18,False
2011-10-25,29,False
2011-10-26,30,False
2011-10-27,38,False
2011-10-28,44,False
2011-10-29,9,False
2011-10-30,9,False
2011-10-31,37,False
2011-11-01,32,False
2011-11-02,30,False
2011-11-03,37,False
2011-11-04,31,False
2011-11-05,16,False
2011-11-06,14,False
2011-11-07,31,False
2011-11-08,31,False
2011-11-09,62,False
2011-11-10,88,False
2011-11-11,66,False
2011-11-12,16,False
2011-11-13,19,False
2011-11-14,28,False
2011-11-15,32,False
2011-11-16,28,False
2011-11-17,23,False
2011-11-18,32,False
2011-11-19,10,False
2011-11-20,3,False
2011-11-21,27,False
2011-11-22,26,False
2011-11-23,17,False
2011-11-24,17,False
2011-11-25,12,False
2011-11-26,5,False
2011-11-27,5,False
2011-11-28,27,False
2011-11-29,29,False
2011-11-30,33,False
2011-12-01,39,False
2011-12-02,44,False
2011-12-03,10,False
2011-12-04,5,False
2011-12-05,37,False
2011-12-06,25,False
2011-12-07,36,False
2011-12-08,26,False
2011-12-09,28,False
2011-12-10,12,False
2011-12-11,7,False
2011-12-12,23,False
2011-12-13,14,False
2011-12-14,16,False
2011-12-15,18,False
2011-12-16,10,False
2011-12-17,12,False
2011-12-18,3,False
2011-12-19,16,False
2011-12-20,21,False
2011-12-21,32,False
2011-12-22,21,False
2011-12-23,19,False
2011-12-24,11,False
2011-12-25,8,False
2011-12-26,10,False
2011-12-27,16,False
2011-12-28,13,False
2011-12-29,36,False
2011-12-30,19,False
2011-12-31,4,False
2012-01-01,13,False
2012-01-02,9,False
2012-01-03,28,False
2012-01-04,34,False
2012-01-05,37,False
2012-01-06,40,False
2012-01-07,5,False
2012-01-08,8,False
2012-01-09,23,False
2012-01-10,30,False
2012-01-11,32,False
2012-01-12,20,False
2012-01-13,14,False
2012-01-14,10,False
2012-01-15,8,False
2012-01-16,17,False
2012-01-17,26,False
2012-01-18,21,False
2012-01-19,29,False
2012-01-20,31,False
2012-01-21,16,False
2012-01-22,11,False
2012-01-23,30,False
2012-01-24,31,False
2012-01-25,41,False
2012-01-26,26,False
2012-01-27,35,False
2012-01-28,14,False
2012-01-29,12,False
2012-01-30,27,False
2012-01-31,39,False
2012-02-01,30,False
2012-02-02,26,False
2012-02-03,43,False
2012-02-04,22,False
2012-02-05,11,False
2012-02-06,46,False
2012-02-07,41,False
2012-02-08,100,False
2012-02-09,89,False
2012-02-10,44,False
2012-02-11,22,False
2012-02-12,10,False
2012-02-13,29,False
2012-02-14,36,False
2012-02-15,37,False
2012-02-16,46,False
2012-02-17,22,False
2012-02-18,6,False
2012-02-19,9,False
2012-02-20,13,False
2012-02-21,24,False
2012-02-22,33,False
2012-02-23,28,False
2012-02-24,25,False
2012-02-25,14,False
2012-02-26,3,False
2012-02-27,29,False
2012-02-28,23,False
2012-02-29,24,False
2012-03-01,20,False
2012-03-02,14,False
2012-03-03,11,False
2012-03-04,9,False
2012-03-05,22,False
2012-03-06,13,False
2012-03-07,27,False
2012-03-08,18,False
2012-03-09,15,False
2012-03-10,9,False
