date,CSCO,isPartial
2017-05-29,10,False
2017-05-30,18,False
2017-05-31,21,False
2017-06-01,16,False
2017-06-02,28,False
2017-06-03,12,False
2017-06-04,3,False
2017-06-05,24,False
2017-06-06,19,False
2017-06-07,19,False
2017-06-08,22,False
2017-06-09,19,False
2017-06-10,4,False
2017-06-11,5,False
2017-06-12,26,False
2017-06-13,21,False
2017-06-14,18,False
2017-06-15,20,False
2017-06-16,21,False
2017-06-17,7,False
2017-06-18,5,False
2017-06-19,25,False
2017-06-20,23,False
2017-06-21,30,False
2017-06-22,30,False
2017-06-23,17,False
2017-06-24,9,False
2017-06-25,5,False
2017-06-26,31,False
2017-06-27,26,False
2017-06-28,22,False
2017-06-29,19,False
2017-06-30,20,False
2017-07-01,8,False
2017-07-02,8,False
2017-07-03,30,False
2017-07-04,29,False
2017-07-05,31,False
2017-07-06,30,False
2017-07-07,19,False
2017-07-08,12,False
2017-07-09,5,False
2017-07-10,17,False
2017-07-11,19,False
2017-07-12,29,False
2017-07-13,23,False
2017-07-14,31,False
2017-07-15,9,False
2017-07-16,12,False
2017-07-17,18,False
2017-07-18,24,False
2017-07-19,30,False
2017-07-20,26,False
2017-07-21,22,False
2017-07-22,8,False
2017-07-23,4,False
2017-07-24,18,False
2017-07-25,28,False
2017-07-26,30,False
2017-07-27,26,False
2017-07-28,22,False
2017-07-29,16,False
2017-07-30,5,False
2017-07-31,16,False
2017-08-01,27,False
2017-08-02,28,False
2017-08-03,16,False
2017-08-04,25,False
2017-08-05,9,False
2017-08-06,4,False
2017-08-07,20,False
2017-08-08,17,False
2017-08-09,19,False
2017-08-10,16,False
2017-08-11,19,False
2017-08-12,8,False
2017-08-13,3,False
2017-08-14,22,False
2017-08-15,29,False
2017-08-16,67,False
2017-08-17,62,False
2017-08-18,36,False
2017-08-19,6,False
2017-08-20,16,False
2017-08-21,16,False
2017-08-22,30,False
2017-08-23,25,False
2017-08-24,16,False
2017-08-25,22,False
2017-08-26,10,False
2017-08-27,11,False
2017-08-28,20,False
2017-08-29,20,False
2017-08-30,24,False
2017-08-31,25,False
2017-09-01,24,False
2017-09-02,3,False
2017-09-03,9,False
2017-09-04,2,False
2017-09-05,17,False
2017-09-06,22,False
2017-09-07,20,False
2017-09-08,18,False
2017-09-09,7,False
2017-09-10,6,False
2017-09-11,38,False
2017-09-12,28,False
2017-09-13,26,False
2017-09-14,20,False
2017-09-15,14,False
2017-09-16,8,False
2017-09-17,9,False
2017-09-18,26,False
2017-09-19,36,False
2017-09-20,17,False
2017-09-21,21,False
2017-09-22,21,False
2017-09-23,10,False
2017-09-24,4,False
2017-09-25,27,False
2017-09-26,23,False
2017-09-27,32,False
2017-09-28,27,False
2017-09-29,18,False
2017-09-30,9,False
2017-10-01,4,False
2017-10-02,19,False
2017-10-03,31,False
2017-10-04,30,False
2017-10-05,19,False
2017-10-06,22,False
2017-10-07,9,False
2017-10-08,4,False
2017-10-09,13,False
2017-10-10,20,False
2017-10-11,26,False
2017-10-12,18,False
2017-10-13,12,False
2017-10-14,4,False
2017-10-15,5,False
2017-10-16,33,False
2017-10-17,21,False
2017-10-18,22,False
2017-10-19,19,False
2017-10-20,27,False
2017-10-21,9,False
2017-10-22,6,False
2017-10-23,20,False
2017-10-24,33,False
2017-10-25,23,False
2017-10-26,30,False
2017-10-27,29,False
2017-10-28,15,False
2017-10-29,12,False
2017-10-30,22,False
2017-10-31,24,False
2017-11-01,30,False
2017-11-02,24,False
2017-11-03,29,False
2017-11-04,11,False
2017-11-05,2,False
2017-11-06,10,False
2017-11-07,24,False
2017-11-08,17,False
2017-11-09,22,False
2017-11-10,26,False
2017-11-11,9,False
2017-11-12,5,False
2017-11-13,18,False
2017-11-14,32,False
2017-11-15,62,False
2017-11-16,100,False
2017-11-17,62,False
2017-11-18,8,False
2017-11-19,11,False
2017-11-20,30,False
2017-11-21,45,False
2017-11-22,20,False
2017-11-23,13,False
2017-11-24,14,False
2017-11-25,11,False
2017-11-26,6,False
2017-11-27,24,False
2017-11-28,36,False
2017-11-29,48,False
2017-11-30,37,False
2017-12-01,47,False
2017-12-02,12,False
2017-12-03,6,False
2017-12-04,38,False
2017-12-05,33,False
2017-12-06,19,False
2017-12-07,30,False
2017-12-08,33,False
2017-12-09,19,False
2017-12-10,6,False
2017-12-11,23,False
2017-12-12,27,False
2017-12-13,35,False
2017-12-14,40,False
2017-12-15,30,False
2017-12-16,11,False
2017-12-17,5,False
2017-12-18,29,False
2017-12-19,34,False
2017-12-20,29,False
2017-12-21,31,False
2017-12-22,29,False
2017-12-23,17,False
2017-12-24,8,False
2017-12-25,8,False
2017-12-26,23,False
2017-12-27,29,False
2017-12-28,28,False
2017-12-29,31,False
2017-12-30,9,False
2017-12-31,4,False
2018-01-01,12,False
2018-01-02,35,False
2018-01-03,38,False
2018-01-04,33,False
2018-01-05,60,False
2018-01-06,19,False
2018-01-07,8,False
2018-01-08,41,False
2018-01-09,33,False
2018-01-10,45,False
2018-01-11,34,False
2018-01-12,48,False
2018-01-13,10,False
2018-01-14,19,False
2018-01-15,21,False
2018-01-16,43,False
2018-01-17,54,False
2018-01-18,49,False
2018-01-19,43,False
2018-01-20,20,False
2018-01-21,8,False
2018-01-22,43,False
2018-01-23,44,False
2018-01-24,60,False
2018-01-25,45,False
2018-01-26,57,False
2018-01-27,18,False
2018-01-28,12,False
2018-01-29,40,False
2018-01-30,40,False
2018-01-31,48,False
2018-02-01,41,False
2018-02-02,35,False
2018-02-03,16,False
2018-02-04,6,False
2018-02-05,46,False
2018-02-06,68,False
2018-02-07,59,False
2018-02-08,50,False
2018-02-09,39,False
2018-02-10,12,False
2018-02-11,13,False
2018-02-12,36,False
2018-02-13,47,False
