date,CSCO,isPartial
2012-01-26,20,False
2012-01-27,35,False
2012-01-28,14,False
2012-01-29,14,False
2012-01-30,34,False
2012-01-31,35,False
2012-02-01,39,False
2012-02-02,33,False
2012-02-03,39,False
2012-02-04,24,False
2012-02-05,19,False
2012-02-06,43,False
2012-02-07,48,False
2012-02-08,100,False
2012-02-09,85,False
2012-02-10,36,False
2012-02-11,19,False
2012-02-12,8,False
2012-02-13,24,False
2012-02-14,34,False
2012-02-15,46,False
2012-02-16,49,False
2012-02-17,24,False
2012-02-18,17,False
2012-02-19,12,False
2012-02-20,13,False
2012-02-21,38,False
2012-02-22,34,False
2012-02-23,30,False
2012-02-24,28,False
2012-02-25,7,False
2012-02-26,5,False
2012-02-27,33,False
2012-02-28,28,False
2012-02-29,29,False
2012-03-01,21,False
2012-03-02,23,False
2012-03-03,7,False
2012-03-04,5,False
2012-03-05,15,False
2012-03-06,18,False
2012-03-07,29,False
2012-03-08,26,False
2012-03-09,14,False
2012-03-10,10,False
2012-03-11,10,False
2012-03-12,15,False
2012-03-13,31,False
2012-03-14,39,False
2012-03-15,53,False
2012-03-16,30,False
2012-03-17,7,False
2012-03-18,10,False
2012-03-19,24,False
2012-03-20,21,False
2012-03-21,33,False
2012-03-22,20,False
2012-03-23,14,False
2012-03-24,19,False
2012-03-25,14,False
2012-03-26,22,False
2012-03-27,25,False
2012-03-28,30,False
2012-03-29,36,False
2012-03-30,24,False
2012-03-31,10,False
2012-04-01,10,False
2012-04-02,26,False
2012-04-03,27,False
2012-04-04,29,False
2012-04-05,22,False
2012-04-06,20,False
2012-04-07,7,False
2012-04-08,9,False
2012-04-09,25,False
2012-04-10,18,False
2012-04-11,36,False
2012-04-12,24,False
2012-04-13,20,False
2012-04-14,3,False
2012-04-15,12,False
2012-04-16,17,False
2012-04-17,20,False
2012-04-18,15,False
2012-04-19,24,False
2012-04-20,27,False
2012-04-21,10,False
2012-04-22,10,False
2012-04-23,28,False
2012-04-24,21,False
2012-04-25,21,False
2012-04-26,26,False
2012-04-27,20,False
2012-04-28,12,False
2012-04-29,10,False
2012-04-30,22,False
2012-05-01,23,False
2012-05-02,24,False
2012-05-03,13,False
2012-05-04,19,False
2012-05-05,19,False
2012-05-06,7,False
2012-05-07,18,False
2012-05-08,23,False
2012-05-09,65,False
2012-05-10,97,False
2012-05-11,47,False
2012-05-12,10,False
2012-05-13,5,False
2012-05-14,23,False
2012-05-15,34,False
2012-05-16,29,False
2012-05-17,41,False
2012-05-18,26,False
2012-05-19,11,False
2012-05-20,9,False
2012-05-21,26,False
2012-05-22,27,False
2012-05-23,28,False
2012-05-24,23,False
2012-05-25,17,False
2012-05-26,11,False
2012-05-27,4,False
2012-05-28,15,False
2012-05-29,26,False
2012-05-30,16,False
2012-05-31,24,False
2012-06-01,25,False
2012-06-02,9,False
2012-06-03,7,False
2012-06-04,14,False
2012-06-05,28,False
2012-06-06,22,False
2012-06-07,17,False
2012-06-08,21,False
2012-06-09,12,False
2012-06-10,13,False
2012-06-11,21,False
2012-06-12,22,False
2012-06-13,19,False
2012-06-14,15,False
2012-06-15,4,False
2012-06-16,7,False
2012-06-17,2,False
2012-06-18,19,False
2012-06-19,18,False
2012-06-20,30,False
2012-06-21,30,False
2012-06-22,21,False
2012-06-23,4,False
2012-06-24,7,False
2012-06-25,17,False
2012-06-26,18,False
2012-06-27,22,False
2012-06-28,27,False
2012-06-29,24,False
2012-06-30,7,False
2012-07-01,5,False
2012-07-02,18,False
2012-07-03,29,False
2012-07-04,13,False
2012-07-05,20,False
2012-07-06,16,False
2012-07-07,4,False
2012-07-08,5,False
2012-07-09,30,False
2012-07-10,22,False
2012-07-11,30,False
2012-07-12,21,False
2012-07-13,10,False
2012-07-14,7,False
2012-07-15,14,False
2012-07-16,25,False
2012-07-17,24,False
2012-07-18,18,False
2012-07-19,30,False
2012-07-20,10,False
2012-07-21,11,False
2012-07-22,9,False
2012-07-23,38,False
2012-07-24,45,False
2012-07-25,39,False
2012-07-26,43,False
2012-07-27,34,False
2012-07-28,19,False
2012-07-29,5,False
2012-07-30,18,False
2012-07-31,17,False
2012-08-01,24,False
2012-08-02,20,False
2012-08-03,18,False
2012-08-04,2,False
2012-08-05,3,False
2012-08-06,28,False
2012-08-07,14,False
2012-08-08,26,False
2012-08-09,36,False
2012-08-10,41,False
2012-08-11,12,False
2012-08-12,7,False
2012-08-13,25,False
2012-08-14,25,False
2012-08-15,92,False
2012-08-16,97,False
2012-08-17,72,False
2012-08-18,23,False
2012-08-19,15,False
2012-08-20,57,False
2012-08-21,41,False
2012-08-22,45,False
2012-08-23,47,False
2012-08-24,24,False
2012-08-25,9,False
2012-08-26,5,False
2012-08-27,33,False
2012-08-28,46,False
2012-08-29,23,False
2012-08-30,21,False
2012-08-31,34,False
2012-09-01,12,False
2012-09-02,10,False
2012-09-03,8,False
2012-09-04,20,False
2012-09-05,28,False
2012-09-06,32,False
2012-09-07,32,False
2012-09-08,7,False
2012-09-09,10,False
2012-09-10,35,False
2012-09-11,24,False
2012-09-12,25,False
2012-09-13,22,False
2012-09-14,25,False
2012-09-15,12,False
2012-09-16,7,False
2012-09-17,29,False
2012-09-18,21,False
2012-09-19,24,False
2012-09-20,23,False
2012-09-21,18,False
2012-09-22,8,False
2012-09-23,2,False
2012-09-24,28,False
2012-09-25,20,False
2012-09-26,17,False
2012-09-27,19,False
2012-09-28,27,False
2012-09-29,13,False
2012-09-30,2,False
2012-10-01,28,False
2012-10-02,33,False
2012-10-03,26,False
2012-10-04,22,False
2012-10-05,42,False
2012-10-06,10,False
2012-10-07,15,False
2012-10-08,18,False
2012-10-09,20,False
2012-10-10,21,False
2012-10-11,16,False
2012-10-12,16,False
