date,CSCO,isPartial
2012-06-04,14,False
2012-06-05,19,False
2012-06-06,26,False
2012-06-07,25,False
2012-06-08,22,False
2012-06-09,8,False
2012-06-10,9,False
2012-06-11,19,False
2012-06-12,22,False
2012-06-13,19,False
2012-06-14,16,False
2012-06-15,14,False
2012-06-16,11,False
2012-06-17,3,False
2012-06-18,15,False
2012-06-19,15,False
2012-06-20,29,False
2012-06-21,20,False
2012-06-22,13,False
2012-06-23,9,False
2012-06-24,8,False
2012-06-25,13,False
2012-06-26,20,False
2012-06-27,15,False
2012-06-28,21,False
2012-06-29,18,False
2012-06-30,9,False
2012-07-01,6,False
2012-07-02,23,False
2012-07-03,26,False
2012-07-04,10,False
2012-07-05,25,False
2012-07-06,13,False
2012-07-07,5,False
2012-07-08,6,False
2012-07-09,17,False
2012-07-10,21,False
2012-07-11,22,False
2012-07-12,18,False
2012-07-13,17,False
2012-07-14,12,False
2012-07-15,7,False
2012-07-16,18,False
2012-07-17,17,False
2012-07-18,16,False
2012-07-19,23,False
2012-07-20,24,False
2012-07-21,7,False
2012-07-22,6,False
2012-07-23,31,False
2012-07-24,40,False
2012-07-25,40,False
2012-07-26,33,False
2012-07-27,22,False
2012-07-28,16,False
2012-07-29,12,False
2012-07-30,22,False
2012-07-31,19,False
2012-08-01,21,False
2012-08-02,19,False
2012-08-03,16,False
2012-08-04,5,False
2012-08-05,5,False
2012-08-06,21,False
2012-08-07,19,False
2012-08-08,20,False
2012-08-09,26,False
2012-08-10,30,False
2012-08-11,11,False
2012-08-12,5,False
2012-08-13,27,False
2012-08-14,29,False
2012-08-15,78,False
2012-08-16,100,False
2012-08-17,61,False
2012-08-18,19,False
2012-08-19,14,False
2012-08-20,36,False
2012-08-21,40,False
2012-08-22,40,False
2012-08-23,34,False
2012-08-24,27,False
2012-08-25,14,False
2012-08-26,4,False
2012-08-27,26,False
2012-08-28,37,False
2012-08-29,22,False
2012-08-30,31,False
2012-08-31,28,False
2012-09-01,12,False
2012-09-02,5,False
2012-09-03,13,False
2012-09-04,24,False
2012-09-05,19,False
2012-09-06,31,False
2012-09-07,31,False
2012-09-08,7,False
2012-09-09,4,False
2012-09-10,32,False
2012-09-11,29,False
2012-09-12,19,False
2012-09-13,31,False
2012-09-14,32,False
2012-09-15,8,False
2012-09-16,6,False
2012-09-17,31,False
2012-09-18,22,False
2012-09-19,18,False
2012-09-20,26,False
2012-09-21,19,False
2012-09-22,8,False
2012-09-23,4,False
2012-09-24,18,False
2012-09-25,24,False
2012-09-26,15,False
2012-09-27,20,False
2012-09-28,28,False
2012-09-29,9,False
2012-09-30,5,False
2012-10-01,24,False
2012-10-02,21,False
2012-10-03,25,False
2012-10-04,14,False
2012-10-05,30,False
2012-10-06,10,False
2012-10-07,8,False
2012-10-08,20,False
2012-10-09,20,False
2012-10-10,18,False
2012-10-11,24,False
2012-10-12,15,False
2012-10-13,8,False
2012-10-14,5,False
2012-10-15,19,False
2012-10-16,20,False
2012-10-17,26,False
2012-10-18,25,False
2012-10-19,17,False
2012-10-20,5,False
2012-10-21,7,False
2012-10-22,18,False
2012-10-23,20,False
2012-10-24,18,False
2012-10-25,25,False
2012-10-26,22,False
2012-10-27,7,False
2012-10-28,7,False
2012-10-29,9,False
2012-10-30,12,False
2012-10-31,20,False
2012-11-01,27,False
2012-11-02,17,False
2012-11-03,7,False
2012-11-04,7,False
2012-11-05,17,False
2012-11-06,21,False
2012-11-07,18,False
2012-11-08,27,False
2012-11-09,21,False
2012-11-10,9,False
2012-11-11,6,False
2012-11-12,19,False
2012-11-13,43,False
2012-11-14,74,False
2012-11-15,45,False
2012-11-16,29,False
2012-11-17,9,False
2012-11-18,8,False
2012-11-19,24,False
2012-11-20,27,False
2012-11-21,22,False
2012-11-22,14,False
2012-11-23,12,False
2012-11-24,9,False
2012-11-25,6,False
2012-11-26,24,False
2012-11-27,25,False
2012-11-28,28,False
2012-11-29,25,False
2012-11-30,21,False
2012-12-01,13,False
2012-12-02,8,False
2012-12-03,25,False
2012-12-04,23,False
2012-12-05,27,False
2012-12-06,27,False
2012-12-07,30,False
2012-12-08,8,False
2012-12-09,8,False
2012-12-10,29,False
2012-12-11,32,False
2012-12-12,33,False
2012-12-13,25,False
2012-12-14,25,False
2012-12-15,9,False
2012-12-16,5,False
2012-12-17,34,False
2012-12-18,36,False
2012-12-19,28,False
2012-12-20,34,False
2012-12-21,30,False
2012-12-22,8,False
2012-12-23,4,False
2012-12-24,15,False
2012-12-25,7,False
2012-12-26,11,False
2012-12-27,29,False
2012-12-28,24,False
2012-12-29,10,False
2012-12-30,5,False
2012-12-31,18,False
2013-01-01,10,False
2013-01-02,35,False
2013-01-03,36,False
2013-01-04,32,False
2013-01-05,9,False
2013-01-06,9,False
2013-01-07,28,False
2013-01-08,25,False
2013-01-09,27,False
2013-01-10,26,False
2013-01-11,24,False
2013-01-12,7,False
2013-01-13,4,False
2013-01-14,28,False
2013-01-15,32,False
2013-01-16,36,False
2013-01-17,32,False
2013-01-18,31,False
2013-01-19,10,False
2013-01-20,4,False
2013-01-21,16,False
2013-01-22,21,False
2013-01-23,26,False
2013-01-24,30,False
2013-01-25,40,False
2013-01-26,12,False
2013-01-27,9,False
2013-01-28,28,False
2013-01-29,35,False
2013-01-30,20,False
2013-01-31,24,False
2013-02-01,31,False
2013-02-02,10,False
2013-02-03,10,False
2013-02-04,21,False
2013-02-05,25,False
2013-02-06,31,False
2013-02-07,24,False
2013-02-08,32,False
2013-02-09,9,False
2013-02-10,5,False
2013-02-11,28,False
2013-02-12,24,False
2013-02-13,63,False
2013-02-14,65,False
2013-02-15,33,False
2013-02-16,9,False
2013-02-17,10,False
2013-02-18,22,False
2013-02-19,28,False
