date,AVP,isPartial
2016-05-04,47,False
2016-05-05,54,False
2016-05-06,57,False
2016-05-07,58,False
2016-05-08,73,False
2016-05-09,49,False
2016-05-10,64,False
2016-05-11,55,False
2016-05-12,50,False
2016-05-13,56,False
2016-05-14,49,False
2016-05-15,40,False
2016-05-16,44,False
2016-05-17,57,False
2016-05-18,67,False
2016-05-19,65,False
2016-05-20,52,False
2016-05-21,78,False
2016-05-22,34,False
2016-05-23,56,False
2016-05-24,56,False
2016-05-25,42,False
2016-05-26,42,False
2016-05-27,50,False
2016-05-28,48,False
2016-05-29,33,False
2016-05-30,52,False
2016-05-31,54,False
2016-06-01,52,False
2016-06-02,46,False
2016-06-03,57,False
2016-06-04,50,False
2016-06-05,72,False
2016-06-06,52,False
2016-06-07,46,False
2016-06-08,41,False
2016-06-09,50,False
2016-06-10,50,False
2016-06-11,46,False
2016-06-12,45,False
2016-06-13,40,False
2016-06-14,57,False
2016-06-15,60,False
2016-06-16,42,False
2016-06-17,59,False
2016-06-18,86,False
2016-06-19,98,False
2016-06-20,61,False
2016-06-21,44,False
2016-06-22,54,False
2016-06-23,55,False
2016-06-24,61,False
2016-06-25,64,False
2016-06-26,100,False
2016-06-27,59,False
2016-06-28,51,False
2016-06-29,41,False
2016-06-30,46,False
2016-07-01,37,False
2016-07-02,39,False
2016-07-03,51,False
2016-07-04,47,False
2016-07-05,42,False
2016-07-06,64,False
2016-07-07,43,False
2016-07-08,54,False
2016-07-09,30,False
2016-07-10,31,False
2016-07-11,46,False
2016-07-12,55,False
2016-07-13,50,False
2016-07-14,42,False
2016-07-15,61,False
2016-07-16,56,False
2016-07-17,74,False
2016-07-18,41,False
2016-07-19,47,False
2016-07-20,50,False
2016-07-21,57,False
2016-07-22,45,False
2016-07-23,34,False
2016-07-24,34,False
2016-07-25,50,False
2016-07-26,48,False
2016-07-27,48,False
2016-07-28,39,False
2016-07-29,39,False
2016-07-30,36,False
2016-07-31,39,False
2016-08-01,42,False
2016-08-02,50,False
2016-08-03,43,False
2016-08-04,49,False
2016-08-05,38,False
2016-08-06,52,False
2016-08-07,35,False
2016-08-08,46,False
2016-08-09,48,False
2016-08-10,58,False
2016-08-11,42,False
2016-08-12,49,False
2016-08-13,36,False
2016-08-14,32,False
2016-08-15,58,False
2016-08-16,54,False
2016-08-17,54,False
2016-08-18,40,False
2016-08-19,44,False
2016-08-20,40,False
2016-08-21,39,False
2016-08-22,41,False
2016-08-23,49,False
2016-08-24,45,False
2016-08-25,51,False
2016-08-26,43,False
2016-08-27,57,False
2016-08-28,42,False
2016-08-29,56,False
2016-08-30,44,False
2016-08-31,60,False
2016-09-01,55,False
2016-09-02,50,False
2016-09-03,71,False
2016-09-04,93,False
2016-09-05,48,False
2016-09-06,50,False
2016-09-07,44,False
2016-09-08,38,False
2016-09-09,43,False
2016-09-10,43,False
2016-09-11,36,False
2016-09-12,42,False
2016-09-13,50,False
2016-09-14,53,False
2016-09-15,37,False
2016-09-16,39,False
2016-09-17,36,False
2016-09-18,36,False
2016-09-19,35,False
2016-09-20,37,False
2016-09-21,39,False
2016-09-22,44,False
2016-09-23,42,False
2016-09-24,41,False
2016-09-25,42,False
2016-09-26,34,False
2016-09-27,41,False
2016-09-28,44,False
2016-09-29,60,False
2016-09-30,46,False
2016-10-01,37,False
2016-10-02,39,False
2016-10-03,47,False
2016-10-04,42,False
2016-10-05,37,False
2016-10-06,50,False
2016-10-07,49,False
2016-10-08,40,False
2016-10-09,42,False
