date,AVP,isPartial
2017-05-29,52,False
2017-05-30,50,False
2017-05-31,51,False
2017-06-01,45,False
2017-06-02,57,False
2017-06-03,56,False
2017-06-04,50,False
2017-06-05,51,False
2017-06-06,58,False
2017-06-07,52,False
2017-06-08,62,False
2017-06-09,64,False
2017-06-10,59,False
2017-06-11,81,False
2017-06-12,58,False
2017-06-13,46,False
2017-06-14,57,False
2017-06-15,53,False
2017-06-16,56,False
2017-06-17,38,False
2017-06-18,42,False
2017-06-19,52,False
2017-06-20,46,False
2017-06-21,56,False
2017-06-22,46,False
2017-06-23,58,False
2017-06-24,45,False
2017-06-25,57,False
2017-06-26,53,False
2017-06-27,55,False
2017-06-28,54,False
2017-06-29,52,False
2017-06-30,53,False
2017-07-01,44,False
2017-07-02,34,False
2017-07-03,55,False
2017-07-04,42,False
2017-07-05,47,False
2017-07-06,44,False
2017-07-07,53,False
2017-07-08,61,False
2017-07-09,65,False
2017-07-10,66,False
2017-07-11,54,False
2017-07-12,46,False
2017-07-13,49,False
2017-07-14,33,False
2017-07-15,43,False
2017-07-16,46,False
2017-07-17,61,False
2017-07-18,51,False
2017-07-19,40,False
2017-07-20,56,False
2017-07-21,56,False
2017-07-22,69,False
2017-07-23,74,False
2017-07-24,54,False
2017-07-25,41,False
2017-07-26,42,False
2017-07-27,58,False
2017-07-28,39,False
2017-07-29,27,False
2017-07-30,43,False
2017-07-31,40,False
2017-08-01,49,False
2017-08-02,45,False
2017-08-03,55,False
2017-08-04,48,False
2017-08-05,37,False
2017-08-06,59,False
2017-08-07,66,False
2017-08-08,60,False
2017-08-09,60,False
2017-08-10,53,False
2017-08-11,59,False
2017-08-12,62,False
2017-08-13,55,False
2017-08-14,44,False
2017-08-15,50,False
2017-08-16,57,False
2017-08-17,52,False
2017-08-18,82,False
2017-08-19,76,False
2017-08-20,100,False
2017-08-21,56,False
2017-08-22,60,False
2017-08-23,53,False
2017-08-24,40,False
2017-08-25,58,False
2017-08-26,46,False
2017-08-27,44,False
2017-08-28,47,False
2017-08-29,46,False
2017-08-30,45,False
2017-08-31,46,False
2017-09-01,57,False
2017-09-02,60,False
2017-09-03,53,False
2017-09-04,50,False
2017-09-05,45,False
2017-09-06,40,False
2017-09-07,44,False
2017-09-08,50,False
2017-09-09,47,False
2017-09-10,52,False
2017-09-11,41,False
2017-09-12,58,False
2017-09-13,48,False
2017-09-14,33,False
2017-09-15,40,False
2017-09-16,39,False
2017-09-17,39,False
2017-09-18,46,False
2017-09-19,42,False
2017-09-20,33,False
2017-09-21,44,False
2017-09-22,52,False
2017-09-23,33,False
2017-09-24,36,False
2017-09-25,40,False
2017-09-26,41,False
2017-09-27,46,False
2017-09-28,34,False
2017-09-29,38,False
2017-09-30,42,False
2017-10-01,34,False
2017-10-02,46,False
