date,AVP
2017-04-01,86
2017-04-02,75
2017-04-03,100
2017-04-04,82
2017-04-05,95
2017-04-06,85
2017-04-07,76
2017-04-08,67
2017-04-09,75
2017-04-10,85
2017-04-11,72
2017-04-12,79
2017-04-13,77
2017-04-14,75
