date,AVP,isPartial
2015-04-10,38,False
2015-04-11,34,False
2015-04-12,46,False
2015-04-13,50,False
2015-04-14,48,False
2015-04-15,51,False
2015-04-16,53,False
2015-04-17,42,False
2015-04-18,29,False
2015-04-19,50,False
2015-04-20,46,False
2015-04-21,46,False
2015-04-22,46,False
2015-04-23,52,False
2015-04-24,43,False
2015-04-25,50,False
2015-04-26,48,False
2015-04-27,44,False
2015-04-28,43,False
2015-04-29,38,False
2015-04-30,45,False
2015-05-01,40,False
2015-05-02,38,False
2015-05-03,43,False
2015-05-04,45,False
2015-05-05,45,False
2015-05-06,51,False
2015-05-07,43,False
2015-05-08,47,False
2015-05-09,36,False
2015-05-10,41,False
2015-05-11,41,False
2015-05-12,56,False
2015-05-13,43,False
2015-05-14,56,False
2015-05-15,43,False
2015-05-16,41,False
2015-05-17,35,False
2015-05-18,34,False
2015-05-19,50,False
2015-05-20,50,False
2015-05-21,53,False
2015-05-22,58,False
2015-05-23,47,False
2015-05-24,49,False
2015-05-25,41,False
2015-05-26,42,False
2015-05-27,59,False
2015-05-28,51,False
2015-05-29,51,False
2015-05-30,42,False
2015-05-31,37,False
2015-06-01,45,False
2015-06-02,45,False
2015-06-03,44,False
2015-06-04,39,False
2015-06-05,36,False
2015-06-06,35,False
2015-06-07,34,False
2015-06-08,47,False
2015-06-09,46,False
2015-06-10,32,False
2015-06-11,36,False
2015-06-12,43,False
2015-06-13,34,False
2015-06-14,36,False
2015-06-15,51,False
2015-06-16,41,False
2015-06-17,43,False
2015-06-18,37,False
2015-06-19,45,False
2015-06-20,37,False
2015-06-21,46,False
2015-06-22,47,False
2015-06-23,41,False
2015-06-24,51,False
2015-06-25,44,False
2015-06-26,43,False
2015-06-27,47,False
2015-06-28,36,False
2015-06-29,44,False
2015-06-30,50,False
2015-07-01,42,False
2015-07-02,55,False
2015-07-03,42,False
2015-07-04,38,False
2015-07-05,21,False
2015-07-06,51,False
2015-07-07,49,False
2015-07-08,48,False
2015-07-09,34,False
2015-07-10,47,False
2015-07-11,33,False
2015-07-12,45,False
2015-07-13,63,False
2015-07-14,53,False
2015-07-15,40,False
2015-07-16,48,False
2015-07-17,62,False
2015-07-18,52,False
2015-07-19,93,False
2015-07-20,60,False
2015-07-21,48,False
2015-07-22,45,False
2015-07-23,48,False
2015-07-24,100,False
2015-07-25,52,False
2015-07-26,36,False
2015-07-27,56,False
2015-07-28,51,False
2015-07-29,49,False
2015-07-30,49,False
2015-07-31,52,False
2015-08-01,32,False
2015-08-02,27,False
2015-08-03,46,False
2015-08-04,45,False
2015-08-05,43,False
2015-08-06,52,False
2015-08-07,48,False
2015-08-08,43,False
2015-08-09,86,False
2015-08-10,39,False
2015-08-11,44,False
2015-08-12,49,False
2015-08-13,52,False
2015-08-14,62,False
2015-08-15,50,False
2015-08-16,76,False
2015-08-17,50,False
2015-08-18,36,False
2015-08-19,47,False
2015-08-20,43,False
2015-08-21,41,False
2015-08-22,43,False
2015-08-23,41,False
2015-08-24,48,False
2015-08-25,44,False
2015-08-26,41,False
2015-08-27,43,False
2015-08-28,58,False
2015-08-29,44,False
2015-08-30,84,False
2015-08-31,38,False
2015-09-01,44,False
2015-09-02,43,False
2015-09-03,54,False
2015-09-04,56,False
2015-09-05,51,False
2015-09-06,60,False
2015-09-07,41,False
2015-09-08,43,False
2015-09-09,45,False
2015-09-10,44,False
2015-09-11,65,False
2015-09-12,45,False
2015-09-13,50,False
2015-09-14,60,False
2015-09-15,54,False
2015-09-16,41,False
2015-09-17,43,False
2015-09-18,42,False
2015-09-19,49,False
2015-09-20,34,False
2015-09-21,42,False
2015-09-22,43,False
2015-09-23,47,False
2015-09-24,31,False
2015-09-25,50,False
2015-09-26,40,False
2015-09-27,36,False
2015-09-28,39,False
2015-09-29,50,False
2015-09-30,39,False
2015-10-01,44,False
2015-10-02,49,False
2015-10-03,33,False
2015-10-04,30,False
2015-10-05,38,False
2015-10-06,41,False
2015-10-07,44,False
2015-10-08,41,False
2015-10-09,56,False
2015-10-10,42,False
2015-10-11,37,False
2015-10-12,53,False
2015-10-13,36,False
2015-10-14,40,False
2015-10-15,45,False
2015-10-16,42,False
2015-10-17,42,False
2015-10-18,41,False
2015-10-19,36,False
2015-10-20,35,False
2015-10-21,52,False
2015-10-22,41,False
2015-10-23,37,False
2015-10-24,41,False
2015-10-25,37,False
2015-10-26,40,False
2015-10-27,48,False
2015-10-28,42,False
2015-10-29,43,False
2015-10-30,44,False
2015-10-31,35,False
2015-11-01,42,False
2015-11-02,40,False
2015-11-03,55,False
2015-11-04,39,False
2015-11-05,41,False
2015-11-06,45,False
2015-11-07,45,False
2015-11-08,77,False
2015-11-09,44,False
2015-11-10,46,False
2015-11-11,33,False
2015-11-12,47,False
2015-11-13,45,False
2015-11-14,29,False
2015-11-15,43,False
2015-11-16,31,False
2015-11-17,49,False
2015-11-18,44,False
2015-11-19,44,False
2015-11-20,33,False
2015-11-21,40,False
2015-11-22,31,False
2015-11-23,40,False
2015-11-24,51,False
2015-11-25,39,False
2015-11-26,48,False
2015-11-27,39,False
2015-11-28,43,False
2015-11-29,35,False
2015-11-30,36,False
2015-12-01,38,False
2015-12-02,39,False
2015-12-03,43,False
2015-12-04,48,False
2015-12-05,41,False
2015-12-06,47,False
2015-12-07,49,False
2015-12-08,45,False
2015-12-09,40,False
2015-12-10,43,False
2015-12-11,31,False
2015-12-12,34,False
2015-12-13,39,False
2015-12-14,45,False
2015-12-15,37,False
2015-12-16,47,False
2015-12-17,63,False
2015-12-18,46,False
2015-12-19,36,False
2015-12-20,32,False
2015-12-21,39,False
2015-12-22,45,False
2015-12-23,36,False
2015-12-24,28,False
2015-12-25,33,False
2015-12-26,34,False
