date,YHOO
2013-11-06,60
2013-11-07,71
2013-11-08,70
2013-11-09,55
2013-11-10,45
2013-11-11,63
2013-11-12,67
2013-11-13,65
2013-11-14,66
2013-11-15,76
2013-11-16,49
2013-11-17,43
2013-11-18,62
2013-11-19,78
2013-11-20,69
2013-11-21,79
2013-11-22,64
2013-11-23,51
2013-11-24,58
2013-11-25,72
2013-11-26,65
2013-11-27,70
2013-11-28,53
2013-11-29,56
2013-11-30,54
2013-12-01,38
2013-12-02,52
2013-12-03,66
2013-12-04,61
2013-12-05,83
2013-12-06,66
2013-12-07,49
2013-12-08,53
2013-12-09,59
2013-12-10,78
2013-12-11,64
2013-12-12,69
2013-12-13,65
2013-12-14,60
2013-12-15,48
2013-12-16,64
2013-12-17,63
2013-12-18,76
2013-12-19,85
2013-12-20,75
2013-12-21,65
2013-12-22,52
2013-12-23,57
2013-12-24,65
2013-12-25,61
2013-12-26,76
2013-12-27,63
2013-12-28,55
2013-12-29,55
2013-12-30,60
2013-12-31,56
2014-01-01,45
2014-01-02,54
2014-01-03,59
2014-01-04,44
2014-01-05,42
2014-01-06,52
2014-01-07,57
2014-01-08,71
2014-01-09,60
2014-01-10,61
2014-01-11,42
2014-01-12,47
2014-01-13,48
2014-01-14,60
2014-01-15,72
2014-01-16,65
2014-01-17,66
2014-01-18,47
2014-01-19,54
2014-01-20,49
2014-01-21,54
2014-01-22,72
2014-01-23,53
2014-01-24,68
2014-01-25,54
2014-01-26,42
2014-01-27,62
2014-01-28,90
2014-01-29,100
2014-01-30,71
2014-01-31,66
2014-02-01,54
2014-02-02,41
2014-02-03,59
2014-02-04,64
2014-02-05,62
2014-02-06,72
2014-02-07,60
2014-02-08,52
2014-02-09,46
2014-02-10,63
2014-02-11,64
2014-02-12,64
2014-02-13,58
2014-02-14,62
2014-02-15,52
2014-02-16,47
2014-02-17,55
2014-02-18,56
2014-02-19,61
2014-02-20,60
2014-02-21,59
2014-02-22,42
2014-02-23,51
2014-02-24,62
2014-02-25,57
2014-02-26,66
2014-02-27,62
2014-02-28,64
2014-03-01,50
2014-03-02,51
2014-03-03,49
2014-03-04,64
2014-03-05,54
2014-03-06,59
2014-03-07,56
2014-03-08,55
2014-03-09,39
2014-03-10,48
2014-03-11,57
2014-03-12,48
2014-03-13,51
2014-03-14,54
2014-03-15,40
2014-03-16,45
2014-03-17,64
2014-03-18,64
2014-03-19,64
2014-03-20,63
2014-03-21,55
2014-03-22,38
2014-03-23,50
2014-03-24,58
2014-03-25,63
2014-03-26,57
2014-03-27,57
2014-03-28,67
2014-03-29,48
2014-03-30,43
2014-03-31,62
2014-04-01,58
2014-04-02,54
2014-04-03,59
2014-04-04,60
2014-04-05,35
2014-04-06,42
2014-04-07,56
2014-04-08,58
2014-04-09,56
2014-04-10,54
2014-04-11,54
2014-04-12,44
2014-04-13,38
2014-04-14,55
2014-04-15,88
2014-04-16,98
2014-04-17,79
2014-04-18,64
2014-04-19,58
2014-04-20,49
2014-04-21,61
2014-04-22,62
2014-04-23,62
2014-04-24,59
2014-04-25,60
2014-04-26,46
2014-04-27,45
2014-04-28,56
2014-04-29,60
2014-04-30,71
2014-05-01,72
2014-05-02,72
2014-05-03,51
2014-05-04,42
2014-05-05,55
2014-05-06,69
2014-05-07,86
2014-05-08,74
2014-05-09,69
2014-05-10,54
2014-05-11,38
2014-05-12,63
2014-05-13,60
2014-05-14,62
2014-05-15,63
2014-05-16,62
2014-05-17,42
2014-05-18,45
2014-05-19,64
2014-05-20,63
2014-05-21,55
2014-05-22,62
2014-05-23,60
2014-05-24,44
2014-05-25,37
2014-05-26,46
2014-05-27,54
2014-05-28,65
2014-05-29,56
2014-05-30,56
2014-05-31,38
2014-06-01,40
2014-06-02,63
2014-06-03,59
2014-06-04,59
2014-06-05,58
2014-06-06,50
2014-06-07,38
2014-06-08,43
2014-06-09,63
2014-06-10,59
2014-06-11,52
2014-06-12,58
2014-06-13,58
2014-06-14,38
2014-06-15,41
2014-06-16,61
2014-06-17,58
2014-06-18,55
2014-06-19,50
2014-06-20,57
2014-06-21,42
2014-06-22,37
2014-06-23,53
2014-06-24,57
2014-06-25,58
2014-06-26,66
2014-06-27,54
2014-06-28,38
2014-06-29,37
2014-06-30,56
2014-07-01,60
2014-07-02,54
2014-07-03,55
2014-07-04,42
2014-07-05,41
2014-07-06,32
2014-07-07,61
2014-07-08,51
2014-07-09,60
2014-07-10,57
2014-07-11,47
2014-07-12,43
2014-07-13,43
2014-07-14,56
2014-07-15,81
2014-07-16,72
2014-07-17,69
2014-07-18,65
2014-07-19,47
2014-07-20,39
2014-07-21,62
2014-07-22,51
2014-07-23,55
2014-07-24,62
