date,YHOO
2012-06-04,61
2012-06-05,66
2012-06-06,69
2012-06-07,69
2012-06-08,57
2012-06-09,64
2012-06-10,58
2012-06-11,50
2012-06-12,69
2012-06-13,66
2012-06-14,68
2012-06-15,56
2012-06-16,57
2012-06-17,64
2012-06-18,65
2012-06-19,75
2012-06-20,67
2012-06-21,74
2012-06-22,60
2012-06-23,54
2012-06-24,62
2012-06-25,66
2012-06-26,66
2012-06-27,74
2012-06-28,65
2012-06-29,66
2012-06-30,63
2012-07-01,58
2012-07-02,68
2012-07-03,59
2012-07-04,59
2012-07-05,67
2012-07-06,67
2012-07-07,64
2012-07-08,65
2012-07-09,61
2012-07-10,67
2012-07-11,72
2012-07-12,62
2012-07-13,67
2012-07-14,53
2012-07-15,56
2012-07-16,89
2012-07-17,94
2012-07-18,75
2012-07-19,66
2012-07-20,62
2012-07-21,64
2012-07-22,67
2012-07-23,67
2012-07-24,68
2012-07-25,64
2012-07-26,70
2012-07-27,72
2012-07-28,69
2012-07-29,59
2012-07-30,61
2012-07-31,71
2012-08-01,73
2012-08-02,69
2012-08-03,69
2012-08-04,75
2012-08-05,55
2012-08-06,68
2012-08-07,74
2012-08-08,68
2012-08-09,65
2012-08-10,65
2012-08-11,67
2012-08-12,54
2012-08-13,83
2012-08-14,62
2012-08-15,58
2012-08-16,74
2012-08-17,69
2012-08-18,52
2012-08-19,48
2012-08-20,64
2012-08-21,64
2012-08-22,65
2012-08-23,64
2012-08-24,64
2012-08-25,60
2012-08-26,55
2012-08-27,68
2012-08-28,65
2012-08-29,74
2012-08-30,67
2012-08-31,64
2012-09-01,56
2012-09-02,59
2012-09-03,68
2012-09-04,61
2012-09-05,70
2012-09-06,64
2012-09-07,75
2012-09-08,65
2012-09-09,65
2012-09-10,67
2012-09-11,71
2012-09-12,62
2012-09-13,68
2012-09-14,61
2012-09-15,59
2012-09-16,50
2012-09-17,64
2012-09-18,74
2012-09-19,64
2012-09-20,69
2012-09-21,67
2012-09-22,61
2012-09-23,66
2012-09-24,63
2012-09-25,66
2012-09-26,73
2012-09-27,67
2012-09-28,72
2012-09-29,58
2012-09-30,69
2012-10-01,68
2012-10-02,76
2012-10-03,67
2012-10-04,63
2012-10-05,69
2012-10-06,51
2012-10-07,63
2012-10-08,57
2012-10-09,74
2012-10-10,61
2012-10-11,68
2012-10-12,79
2012-10-13,66
2012-10-14,63
2012-10-15,67
2012-10-16,68
2012-10-17,53
2012-10-18,66
2012-10-19,67
2012-10-20,62
2012-10-21,64
2012-10-22,78
2012-10-23,100
2012-10-24,71
2012-10-25,68
2012-10-26,68
2012-10-27,54
2012-10-28,59
2012-10-29,64
2012-10-30,66
2012-10-31,63
2012-11-01,62
2012-11-02,55
2012-11-03,58
2012-11-04,54
2012-11-05,56
2012-11-06,60
2012-11-07,56
2012-11-08,65
2012-11-09,70
2012-11-10,55
2012-11-11,50
2012-11-12,67
2012-11-13,56
2012-11-14,64
2012-11-15,64
2012-11-16,71
2012-11-17,53
2012-11-18,53
2012-11-19,67
2012-11-20,66
2012-11-21,61
2012-11-22,56
2012-11-23,66
2012-11-24,58
2012-11-25,59
2012-11-26,67
2012-11-27,58
2012-11-28,69
2012-11-29,69
2012-11-30,64
2012-12-01,54
2012-12-02,55
2012-12-03,61
2012-12-04,59
2012-12-05,68
2012-12-06,68
2012-12-07,63
2012-12-08,55
2012-12-09,56
2012-12-10,72
2012-12-11,76
2012-12-12,59
2012-12-13,65
2012-12-14,64
2012-12-15,59
2012-12-16,63
2012-12-17,68
2012-12-18,65
2012-12-19,60
2012-12-20,67
2012-12-21,62
2012-12-22,76
2012-12-23,49
2012-12-24,62
2012-12-25,61
2012-12-26,66
2012-12-27,63
2012-12-28,71
2012-12-29,62
2012-12-30,67
2012-12-31,61
2013-01-01,60
2013-01-02,54
2013-01-03,66
2013-01-04,53
2013-01-05,45
2013-01-06,57
2013-01-07,67
2013-01-08,65
2013-01-09,60
2013-01-10,54
2013-01-11,68
2013-01-12,45
2013-01-13,45
2013-01-14,63
2013-01-15,60
2013-01-16,61
2013-01-17,61
2013-01-18,63
2013-01-19,56
2013-01-20,52
2013-01-21,58
2013-01-22,61
2013-01-23,70
2013-01-24,68
2013-01-25,66
2013-01-26,41
2013-01-27,53
2013-01-28,91
2013-01-29,85
2013-01-30,67
2013-01-31,55
2013-02-01,60
2013-02-02,51
2013-02-03,58
2013-02-04,54
2013-02-05,63
2013-02-06,68
2013-02-07,65
2013-02-08,62
2013-02-09,49
2013-02-10,54
2013-02-11,55
2013-02-12,60
2013-02-13,66
2013-02-14,63
2013-02-15,63
2013-02-16,50
2013-02-17,52
2013-02-18,56
2013-02-19,53
