date,YHOO
2013-06-29,44
2013-06-30,46
2013-07-01,51
2013-07-02,64
2013-07-03,62
2013-07-04,51
2013-07-05,59
2013-07-06,43
2013-07-07,43
2013-07-08,52
2013-07-09,66
2013-07-10,64
2013-07-11,65
2013-07-12,58
2013-07-13,46
2013-07-14,46
2013-07-15,54
2013-07-16,81
2013-07-17,100
2013-07-18,87
2013-07-19,74
2013-07-20,55
2013-07-21,54
2013-07-22,69
2013-07-23,64
2013-07-24,69
2013-07-25,65
2013-07-26,79
2013-07-27,55
2013-07-28,49
2013-07-29,67
2013-07-30,59
2013-07-31,65
2013-08-01,65
2013-08-02,60
2013-08-03,50
2013-08-04,47
2013-08-05,55
2013-08-06,58
2013-08-07,60
2013-08-08,63
2013-08-09,58
2013-08-10,45
2013-08-11,45
2013-08-12,63
2013-08-13,60
2013-08-14,53
2013-08-15,54
2013-08-16,49
2013-08-17,47
2013-08-18,38
2013-08-19,56
2013-08-20,51
2013-08-21,54
2013-08-22,74
2013-08-23,66
2013-08-24,56
2013-08-25,44
2013-08-26,64
2013-08-27,52
2013-08-28,61
2013-08-29,56
2013-08-30,44
2013-08-31,42
2013-09-01,40
2013-09-02,45
2013-09-03,55
2013-09-04,60
2013-09-05,58
2013-09-06,56
2013-09-07,45
2013-09-08,54
2013-09-09,57
2013-09-10,56
2013-09-11,57
2013-09-12,55
2013-09-13,62
2013-09-14,46
2013-09-15,43
2013-09-16,55
2013-09-17,54
2013-09-18,56
2013-09-19,57
2013-09-20,60
2013-09-21,51
2013-09-22,39
2013-09-23,53
2013-09-24,54
2013-09-25,64
2013-09-26,72
2013-09-27,62
2013-09-28,52
2013-09-29,48
2013-09-30,67
2013-10-01,74
2013-10-02,68
2013-10-03,65
2013-10-04,71
2013-10-05,52
2013-10-06,45
2013-10-07,66
2013-10-08,72
2013-10-09,64
2013-10-10,71
2013-10-11,63
2013-10-12,38
2013-10-13,49
2013-10-14,62
2013-10-15,90
2013-10-16,90
2013-10-17,73
2013-10-18,59
2013-10-19,61
2013-10-20,45
2013-10-21,69
2013-10-22,63
2013-10-23,68
2013-10-24,68
2013-10-25,63
2013-10-26,52
2013-10-27,40
2013-10-28,58
2013-10-29,62
2013-10-30,75
2013-10-31,61
2013-11-01,65
2013-11-02,69
2013-11-03,44
2013-11-04,55
2013-11-05,62
2013-11-06,58
2013-11-07,60
2013-11-08,60
2013-11-09,46
2013-11-10,37
2013-11-11,60
2013-11-12,58
2013-11-13,62
2013-11-14,65
2013-11-15,63
2013-11-16,51
2013-11-17,44
2013-11-18,67
2013-11-19,67
2013-11-20,66
2013-11-21,69
2013-11-22,62
2013-11-23,47
2013-11-24,51
2013-11-25,60
2013-11-26,60
2013-11-27,66
2013-11-28,50
2013-11-29,50
2013-11-30,47
2013-12-01,39
2013-12-02,52
2013-12-03,56
2013-12-04,61
2013-12-05,78
2013-12-06,65
2013-12-07,54
2013-12-08,52
2013-12-09,59
2013-12-10,65
2013-12-11,67
2013-12-12,64
2013-12-13,62
2013-12-14,52
2013-12-15,43
2013-12-16,62
2013-12-17,57
2013-12-18,67
2013-12-19,70
2013-12-20,72
2013-12-21,50
2013-12-22,50
2013-12-23,55
2013-12-24,59
2013-12-25,51
2013-12-26,66
2013-12-27,60
2013-12-28,48
2013-12-29,51
2013-12-30,56
2013-12-31,54
2014-01-01,40
2014-01-02,54
2014-01-03,57
2014-01-04,41
2014-01-05,42
2014-01-06,52
2014-01-07,54
2014-01-08,70
2014-01-09,57
2014-01-10,64
2014-01-11,42
2014-01-12,37
2014-01-13,55
2014-01-14,55
2014-01-15,61
2014-01-16,55
2014-01-17,57
2014-01-18,43
2014-01-19,48
2014-01-20,53
2014-01-21,49
2014-01-22,67
2014-01-23,53
2014-01-24,59
2014-01-25,52
2014-01-26,34
2014-01-27,65
2014-01-28,92
2014-01-29,88
2014-01-30,75
2014-01-31,72
2014-02-01,49
2014-02-02,44
2014-02-03,63
2014-02-04,59
2014-02-05,61
2014-02-06,60
2014-02-07,59
2014-02-08,48
2014-02-09,40
2014-02-10,57
2014-02-11,63
2014-02-12,58
2014-02-13,51
2014-02-14,56
2014-02-15,41
2014-02-16,41
2014-02-17,50
2014-02-18,62
2014-02-19,63
2014-02-20,57
2014-02-21,51
2014-02-22,45
2014-02-23,42
2014-02-24,56
2014-02-25,61
2014-02-26,59
2014-02-27,55
2014-02-28,64
2014-03-01,47
2014-03-02,46
2014-03-03,52
2014-03-04,61
2014-03-05,56
2014-03-06,56
2014-03-07,51
2014-03-08,48
2014-03-09,37
2014-03-10,48
2014-03-11,51
2014-03-12,52
2014-03-13,47
2014-03-14,56
2014-03-15,37
2014-03-16,40
