date,YHOO
2014-12-01,55
2014-12-02,56
2014-12-03,55
2014-12-04,57
2014-12-05,50
2014-12-06,40
2014-12-07,37
2014-12-08,53
2014-12-09,54
2014-12-10,65
2014-12-11,57
2014-12-12,51
2014-12-13,42
2014-12-14,32
2014-12-15,55
2014-12-16,54
2014-12-17,56
2014-12-18,66
2014-12-19,58
2014-12-20,44
2014-12-21,40
2014-12-22,47
2014-12-23,49
2014-12-24,54
2014-12-25,38
2014-12-26,52
2014-12-27,42
2014-12-28,30
2014-12-29,44
2014-12-30,53
2014-12-31,43
2015-01-01,31
2015-01-02,46
2015-01-03,34
2015-01-04,34
2015-01-05,50
2015-01-06,53
2015-01-07,56
2015-01-08,55
2015-01-09,54
2015-01-10,42
2015-01-11,36
2015-01-12,50
2015-01-13,52
2015-01-14,44
2015-01-15,45
2015-01-16,48
2015-01-17,32
2015-01-18,41
2015-01-19,37
2015-01-20,58
2015-01-21,50
2015-01-22,52
2015-01-23,52
2015-01-24,38
2015-01-25,39
2015-01-26,52
2015-01-27,83
2015-01-28,100
2015-01-29,89
2015-01-30,89
2015-01-31,52
2015-02-01,46
2015-02-02,63
2015-02-03,60
2015-02-04,64
2015-02-05,63
2015-02-06,65
2015-02-07,42
2015-02-08,42
2015-02-09,55
2015-02-10,54
2015-02-11,55
2015-02-12,58
2015-02-13,59
2015-02-14,46
2015-02-15,51
2015-02-16,45
2015-02-17,57
2015-02-18,56
2015-02-19,55
2015-02-20,60
2015-02-21,48
2015-02-22,51
2015-02-23,54
2015-02-24,54
2015-02-25,64
2015-02-26,53
2015-02-27,56
2015-02-28,60
2015-03-01,42
2015-03-02,63
2015-03-03,62
2015-03-04,62
2015-03-05,57
2015-03-06,64
2015-03-07,53
2015-03-08,44
2015-03-09,57
2015-03-10,62
2015-03-11,51
2015-03-12,54
2015-03-13,52
2015-03-14,52
2015-03-15,42
2015-03-16,58
2015-03-17,60
2015-03-18,57
2015-03-19,70
2015-03-20,63
2015-03-21,42
2015-03-22,38
2015-03-23,53
2015-03-24,59
2015-03-25,47
2015-03-26,64
2015-03-27,56
2015-03-28,46
2015-03-29,44
2015-03-30,52
2015-03-31,50
2015-04-01,61
2015-04-02,50
2015-04-03,46
2015-04-04,35
2015-04-05,37
2015-04-06,53
2015-04-07,54
2015-04-08,63
2015-04-09,56
2015-04-10,53
2015-04-11,42
2015-04-12,43
2015-04-13,55
2015-04-14,48
2015-04-15,58
2015-04-16,65
2015-04-17,59
2015-04-18,47
2015-04-19,50
2015-04-20,58
2015-04-21,78
2015-04-22,81
2015-04-23,65
2015-04-24,62
2015-04-25,52
2015-04-26,43
2015-04-27,64
2015-04-28,74
2015-04-29,61
2015-04-30,63
2015-05-01,55
2015-05-02,40
2015-05-03,41
2015-05-04,53
2015-05-05,57
2015-05-06,56
2015-05-07,65
2015-05-08,60
2015-05-09,48
2015-05-10,44
2015-05-11,58
2015-05-12,64
2015-05-13,57
2015-05-14,57
2015-05-15,62
2015-05-16,45
2015-05-17,44
2015-05-18,53
2015-05-19,72
2015-05-20,75
2015-05-21,65
2015-05-22,59
2015-05-23,46
2015-05-24,42
2015-05-25,50
2015-05-26,58
2015-05-27,58
2015-05-28,62
2015-05-29,59
2015-05-30,43
2015-05-31,42
2015-06-01,63
2015-06-02,57
2015-06-03,55
2015-06-04,58
2015-06-05,46
2015-06-06,47
2015-06-07,39
2015-06-08,55
2015-06-09,55
2015-06-10,52
2015-06-11,53
2015-06-12,59
2015-06-13,39
2015-06-14,44
2015-06-15,51
2015-06-16,47
2015-06-17,53
2015-06-18,63
2015-06-19,53
2015-06-20,39
2015-06-21,44
2015-06-22,63
2015-06-23,56
2015-06-24,59
2015-06-25,56
2015-06-26,54
2015-06-27,49
2015-06-28,50
2015-06-29,60
2015-06-30,62
2015-07-01,63
2015-07-02,58
2015-07-03,59
2015-07-04,45
2015-07-05,48
2015-07-06,64
2015-07-07,64
2015-07-08,65
2015-07-09,61
2015-07-10,61
2015-07-11,47
2015-07-12,45
2015-07-13,67
2015-07-14,70
2015-07-15,64
2015-07-16,61
2015-07-17,66
2015-07-18,55
2015-07-19,50
2015-07-20,63
2015-07-21,83
2015-07-22,80
2015-07-23,66
2015-07-24,63
2015-07-25,48
2015-07-26,43
2015-07-27,63
2015-07-28,63
2015-07-29,65
2015-07-30,59
2015-07-31,61
2015-08-01,48
2015-08-02,49
2015-08-03,56
2015-08-04,66
2015-08-05,59
2015-08-06,60
2015-08-07,59
2015-08-08,50
2015-08-09,44
2015-08-10,57
2015-08-11,59
2015-08-12,73
2015-08-13,62
2015-08-14,58
2015-08-15,38
2015-08-16,39
2015-08-17,69
2015-08-18,65
