date,YHOO
2015-08-18,73
2015-08-19,68
2015-08-20,72
2015-08-21,77
2015-08-22,56
2015-08-23,49
2015-08-24,79
2015-08-25,85
2015-08-26,69
2015-08-27,72
2015-08-28,67
2015-08-29,56
2015-08-30,53
2015-08-31,81
2015-09-01,72
2015-09-02,74
2015-09-03,65
2015-09-04,68
2015-09-05,51
2015-09-06,54
2015-09-07,58
2015-09-08,83
2015-09-09,86
2015-09-10,72
2015-09-11,69
2015-09-12,49
2015-09-13,50
2015-09-14,69
2015-09-15,65
2015-09-16,67
2015-09-17,64
2015-09-18,67
2015-09-19,49
2015-09-20,45
2015-09-21,68
2015-09-22,64
2015-09-23,67
2015-09-24,75
2015-09-25,74
2015-09-26,48
2015-09-27,50
2015-09-28,79
2015-09-29,77
2015-09-30,71
2015-10-01,79
2015-10-02,70
2015-10-03,47
2015-10-04,48
2015-10-05,73
2015-10-06,65
2015-10-07,74
2015-10-08,75
2015-10-09,66
2015-10-10,54
2015-10-11,56
2015-10-12,63
2015-10-13,69
2015-10-14,84
2015-10-15,67
2015-10-16,64
2015-10-17,57
2015-10-18,51
2015-10-19,73
2015-10-20,87
2015-10-21,95
2015-10-22,72
2015-10-23,73
2015-10-24,53
2015-10-25,87
2015-10-26,68
2015-10-27,74
2015-10-28,71
2015-10-29,75
2015-10-30,64
2015-10-31,48
2015-11-01,47
2015-11-02,63
2015-11-03,68
2015-11-04,72
2015-11-05,79
2015-11-06,82
2015-11-07,68
2015-11-08,54
2015-11-09,71
2015-11-10,72
2015-11-11,76
2015-11-12,76
2015-11-13,83
2015-11-14,61
2015-11-15,47
2015-11-16,76
2015-11-17,78
2015-11-18,74
2015-11-19,71
2015-11-20,62
2015-11-21,54
2015-11-22,51
2015-11-23,69
2015-11-24,65
2015-11-25,67
2015-11-26,60
2015-11-27,70
2015-11-28,53
2015-11-29,47
2015-11-30,73
2015-12-01,65
2015-12-02,100
2015-12-03,86
2015-12-04,75
2015-12-05,61
2015-12-06,53
2015-12-07,72
2015-12-08,74
2015-12-09,84
2015-12-10,72
2015-12-11,71
2015-12-12,54
2015-12-13,46
2015-12-14,71
2015-12-15,65
2015-12-16,61
2015-12-17,64
2015-12-18,65
2015-12-19,51
2015-12-20,46
2015-12-21,70
2015-12-22,60
2015-12-23,63
2015-12-24,58
2015-12-25,52
2015-12-26,45
2015-12-27,43
2015-12-28,63
2015-12-29,57
2015-12-30,55
2015-12-31,46
2016-01-01,38
2016-01-02,46
2016-01-03,49
2016-01-04,65
2016-01-05,59
2016-01-06,57
2016-01-07,66
2016-01-08,70
2016-01-09,42
2016-01-10,42
2016-01-11,62
2016-01-12,78
2016-01-13,61
2016-01-14,58
2016-01-15,69
2016-01-16,49
2016-01-17,48
2016-01-18,57
2016-01-19,63
2016-01-20,66
2016-01-21,53
2016-01-22,50
2016-01-23,46
2016-01-24,49
2016-01-25,57
2016-01-26,59
2016-01-27,62
2016-01-28,60
2016-01-29,66
2016-01-30,47
2016-01-31,47
2016-02-01,59
2016-02-02,80
2016-02-03,90
2016-02-04,64
2016-02-05,65
2016-02-06,52
2016-02-07,39
2016-02-08,62
2016-02-09,68
2016-02-10,61
2016-02-11,57
2016-02-12,62
2016-02-13,42
2016-02-14,42
2016-02-15,53
2016-02-16,61
2016-02-17,57
2016-02-18,53
2016-02-19,59
2016-02-20,43
2016-02-21,41
2016-02-22,49
2016-02-23,56
2016-02-24,52
2016-02-25,53
2016-02-26,52
2016-02-27,45
2016-02-28,42
2016-02-29,56
2016-03-01,48
2016-03-02,49
2016-03-03,51
2016-03-04,56
2016-03-05,43
2016-03-06,44
2016-03-07,55
2016-03-08,58
2016-03-09,56
2016-03-10,59
2016-03-11,56
2016-03-12,41
2016-03-13,33
2016-03-14,49
2016-03-15,55
2016-03-16,58
2016-03-17,56
2016-03-18,52
2016-03-19,40
2016-03-20,34
2016-03-21,51
2016-03-22,52
2016-03-23,52
2016-03-24,59
2016-03-25,55
2016-03-26,49
2016-03-27,47
2016-03-28,61
2016-03-29,59
2016-03-30,65
2016-03-31,65
2016-04-01,64
2016-04-02,44
2016-04-03,41
2016-04-04,62
2016-04-05,63
2016-04-06,61
2016-04-07,71
2016-04-08,62
2016-04-09,47
2016-04-10,40
2016-04-11,74
2016-04-12,66
2016-04-13,63
2016-04-14,65
2016-04-15,69
2016-04-16,50
2016-04-17,43
2016-04-18,66
2016-04-19,83
2016-04-20,77
2016-04-21,62
2016-04-22,55
2016-04-23,41
2016-04-24,41
2016-04-25,61
2016-04-26,59
2016-04-27,65
2016-04-28,59
2016-04-29,60
2016-04-30,49
2016-05-01,39
2016-05-02,54
2016-05-03,56
2016-05-04,57
