date,YHOO
2014-03-16,25
2014-03-17,36
2014-03-18,36
2014-03-19,31
2014-03-20,35
2014-03-21,33
2014-03-22,23
2014-03-23,26
2014-03-24,30
2014-03-25,33
2014-03-26,29
2014-03-27,32
2014-03-28,33
2014-03-29,24
2014-03-30,26
2014-03-31,30
2014-04-01,32
2014-04-02,31
2014-04-03,29
2014-04-04,31
2014-04-05,19
2014-04-06,23
2014-04-07,30
2014-04-08,30
2014-04-09,31
2014-04-10,29
2014-04-11,30
2014-04-12,23
2014-04-13,22
2014-04-14,30
2014-04-15,39
2014-04-16,52
2014-04-17,40
2014-04-18,33
2014-04-19,30
2014-04-20,22
2014-04-21,33
2014-04-22,33
2014-04-23,32
2014-04-24,33
2014-04-25,34
2014-04-26,23
2014-04-27,21
2014-04-28,30
2014-04-29,32
2014-04-30,38
2014-05-01,41
2014-05-02,38
2014-05-03,24
2014-05-04,25
2014-05-05,32
2014-05-06,37
2014-05-07,49
2014-05-08,37
2014-05-09,36
2014-05-10,26
2014-05-11,20
2014-05-12,35
2014-05-13,32
2014-05-14,34
2014-05-15,33
2014-05-16,32
2014-05-17,21
2014-05-18,24
2014-05-19,35
2014-05-20,35
2014-05-21,32
2014-05-22,33
2014-05-23,31
2014-05-24,21
2014-05-25,20
2014-05-26,24
2014-05-27,28
2014-05-28,33
2014-05-29,28
2014-05-30,30
2014-05-31,19
2014-06-01,22
2014-06-02,29
2014-06-03,33
2014-06-04,33
2014-06-05,28
2014-06-06,29
2014-06-07,26
2014-06-08,24
2014-06-09,31
2014-06-10,33
2014-06-11,32
2014-06-12,34
2014-06-13,31
2014-06-14,20
2014-06-15,24
2014-06-16,31
2014-06-17,29
2014-06-18,32
2014-06-19,29
2014-06-20,30
2014-06-21,23
2014-06-22,19
2014-06-23,29
2014-06-24,30
2014-06-25,28
2014-06-26,29
2014-06-27,32
2014-06-28,22
2014-06-29,21
2014-06-30,31
2014-07-01,29
2014-07-02,32
2014-07-03,28
2014-07-04,25
2014-07-05,16
2014-07-06,22
2014-07-07,29
2014-07-08,31
2014-07-09,28
2014-07-10,31
2014-07-11,28
2014-07-12,28
2014-07-13,23
2014-07-14,28
2014-07-15,43
2014-07-16,38
2014-07-17,36
2014-07-18,29
2014-07-19,23
2014-07-20,21
2014-07-21,30
2014-07-22,32
2014-07-23,33
2014-07-24,35
2014-07-25,32
2014-07-26,22
2014-07-27,25
2014-07-28,34
2014-07-29,28
2014-07-30,32
2014-07-31,31
2014-08-01,25
2014-08-02,16
2014-08-03,20
2014-08-04,27
2014-08-05,28
2014-08-06,29
2014-08-07,31
2014-08-08,25
2014-08-09,22
2014-08-10,22
2014-08-11,29
2014-08-12,29
2014-08-13,29
2014-08-14,30
2014-08-15,29
2014-08-16,23
2014-08-17,19
2014-08-18,31
2014-08-19,29
2014-08-20,26
2014-08-21,27
2014-08-22,29
2014-08-23,27
2014-08-24,21
2014-08-25,29
2014-08-26,26
2014-08-27,33
2014-08-28,32
2014-08-29,28
2014-08-30,23
2014-08-31,21
2014-09-01,20
2014-09-02,38
2014-09-03,34
2014-09-04,31
2014-09-05,39
2014-09-06,29
2014-09-07,26
2014-09-08,47
2014-09-09,48
2014-09-10,41
2014-09-11,42
2014-09-12,48
2014-09-13,29
2014-09-14,28
2014-09-15,55
2014-09-16,54
2014-09-17,53
2014-09-18,70
2014-09-19,100
2014-09-20,41
2014-09-21,33
2014-09-22,61
2014-09-23,53
2014-09-24,49
2014-09-25,42
2014-09-26,50
2014-09-27,28
2014-09-28,27
2014-09-29,43
2014-09-30,45
2014-10-01,41
2014-10-02,38
2014-10-03,45
2014-10-04,23
2014-10-05,22
2014-10-06,38
2014-10-07,37
2014-10-08,41
2014-10-09,34
2014-10-10,38
2014-10-11,27
2014-10-12,18
2014-10-13,31
2014-10-14,35
2014-10-15,34
2014-10-16,34
2014-10-17,35
2014-10-18,19
2014-10-19,21
2014-10-20,32
2014-10-21,56
2014-10-22,53
2014-10-23,39
2014-10-24,37
2014-10-25,28
2014-10-26,23
2014-10-27,41
2014-10-28,37
2014-10-29,33
2014-10-30,35
2014-10-31,33
2014-11-01,19
2014-11-02,21
2014-11-03,29
2014-11-04,37
2014-11-05,35
2014-11-06,33
2014-11-07,36
2014-11-08,20
2014-11-09,22
2014-11-10,31
2014-11-11,36
2014-11-12,36
2014-11-13,39
2014-11-14,36
2014-11-15,24
2014-11-16,21
2014-11-17,35
2014-11-18,36
2014-11-19,35
2014-11-20,39
2014-11-21,34
2014-11-22,22
2014-11-23,18
2014-11-24,31
2014-11-25,29
2014-11-26,27
2014-11-27,22
2014-11-28,28
2014-11-29,18
2014-11-30,22
2014-12-01,29
