date,YHOO
2011-01-01,76
2011-01-02,67
2011-01-03,69
2011-01-04,68
2011-01-05,75
2011-01-06,84
2011-01-07,71
2011-01-08,75
2011-01-09,71
2011-01-10,61
2011-01-11,64
2011-01-12,61
2011-01-13,63
2011-01-14,69
2011-01-15,56
2011-01-16,67
2011-01-17,62
2011-01-18,65
2011-01-19,78
2011-01-20,71
2011-01-21,74
2011-01-22,72
2011-01-23,60
2011-01-24,85
2011-01-25,78
2011-01-26,67
2011-01-27,63
2011-01-28,78
2011-01-29,72
2011-01-30,59
2011-01-31,69
2011-02-01,70
2011-02-02,84
2011-02-03,62
2011-02-04,69
2011-02-05,77
2011-02-06,73
2011-02-07,77
2011-02-08,61
2011-02-09,70
2011-02-10,62
2011-02-11,68
2011-02-12,64
2011-02-13,58
2011-02-14,76
2011-02-15,66
2011-02-16,74
2011-02-17,65
2011-02-18,75
2011-02-19,69
2011-02-20,63
2011-02-21,62
2011-02-22,66
2011-02-23,69
2011-02-24,62
2011-02-25,65
2011-02-26,68
2011-02-27,58
2011-02-28,61
2011-03-01,60
2011-03-02,76
2011-03-03,78
2011-03-04,61
2011-03-05,74
2011-03-06,58
2011-03-07,64
2011-03-08,59
2011-03-09,75
2011-03-10,65
2011-03-11,95
2011-03-12,74
2011-03-13,72
2011-03-14,76
2011-03-15,82
2011-03-16,66
2011-03-17,75
2011-03-18,70
2011-03-19,68
2011-03-20,64
2011-03-21,69
2011-03-22,74
2011-03-23,68
2011-03-24,69
2011-03-25,66
2011-03-26,64
2011-03-27,54
2011-03-28,70
2011-03-29,58
2011-03-30,60
2011-03-31,62
2011-04-01,63
2011-04-02,69
2011-04-03,62
2011-04-04,62
2011-04-05,59
2011-04-06,61
2011-04-07,63
2011-04-08,71
2011-04-09,70
2011-04-10,66
2011-04-11,70
2011-04-12,79
2011-04-13,79
2011-04-14,73
2011-04-15,77
2011-04-16,87
2011-04-17,74
2011-04-18,80
2011-04-19,87
2011-04-20,92
2011-04-21,82
2011-04-22,77
2011-04-23,85
2011-04-24,61
2011-04-25,87
2011-04-26,74
2011-04-27,90
2011-04-28,67
2011-04-29,91
2011-04-30,69
2011-05-01,79
2011-05-02,93
2011-05-03,85
2011-05-04,81
2011-05-05,86
2011-05-06,87
2011-05-07,80
2011-05-08,83
2011-05-09,81
2011-05-10,86
2011-05-11,85
2011-05-12,89
2011-05-13,99
2011-05-14,84
2011-05-15,73
2011-05-16,85
2011-05-17,87
2011-05-18,76
2011-05-19,82
2011-05-20,94
2011-05-21,83
2011-05-22,88
2011-05-23,85
2011-05-24,91
2011-05-25,73
2011-05-26,80
2011-05-27,89
2011-05-28,78
2011-05-29,93
2011-05-30,79
2011-05-31,81
2011-06-01,91
2011-06-02,95
2011-06-03,85
2011-06-04,87
2011-06-05,87
2011-06-06,72
2011-06-07,85
2011-06-08,86
2011-06-09,87
2011-06-10,79
2011-06-11,77
2011-06-12,70
2011-06-13,80
2011-06-14,74
2011-06-15,78
2011-06-16,100
2011-06-17,83
2011-06-18,75
2011-06-19,74
2011-06-20,84
2011-06-21,79
2011-06-22,78
2011-06-23,84
2011-06-24,85
2011-06-25,75
2011-06-26,72
2011-06-27,79
2011-06-28,76
2011-06-29,92
2011-06-30,93
2011-07-01,83
2011-07-02,91
2011-07-03,94
2011-07-04,78
2011-07-05,85
2011-07-06,88
2011-07-07,84
2011-07-08,69
2011-07-09,83
2011-07-10,86
2011-07-11,75
2011-07-12,82
2011-07-13,89
2011-07-14,84
2011-07-15,88
2011-07-16,85
2011-07-17,84
2011-07-18,83
2011-07-19,83
2011-07-20,91
2011-07-21,89
2011-07-22,83
2011-07-23,83
2011-07-24,81
2011-07-25,86
2011-07-26,64
2011-07-27,63
2011-07-28,75
2011-07-29,75
2011-07-30,64
2011-07-31,80
2011-08-01,66
2011-08-02,68
2011-08-03,69
2011-08-04,75
2011-08-05,83
2011-08-06,66
2011-08-07,57
2011-08-08,81
2011-08-09,76
2011-08-10,65
2011-08-11,76
2011-08-12,79
2011-08-13,60
2011-08-14,60
2011-08-15,64
2011-08-16,71
2011-08-17,68
2011-08-18,79
2011-08-19,69
2011-08-20,70
2011-08-21,60
2011-08-22,77
2011-08-23,59
2011-08-24,66
2011-08-25,78
2011-08-26,65
2011-08-27,72
2011-08-28,62
2011-08-29,69
2011-08-30,61
2011-08-31,74
2011-09-01,70
2011-09-02,84
2011-09-03,64
2011-09-04,65
2011-09-05,66
2011-09-06,73
2011-09-07,87
2011-09-08,73
2011-09-09,77
2011-09-10,62
2011-09-11,67
2011-09-12,75
2011-09-13,76
2011-09-14,73
2011-09-15,81
2011-09-16,80
2011-09-17,78
2011-09-18,64
