date,YHOO
2015-12-26,32
2015-12-27,27
2015-12-28,39
2015-12-29,40
2015-12-30,32
2015-12-31,29
2016-01-01,33
2016-01-02,28
2016-01-03,29
2016-01-04,43
2016-01-05,42
2016-01-06,40
2016-01-07,41
2016-01-08,43
2016-01-09,32
2016-01-10,27
2016-01-11,45
2016-01-12,51
2016-01-13,45
2016-01-14,39
2016-01-15,43
2016-01-16,33
2016-01-17,32
2016-01-18,40
2016-01-19,41
2016-01-20,41
2016-01-21,37
2016-01-22,40
2016-01-23,31
2016-01-24,30
2016-01-25,39
2016-01-26,39
2016-01-27,38
2016-01-28,38
2016-01-29,43
2016-01-30,33
2016-01-31,28
2016-02-01,45
2016-02-02,47
2016-02-03,60
2016-02-04,45
2016-02-05,40
2016-02-06,30
2016-02-07,25
2016-02-08,37
2016-02-09,45
2016-02-10,35
2016-02-11,37
2016-02-12,35
2016-02-13,26
2016-02-14,28
2016-02-15,35
2016-02-16,41
2016-02-17,39
2016-02-18,31
2016-02-19,33
2016-02-20,25
2016-02-21,19
2016-02-22,33
2016-02-23,33
2016-02-24,36
2016-02-25,36
2016-02-26,29
2016-02-27,32
2016-02-28,26
2016-02-29,38
2016-03-01,29
2016-03-02,38
2016-03-03,32
2016-03-04,35
2016-03-05,26
2016-03-06,25
2016-03-07,28
2016-03-08,28
2016-03-09,31
2016-03-10,35
2016-03-11,33
2016-03-12,23
2016-03-13,22
2016-03-14,33
2016-03-15,33
2016-03-16,32
2016-03-17,30
2016-03-18,31
2016-03-19,28
2016-03-20,23
2016-03-21,31
2016-03-22,33
2016-03-23,32
2016-03-24,37
2016-03-25,35
2016-03-26,29
2016-03-27,30
2016-03-28,39
2016-03-29,40
2016-03-30,41
2016-03-31,41
2016-04-01,42
2016-04-02,26
2016-04-03,26
2016-04-04,36
2016-04-05,41
2016-04-06,38
2016-04-07,46
2016-04-08,35
2016-04-09,34
2016-04-10,26
2016-04-11,52
2016-04-12,46
2016-04-13,44
2016-04-14,41
2016-04-15,42
2016-04-16,32
2016-04-17,26
2016-04-18,46
2016-04-19,47
2016-04-20,47
2016-04-21,38
2016-04-22,39
2016-04-23,31
2016-04-24,28
2016-04-25,43
2016-04-26,42
2016-04-27,39
2016-04-28,39
2016-04-29,41
2016-04-30,31
2016-05-01,25
2016-05-02,37
2016-05-03,34
2016-05-04,35
2016-05-05,32
2016-05-06,36
2016-05-07,27
2016-05-08,21
2016-05-09,40
2016-05-10,41
2016-05-11,37
2016-05-12,36
2016-05-13,35
2016-05-14,25
2016-05-15,21
2016-05-16,46
2016-05-17,38
2016-05-18,37
2016-05-19,36
2016-05-20,42
2016-05-21,27
2016-05-22,26
2016-05-23,39
2016-05-24,39
2016-05-25,38
2016-05-26,42
2016-05-27,36
2016-05-28,28
2016-05-29,28
2016-05-30,33
2016-05-31,42
2016-06-01,40
2016-06-02,39
2016-06-03,41
2016-06-04,29
2016-06-05,25
2016-06-06,38
2016-06-07,43
2016-06-08,37
2016-06-09,34
2016-06-10,37
2016-06-11,28
2016-06-12,26
2016-06-13,43
2016-06-14,39
2016-06-15,32
2016-06-16,39
2016-06-17,31
2016-06-18,23
2016-06-19,24
2016-06-20,38
2016-06-21,34
2016-06-22,35
2016-06-23,35
2016-06-24,46
2016-06-25,27
2016-06-26,26
2016-06-27,37
2016-06-28,38
2016-06-29,37
2016-06-30,36
2016-07-01,40
2016-07-02,28
2016-07-03,25
2016-07-04,35
2016-07-05,36
2016-07-06,35
2016-07-07,42
2016-07-08,38
2016-07-09,24
2016-07-10,25
2016-07-11,38
2016-07-12,35
2016-07-13,34
2016-07-14,35
2016-07-15,36
2016-07-16,31
2016-07-17,22
2016-07-18,53
2016-07-19,41
2016-07-20,33
2016-07-21,32
2016-07-22,46
2016-07-23,28
2016-07-24,34
2016-07-25,100
2016-07-26,48
2016-07-27,37
2016-07-28,37
2016-07-29,31
2016-07-30,28
2016-07-31,28
2016-08-01,33
2016-08-02,31
2016-08-03,32
2016-08-04,31
2016-08-05,32
2016-08-06,23
2016-08-07,21
2016-08-08,34
2016-08-09,32
2016-08-10,29
2016-08-11,35
2016-08-12,32
2016-08-13,25
2016-08-14,24
2016-08-15,40
2016-08-16,31
2016-08-17,35
2016-08-18,35
2016-08-19,38
2016-08-20,28
2016-08-21,28
2016-08-22,37
2016-08-23,39
2016-08-24,34
2016-08-25,35
2016-08-26,38
2016-08-27,29
2016-08-28,23
2016-08-29,34
2016-08-30,33
2016-08-31,35
2016-09-01,33
2016-09-02,37
2016-09-03,23
2016-09-04,20
2016-09-05,28
2016-09-06,38
2016-09-07,40
2016-09-08,38
2016-09-09,32
2016-09-10,22
2016-09-11,22
