date,YHOO
2016-05-04,30
2016-05-05,31
2016-05-06,35
2016-05-07,27
2016-05-08,23
2016-05-09,31
2016-05-10,32
2016-05-11,31
2016-05-12,32
2016-05-13,35
2016-05-14,21
2016-05-15,23
2016-05-16,41
2016-05-17,35
2016-05-18,31
2016-05-19,35
2016-05-20,35
2016-05-21,29
2016-05-22,27
2016-05-23,32
2016-05-24,36
2016-05-25,36
2016-05-26,35
2016-05-27,36
2016-05-28,18
2016-05-29,25
2016-05-30,28
2016-05-31,35
2016-06-01,37
2016-06-02,32
2016-06-03,37
2016-06-04,24
2016-06-05,21
2016-06-06,38
2016-06-07,38
2016-06-08,32
2016-06-09,37
2016-06-10,34
2016-06-11,28
2016-06-12,23
2016-06-13,38
2016-06-14,34
2016-06-15,35
2016-06-16,38
2016-06-17,36
2016-06-18,23
2016-06-19,24
2016-06-20,32
2016-06-21,34
2016-06-22,34
2016-06-23,31
2016-06-24,37
2016-06-25,22
2016-06-26,21
2016-06-27,34
2016-06-28,31
2016-06-29,36
2016-06-30,36
2016-07-01,31
2016-07-02,26
2016-07-03,20
2016-07-04,27
2016-07-05,31
2016-07-06,30
2016-07-07,32
2016-07-08,29
2016-07-09,21
2016-07-10,22
2016-07-11,34
2016-07-12,37
2016-07-13,36
2016-07-14,31
2016-07-15,33
2016-07-16,24
2016-07-17,21
2016-07-18,42
2016-07-19,45
2016-07-20,32
2016-07-21,32
2016-07-22,35
2016-07-23,25
2016-07-24,31
2016-07-25,100
2016-07-26,46
2016-07-27,33
2016-07-28,36
2016-07-29,29
2016-07-30,18
2016-07-31,21
2016-08-01,29
2016-08-02,27
2016-08-03,29
2016-08-04,25
2016-08-05,28
2016-08-06,17
2016-08-07,18
2016-08-08,30
2016-08-09,24
2016-08-10,26
2016-08-11,28
2016-08-12,30
2016-08-13,19
2016-08-14,19
2016-08-15,30
2016-08-16,28
2016-08-17,28
2016-08-18,27
2016-08-19,31
2016-08-20,23
2016-08-21,21
2016-08-22,33
2016-08-23,29
2016-08-24,26
2016-08-25,27
2016-08-26,27
2016-08-27,21
2016-08-28,21
2016-08-29,28
2016-08-30,28
2016-08-31,31
2016-09-01,29
2016-09-02,32
2016-09-03,22
2016-09-04,20
2016-09-05,23
2016-09-06,33
2016-09-07,30
2016-09-08,29
2016-09-09,33
2016-09-10,18
2016-09-11,19
2016-09-12,28
2016-09-13,32
2016-09-14,33
2016-09-15,28
2016-09-16,28
2016-09-17,20
2016-09-18,19
2016-09-19,27
2016-09-20,33
2016-09-21,29
2016-09-22,34
2016-09-23,39
2016-09-24,24
2016-09-25,20
2016-09-26,37
2016-09-27,37
2016-09-28,30
2016-09-29,33
2016-09-30,29
2016-10-01,22
2016-10-02,18
2016-10-03,38
2016-10-04,26
2016-10-05,32
2016-10-06,28
2016-10-07,34
2016-10-08,24
2016-10-09,18
2016-10-10,30
2016-10-11,31
2016-10-12,28
2016-10-13,29
2016-10-14,30
2016-10-15,24
2016-10-16,23
2016-10-17,27
2016-10-18,34
2016-10-19,32
2016-10-20,28
2016-10-21,28
2016-10-22,20
2016-10-23,19
2016-10-24,26
2016-10-25,29
2016-10-26,28
2016-10-27,28
2016-10-28,23
2016-10-29,20
2016-10-30,17
2016-10-31,28
2016-11-01,28
2016-11-02,27
2016-11-03,25
2016-11-04,29
2016-11-05,23
2016-11-06,18
2016-11-07,27
2016-11-08,28
2016-11-09,33
2016-11-10,26
2016-11-11,29
2016-11-12,22
2016-11-13,17
2016-11-14,28
2016-11-15,26
2016-11-16,27
2016-11-17,30
2016-11-18,30
2016-11-19,24
2016-11-20,18
2016-11-21,30
2016-11-22,26
2016-11-23,23
2016-11-24,25
2016-11-25,26
2016-11-26,22
2016-11-27,21
2016-11-28,32
2016-11-29,29
2016-11-30,27
2016-12-01,24
2016-12-02,24
2016-12-03,17
2016-12-04,19
2016-12-05,27
2016-12-06,23
2016-12-07,25
2016-12-08,28
2016-12-09,23
2016-12-10,12
2016-12-11,15
2016-12-12,23
2016-12-13,23
2016-12-14,23
2016-12-15,35
2016-12-16,30
2016-12-17,19
2016-12-18,17
2016-12-19,28
2016-12-20,24
2016-12-21,21
2016-12-22,26
2016-12-23,20
2016-12-24,16
2016-12-25,11
2016-12-26,20
2016-12-27,23
2016-12-28,18
2016-12-29,21
2016-12-30,17
2016-12-31,12
2017-01-01,15
2017-01-02,17
2017-01-03,19
2017-01-04,20
2017-01-05,22
2017-01-06,21
2017-01-07,16
2017-01-08,13
2017-01-09,20
2017-01-10,30
2017-01-11,22
2017-01-12,21
2017-01-13,20
2017-01-14,15
2017-01-15,18
2017-01-16,17
2017-01-17,25
2017-01-18,20
2017-01-19,25
