date,YHOO
2012-01-26,68
2012-01-27,78
2012-01-28,65
2012-01-29,60
2012-01-30,75
2012-01-31,80
2012-02-01,66
2012-02-02,66
2012-02-03,76
2012-02-04,60
2012-02-05,71
2012-02-06,66
2012-02-07,75
2012-02-08,65
2012-02-09,73
2012-02-10,64
2012-02-11,62
2012-02-12,58
2012-02-13,71
2012-02-14,66
2012-02-15,84
2012-02-16,67
2012-02-17,67
2012-02-18,64
2012-02-19,56
2012-02-20,59
2012-02-21,73
2012-02-22,65
2012-02-23,66
2012-02-24,71
2012-02-25,68
2012-02-26,60
2012-02-27,69
2012-02-28,70
2012-02-29,54
2012-03-01,65
2012-03-02,61
2012-03-03,60
2012-03-04,64
2012-03-05,70
2012-03-06,66
2012-03-07,64
2012-03-08,65
2012-03-09,62
2012-03-10,61
2012-03-11,62
2012-03-12,74
2012-03-13,69
2012-03-14,70
2012-03-15,75
2012-03-16,74
2012-03-17,72
2012-03-18,70
2012-03-19,66
2012-03-20,67
2012-03-21,75
2012-03-22,66
2012-03-23,74
2012-03-24,62
2012-03-25,58
2012-03-26,63
2012-03-27,69
2012-03-28,54
2012-03-29,64
2012-03-30,73
2012-03-31,52
2012-04-01,45
2012-04-02,62
2012-04-03,80
2012-04-04,77
2012-04-05,64
2012-04-06,71
2012-04-07,69
2012-04-08,57
2012-04-09,75
2012-04-10,60
2012-04-11,63
2012-04-12,62
2012-04-13,69
2012-04-14,60
2012-04-15,53
2012-04-16,51
2012-04-17,74
2012-04-18,72
2012-04-19,72
2012-04-20,71
2012-04-21,68
2012-04-22,57
2012-04-23,69
2012-04-24,64
2012-04-25,65
2012-04-26,76
2012-04-27,57
2012-04-28,58
2012-04-29,55
2012-04-30,67
2012-05-01,63
2012-05-02,71
2012-05-03,60
2012-05-04,71
2012-05-05,56
2012-05-06,65
2012-05-07,58
2012-05-08,71
2012-05-09,66
2012-05-10,67
2012-05-11,67
2012-05-12,57
2012-05-13,61
2012-05-14,78
2012-05-15,69
2012-05-16,63
2012-05-17,66
2012-05-18,77
2012-05-19,56
2012-05-20,57
2012-05-21,90
2012-05-22,75
2012-05-23,73
2012-05-24,67
2012-05-25,62
2012-05-26,63
2012-05-27,58
2012-05-28,58
2012-05-29,64
2012-05-30,66
2012-05-31,64
2012-06-01,75
2012-06-02,63
2012-06-03,51
2012-06-04,61
2012-06-05,70
2012-06-06,58
2012-06-07,69
2012-06-08,71
2012-06-09,48
2012-06-10,55
2012-06-11,55
2012-06-12,67
2012-06-13,62
2012-06-14,67
2012-06-15,62
2012-06-16,47
2012-06-17,57
2012-06-18,62
2012-06-19,60
2012-06-20,61
2012-06-21,66
2012-06-22,61
2012-06-23,70
2012-06-24,54
2012-06-25,59
2012-06-26,63
2012-06-27,61
2012-06-28,61
2012-06-29,61
2012-06-30,67
2012-07-01,52
2012-07-02,60
2012-07-03,60
2012-07-04,51
2012-07-05,61
2012-07-06,67
2012-07-07,59
2012-07-08,61
2012-07-09,56
2012-07-10,60
2012-07-11,56
2012-07-12,62
2012-07-13,59
2012-07-14,54
2012-07-15,56
2012-07-16,74
2012-07-17,100
2012-07-18,70
2012-07-19,75
2012-07-20,72
2012-07-21,62
2012-07-22,47
2012-07-23,61
2012-07-24,57
2012-07-25,65
2012-07-26,68
2012-07-27,70
2012-07-28,50
2012-07-29,57
2012-07-30,62
2012-07-31,73
2012-08-01,57
2012-08-02,61
2012-08-03,58
2012-08-04,60
2012-08-05,59
2012-08-06,70
2012-08-07,65
2012-08-08,61
2012-08-09,63
2012-08-10,65
2012-08-11,55
2012-08-12,53
2012-08-13,68
2012-08-14,58
2012-08-15,58
2012-08-16,61
2012-08-17,62
2012-08-18,57
2012-08-19,49
2012-08-20,60
2012-08-21,59
2012-08-22,56
2012-08-23,63
2012-08-24,71
2012-08-25,61
2012-08-26,57
2012-08-27,66
2012-08-28,61
2012-08-29,61
2012-08-30,65
2012-08-31,66
2012-09-01,47
2012-09-02,50
2012-09-03,45
2012-09-04,65
2012-09-05,59
2012-09-06,61
2012-09-07,59
2012-09-08,61
2012-09-09,52
2012-09-10,56
2012-09-11,62
2012-09-12,68
2012-09-13,68
2012-09-14,61
2012-09-15,54
2012-09-16,53
2012-09-17,64
2012-09-18,69
2012-09-19,57
2012-09-20,59
2012-09-21,64
2012-09-22,66
2012-09-23,63
2012-09-24,63
2012-09-25,62
2012-09-26,68
2012-09-27,61
2012-09-28,66
2012-09-29,47
2012-09-30,60
2012-10-01,65
2012-10-02,60
2012-10-03,59
2012-10-04,61
2012-10-05,67
2012-10-06,49
2012-10-07,62
2012-10-08,58
2012-10-09,66
2012-10-10,57
2012-10-11,62
2012-10-12,62
