date,YHOO
2016-08-02,64
2016-08-03,70
2016-08-04,73
2016-08-05,71
2016-08-06,46
2016-08-07,52
2016-08-08,72
2016-08-09,73
2016-08-10,71
2016-08-11,86
2016-08-12,70
2016-08-13,54
2016-08-14,54
2016-08-15,88
2016-08-16,74
2016-08-17,77
2016-08-18,77
2016-08-19,78
2016-08-20,57
2016-08-21,56
2016-08-22,98
2016-08-23,87
2016-08-24,75
2016-08-25,77
2016-08-26,86
2016-08-27,56
2016-08-28,50
2016-08-29,80
2016-08-30,74
2016-08-31,79
2016-09-01,72
2016-09-02,88
2016-09-03,52
2016-09-04,52
2016-09-05,61
2016-09-06,76
2016-09-07,77
2016-09-08,74
2016-09-09,87
2016-09-10,51
2016-09-11,54
2016-09-12,77
2016-09-13,82
2016-09-14,78
2016-09-15,67
2016-09-16,82
2016-09-17,60
2016-09-18,51
2016-09-19,79
2016-09-20,92
2016-09-21,83
2016-09-22,86
2016-09-23,100
2016-09-24,71
2016-09-25,49
2016-09-26,86
2016-09-27,92
2016-09-28,82
2016-09-29,72
2016-09-30,78
2016-10-01,64
2016-10-02,48
2016-10-03,98
2016-10-04,74
2016-10-05,76
2016-10-06,78
2016-10-07,79
2016-10-08,47
2016-10-09,53
2016-10-10,78
2016-10-11,78
2016-10-12,77
2016-10-13,87
2016-10-14,78
2016-10-15,55
2016-10-16,63
2016-10-17,73
2016-10-18,88
2016-10-19,76
2016-10-20,83
2016-10-21,73
2016-10-22,51
2016-10-23,50
2016-10-24,82
2016-10-25,79
2016-10-26,74
2016-10-27,77
2016-10-28,69
2016-10-29,62
2016-10-30,52
2016-10-31,73
2016-11-01,67
2016-11-02,68
2016-11-03,63
2016-11-04,70
2016-11-05,57
2016-11-06,51
2016-11-07,71
2016-11-08,87
2016-11-09,87
2016-11-10,78
2016-11-11,67
2016-11-12,64
2016-11-13,53
2016-11-14,78
2016-11-15,74
2016-11-16,71
2016-11-17,72
2016-11-18,76
2016-11-19,66
2016-11-20,45
2016-11-21,91
2016-11-22,73
2016-11-23,67
2016-11-24,68
2016-11-25,69
2016-11-26,59
2016-11-27,57
2016-11-28,78
2016-11-29,65
2016-11-30,69
2016-12-01,62
2016-12-02,60
2016-12-03,47
2016-12-04,47
2016-12-05,68
2016-12-06,69
2016-12-07,63
2016-12-08,71
2016-12-09,56
2016-12-10,44
2016-12-11,43
2016-12-12,60
2016-12-13,55
2016-12-14,70
2016-12-15,86
2016-12-16,74
2016-12-17,54
2016-12-18,39
2016-12-19,80
2016-12-20,63
2016-12-21,66
2016-12-22,70
2016-12-23,47
2016-12-24,47
2016-12-25,38
2016-12-26,56
2016-12-27,57
2016-12-28,48
2016-12-29,52
2016-12-30,53
2016-12-31,42
2017-01-01,39
2017-01-02,48
2017-01-03,54
2017-01-04,60
2017-01-05,71
2017-01-06,50
2017-01-07,45
2017-01-08,43
2017-01-09,54
2017-01-10,72
2017-01-11,54
2017-01-12,57
2017-01-13,43
2017-01-14,47
2017-01-15,46
2017-01-16,52
2017-01-17,66
2017-01-18,59
2017-01-19,70
2017-01-20,57
2017-01-21,45
2017-01-22,48
2017-01-23,80
2017-01-24,80
2017-01-25,67
2017-01-26,58
2017-01-27,55
2017-01-28,37
2017-01-29,38
2017-01-30,52
2017-01-31,57
2017-02-01,52
2017-02-02,51
2017-02-03,49
2017-02-04,50
2017-02-05,43
2017-02-06,49
2017-02-07,55
2017-02-08,61
2017-02-09,56
2017-02-10,60
2017-02-11,40
2017-02-12,39
2017-02-13,59
2017-02-14,48
2017-02-15,67
2017-02-16,52
2017-02-17,57
2017-02-18,42
2017-02-19,41
2017-02-20,52
2017-02-21,63
2017-02-22,57
2017-02-23,58
2017-02-24,54
2017-02-25,35
2017-02-26,30
2017-02-27,50
2017-02-28,57
2017-03-01,65
2017-03-02,63
2017-03-03,67
2017-03-04,52
2017-03-05,47
2017-03-06,58
2017-03-07,74
2017-03-08,66
2017-03-09,57
2017-03-10,59
2017-03-11,47
2017-03-12,40
2017-03-13,65
2017-03-14,67
2017-03-15,67
2017-03-16,67
2017-03-17,65
2017-03-18,46
2017-03-19,42
2017-03-20,55
2017-03-21,65
2017-03-22,63
2017-03-23,69
2017-03-24,64
2017-03-25,43
2017-03-26,53
2017-03-27,54
2017-03-28,60
2017-03-29,58
2017-03-30,68
2017-03-31,69
2017-04-01,45
2017-04-02,42
2017-04-03,62
2017-04-04,59
2017-04-05,52
2017-04-06,65
2017-04-07,70
2017-04-08,46
2017-04-09,46
2017-04-10,65
2017-04-11,59
2017-04-12,60
2017-04-13,70
2017-04-14,54
2017-04-15,46
2017-04-16,44
2017-04-17,64
2017-04-18,58
