date,REGN
2015-12-26,48
2015-12-27,44
2015-12-28,26
2015-12-29,31
2015-12-30,34
2015-12-31,21
2016-01-01,28
2016-01-02,22
2016-01-03,24
2016-01-04,33
2016-01-05,40
2016-01-06,39
2016-01-07,51
2016-01-08,48
2016-01-09,21
2016-01-10,30
2016-01-11,43
2016-01-12,44
2016-01-13,53
2016-01-14,42
2016-01-15,47
2016-01-16,34
2016-01-17,25
2016-01-18,26
2016-01-19,38
2016-01-20,37
2016-01-21,38
2016-01-22,39
2016-01-23,34
2016-01-24,34
2016-01-25,44
2016-01-26,43
2016-01-27,47
2016-01-28,48
2016-01-29,51
2016-01-30,48
2016-01-31,30
2016-02-01,43
2016-02-02,43
2016-02-03,38
2016-02-04,39
2016-02-05,41
2016-02-06,22
2016-02-07,30
2016-02-08,49
2016-02-09,63
2016-02-10,53
2016-02-11,46
2016-02-12,37
2016-02-13,22
2016-02-14,19
2016-02-15,28
2016-02-16,42
2016-02-17,31
2016-02-18,30
2016-02-19,34
2016-02-20,27
2016-02-21,37
2016-02-22,38
2016-02-23,31
2016-02-24,30
2016-02-25,29
2016-02-26,31
2016-02-27,26
2016-02-28,22
2016-02-29,39
2016-03-01,34
2016-03-02,27
2016-03-03,39
2016-03-04,34
2016-03-05,27
2016-03-06,28
2016-03-07,36
2016-03-08,40
2016-03-09,36
2016-03-10,31
2016-03-11,44
2016-03-12,21
2016-03-13,27
2016-03-14,46
2016-03-15,36
2016-03-16,40
2016-03-17,40
2016-03-18,34
2016-03-19,25
2016-03-20,14
2016-03-21,31
2016-03-22,30
2016-03-23,33
2016-03-24,25
2016-03-25,39
2016-03-26,21
2016-03-27,28
2016-03-28,37
2016-03-29,33
2016-03-30,44
2016-03-31,34
2016-04-01,49
2016-04-02,31
2016-04-03,39
2016-04-04,56
2016-04-05,45
2016-04-06,59
2016-04-07,53
2016-04-08,48
2016-04-09,26
2016-04-10,27
2016-04-11,36
2016-04-12,41
2016-04-13,36
2016-04-14,47
2016-04-15,40
2016-04-16,37
2016-04-17,43
2016-04-18,47
2016-04-19,40
2016-04-20,39
2016-04-21,47
2016-04-22,39
2016-04-23,30
2016-04-24,36
2016-04-25,43
2016-04-26,48
2016-04-27,46
2016-04-28,51
2016-04-29,44
2016-04-30,30
2016-05-01,24
2016-05-02,44
2016-05-03,43
2016-05-04,37
2016-05-05,36
2016-05-06,35
2016-05-07,29
2016-05-08,26
2016-05-09,41
2016-05-10,43
2016-05-11,44
2016-05-12,38
2016-05-13,35
2016-05-14,31
2016-05-15,57
2016-05-16,49
2016-05-17,43
2016-05-18,38
2016-05-19,42
2016-05-20,61
2016-05-21,36
2016-05-22,36
2016-05-23,55
2016-05-24,57
2016-05-25,45
2016-05-26,59
2016-05-27,54
2016-05-28,36
2016-05-29,42
2016-05-30,54
2016-05-31,48
2016-06-01,43
2016-06-02,43
2016-06-03,47
2016-06-04,29
2016-06-05,29
2016-06-06,42
2016-06-07,49
2016-06-08,44
2016-06-09,33
2016-06-10,44
2016-06-11,32
2016-06-12,32
2016-06-13,35
2016-06-14,50
2016-06-15,81
2016-06-16,95
2016-06-17,69
2016-06-18,75
2016-06-19,46
2016-06-20,60
2016-06-21,56
2016-06-22,60
2016-06-23,68
2016-06-24,100
2016-06-25,58
2016-06-26,71
2016-06-27,53
2016-06-28,42
2016-06-29,58
2016-06-30,60
2016-07-01,64
2016-07-02,74
2016-07-03,53
2016-07-04,38
2016-07-05,62
2016-07-06,65
2016-07-07,51
2016-07-08,49
2016-07-09,50
2016-07-10,53
2016-07-11,69
2016-07-12,61
2016-07-13,45
2016-07-14,40
2016-07-15,49
2016-07-16,35
2016-07-17,31
2016-07-18,38
2016-07-19,27
2016-07-20,27
2016-07-21,32
2016-07-22,31
2016-07-23,31
2016-07-24,34
2016-07-25,68
2016-07-26,72
2016-07-27,60
2016-07-28,50
2016-07-29,46
2016-07-30,50
2016-07-31,49
2016-08-01,53
2016-08-02,49
2016-08-03,70
2016-08-04,83
2016-08-05,50
2016-08-06,55
2016-08-07,42
2016-08-08,63
2016-08-09,63
2016-08-10,62
2016-08-11,59
2016-08-12,64
2016-08-13,47
2016-08-14,45
2016-08-15,39
2016-08-16,36
2016-08-17,50
2016-08-18,44
2016-08-19,42
2016-08-20,37
2016-08-21,36
2016-08-22,49
2016-08-23,45
2016-08-24,50
2016-08-25,40
2016-08-26,47
2016-08-27,30
2016-08-28,58
2016-08-29,52
2016-08-30,53
2016-08-31,43
2016-09-01,44
2016-09-02,48
2016-09-03,39
2016-09-04,40
2016-09-05,36
2016-09-06,40
2016-09-07,39
2016-09-08,40
2016-09-09,31
2016-09-10,30
2016-09-11,34
