date,REGN
2013-06-29,60
2013-06-30,31
2013-07-01,48
2013-07-02,40
2013-07-03,43
2013-07-04,34
2013-07-05,29
2013-07-06,21
2013-07-07,20
2013-07-08,40
2013-07-09,43
2013-07-10,65
2013-07-11,44
2013-07-12,46
2013-07-13,29
2013-07-14,35
2013-07-15,42
2013-07-16,37
2013-07-17,32
2013-07-18,42
2013-07-19,48
2013-07-20,29
2013-07-21,27
2013-07-22,30
2013-07-23,38
2013-07-24,40
2013-07-25,52
2013-07-26,49
2013-07-27,79
2013-07-28,61
2013-07-29,63
2013-07-30,96
2013-07-31,69
2013-08-01,51
2013-08-02,44
2013-08-03,67
2013-08-04,39
2013-08-05,44
2013-08-06,88
2013-08-07,66
2013-08-08,100
2013-08-09,43
2013-08-10,62
2013-08-11,96
2013-08-12,82
2013-08-13,85
2013-08-14,75
2013-08-15,58
2013-08-16,65
2013-08-17,62
2013-08-18,48
2013-08-19,52
2013-08-20,50
2013-08-21,45
2013-08-22,36
2013-08-23,46
2013-08-24,28
2013-08-25,32
2013-08-26,42
2013-08-27,37
2013-08-28,37
2013-08-29,38
2013-08-30,43
2013-08-31,63
2013-09-01,55
2013-09-02,60
2013-09-03,41
2013-09-04,67
2013-09-05,47
2013-09-06,51
2013-09-07,39
2013-09-08,26
2013-09-09,60
2013-09-10,57
2013-09-11,51
2013-09-12,55
2013-09-13,48
2013-09-14,46
2013-09-15,75
2013-09-16,92
2013-09-17,79
2013-09-18,88
2013-09-19,62
2013-09-20,59
2013-09-21,39
2013-09-22,50
2013-09-23,42
2013-09-24,59
2013-09-25,49
2013-09-26,54
2013-09-27,54
2013-09-28,39
2013-09-29,46
2013-09-30,49
2013-10-01,66
2013-10-02,53
2013-10-03,44
2013-10-04,42
2013-10-05,30
2013-10-06,33
2013-10-07,56
2013-10-08,55
2013-10-09,62
2013-10-10,51
2013-10-11,38
2013-10-12,31
2013-10-13,43
2013-10-14,65
2013-10-15,42
2013-10-16,65
2013-10-17,65
2013-10-18,60
2013-10-19,36
2013-10-20,50
2013-10-21,76
2013-10-22,58
2013-10-23,57
2013-10-24,57
2013-10-25,44
2013-10-26,39
2013-10-27,50
2013-10-28,57
2013-10-29,60
2013-10-30,58
2013-10-31,57
2013-11-01,43
2013-11-02,45
2013-11-03,37
2013-11-04,50
2013-11-05,79
2013-11-06,56
2013-11-07,54
2013-11-08,67
2013-11-09,38
2013-11-10,38
2013-11-11,51
2013-11-12,63
2013-11-13,56
2013-11-14,57
2013-11-15,61
2013-11-16,45
2013-11-17,31
2013-11-18,47
2013-11-19,42
2013-11-20,38
2013-11-21,53
2013-11-22,49
2013-11-23,38
2013-11-24,32
2013-11-25,42
2013-11-26,43
2013-11-27,50
2013-11-28,41
2013-11-29,41
2013-11-30,35
2013-12-01,39
2013-12-02,43
2013-12-03,52
2013-12-04,60
2013-12-05,50
2013-12-06,44
2013-12-07,32
2013-12-08,28
2013-12-09,43
2013-12-10,50
2013-12-11,46
2013-12-12,40
2013-12-13,52
2013-12-14,27
2013-12-15,40
2013-12-16,43
2013-12-17,40
2013-12-18,55
2013-12-19,54
2013-12-20,57
2013-12-21,29
2013-12-22,32
2013-12-23,33
2013-12-24,31
2013-12-25,46
2013-12-26,40
2013-12-27,38
2013-12-28,27
2013-12-29,34
2013-12-30,34
2013-12-31,32
2014-01-01,24
2014-01-02,54
2014-01-03,63
2014-01-04,30
2014-01-05,37
2014-01-06,44
2014-01-07,50
2014-01-08,47
2014-01-09,54
2014-01-10,47
2014-01-11,38
2014-01-12,32
2014-01-13,47
2014-01-14,61
2014-01-15,66
2014-01-16,65
2014-01-17,59
2014-01-18,22
2014-01-19,34
2014-01-20,32
2014-01-21,41
2014-01-22,50
2014-01-23,44
2014-01-24,40
2014-01-25,30
2014-01-26,40
2014-01-27,49
2014-01-28,51
2014-01-29,55
2014-01-30,42
2014-01-31,51
2014-02-01,47
2014-02-02,52
2014-02-03,52
2014-02-04,44
2014-02-05,44
2014-02-06,33
2014-02-07,49
2014-02-08,40
2014-02-09,46
2014-02-10,59
2014-02-11,80
2014-02-12,62
2014-02-13,61
2014-02-14,44
2014-02-15,43
2014-02-16,41
2014-02-17,42
2014-02-18,60
2014-02-19,58
2014-02-20,48
2014-02-21,45
2014-02-22,46
2014-02-23,27
2014-02-24,58
2014-02-25,49
2014-02-26,55
2014-02-27,57
2014-02-28,62
2014-03-01,29
2014-03-02,51
2014-03-03,49
2014-03-04,51
2014-03-05,36
2014-03-06,58
2014-03-07,76
2014-03-08,44
2014-03-09,39
2014-03-10,57
2014-03-11,50
2014-03-12,50
2014-03-13,63
2014-03-14,52
2014-03-15,23
2014-03-16,37
