date,REGN
2015-04-10,38
2015-04-11,25
2015-04-12,35
2015-04-13,52
2015-04-14,29
2015-04-15,36
2015-04-16,33
2015-04-17,46
2015-04-18,22
2015-04-19,32
2015-04-20,35
2015-04-21,29
2015-04-22,35
2015-04-23,51
2015-04-24,35
2015-04-25,36
2015-04-26,26
2015-04-27,28
2015-04-28,35
2015-04-29,32
2015-04-30,35
2015-05-01,41
2015-05-02,32
2015-05-03,26
2015-05-04,68
2015-05-05,67
2015-05-06,53
2015-05-07,64
2015-05-08,34
2015-05-09,37
2015-05-10,45
2015-05-11,47
2015-05-12,67
2015-05-13,51
2015-05-14,37
2015-05-15,35
2015-05-16,58
2015-05-17,47
2015-05-18,48
2015-05-19,54
2015-05-20,51
2015-05-21,51
2015-05-22,56
2015-05-23,41
2015-05-24,39
2015-05-25,43
2015-05-26,58
2015-05-27,46
2015-05-28,63
2015-05-29,68
2015-05-30,68
2015-05-31,51
2015-06-01,54
2015-06-02,71
2015-06-03,62
2015-06-04,42
2015-06-05,45
2015-06-06,35
2015-06-07,46
2015-06-08,55
2015-06-09,67
2015-06-10,83
2015-06-11,39
2015-06-12,38
2015-06-13,28
2015-06-14,43
2015-06-15,38
2015-06-16,61
2015-06-17,79
2015-06-18,82
2015-06-19,53
2015-06-20,32
2015-06-21,31
2015-06-22,56
2015-06-23,64
2015-06-24,61
2015-06-25,54
2015-06-26,45
2015-06-27,23
2015-06-28,27
2015-06-29,31
2015-06-30,31
2015-07-01,27
2015-07-02,29
2015-07-03,25
2015-07-04,34
2015-07-05,52
2015-07-06,68
2015-07-07,46
2015-07-08,75
2015-07-09,74
2015-07-10,47
2015-07-11,38
2015-07-12,34
2015-07-13,38
2015-07-14,39
2015-07-15,56
2015-07-16,36
2015-07-17,42
2015-07-18,69
2015-07-19,26
2015-07-20,54
2015-07-21,57
2015-07-22,46
2015-07-23,47
2015-07-24,93
2015-07-25,100
2015-07-26,66
2015-07-27,62
2015-07-28,64
2015-07-29,71
2015-07-30,72
2015-07-31,50
2015-08-01,37
2015-08-02,38
2015-08-03,53
2015-08-04,81
2015-08-05,62
2015-08-06,41
2015-08-07,50
2015-08-08,37
2015-08-09,27
2015-08-10,38
2015-08-11,68
2015-08-12,72
2015-08-13,49
2015-08-14,36
2015-08-15,35
2015-08-16,27
2015-08-17,38
2015-08-18,37
2015-08-19,34
2015-08-20,33
2015-08-21,28
2015-08-22,17
2015-08-23,23
2015-08-24,66
2015-08-25,69
2015-08-26,60
2015-08-27,63
2015-08-28,45
2015-08-29,28
2015-08-30,29
2015-08-31,65
2015-09-01,72
2015-09-02,76
2015-09-03,57
2015-09-04,50
2015-09-05,71
2015-09-06,90
2015-09-07,44
2015-09-08,49
2015-09-09,40
2015-09-10,44
2015-09-11,25
2015-09-12,25
2015-09-13,48
2015-09-14,44
2015-09-15,72
2015-09-16,57
2015-09-17,68
2015-09-18,59
2015-09-19,29
2015-09-20,27
2015-09-21,49
2015-09-22,54
2015-09-23,53
2015-09-24,41
2015-09-25,39
2015-09-26,32
2015-09-27,24
2015-09-28,34
2015-09-29,43
2015-09-30,41
2015-10-01,33
2015-10-02,33
2015-10-03,21
2015-10-04,46
2015-10-05,48
2015-10-06,36
2015-10-07,39
2015-10-08,42
2015-10-09,43
2015-10-10,16
2015-10-11,29
2015-10-12,37
2015-10-13,42
2015-10-14,36
2015-10-15,38
2015-10-16,32
2015-10-17,33
2015-10-18,24
2015-10-19,31
2015-10-20,33
2015-10-21,35
2015-10-22,38
2015-10-23,32
2015-10-24,27
2015-10-25,45
2015-10-26,50
2015-10-27,47
2015-10-28,35
2015-10-29,33
2015-10-30,26
2015-10-31,24
2015-11-01,26
2015-11-02,36
2015-11-03,31
2015-11-04,46
2015-11-05,29
2015-11-06,35
2015-11-07,37
2015-11-08,23
2015-11-09,40
2015-11-10,31
2015-11-11,31
2015-11-12,44
2015-11-13,37
2015-11-14,17
2015-11-15,22
2015-11-16,46
2015-11-17,52
2015-11-18,36
2015-11-19,48
2015-11-20,45
2015-11-21,23
2015-11-22,28
2015-11-23,24
2015-11-24,37
2015-11-25,32
2015-11-26,35
2015-11-27,32
2015-11-28,45
2015-11-29,30
2015-11-30,49
2015-12-01,38
2015-12-02,37
2015-12-03,38
2015-12-04,39
2015-12-05,30
2015-12-06,31
2015-12-07,33
2015-12-08,43
2015-12-09,26
2015-12-10,34
2015-12-11,32
2015-12-12,23
2015-12-13,34
2015-12-14,31
2015-12-15,42
2015-12-16,29
2015-12-17,36
2015-12-18,33
2015-12-19,21
2015-12-20,36
2015-12-21,25
2015-12-22,39
2015-12-23,29
2015-12-24,27
2015-12-25,22
2015-12-26,37
