date,REGN
2016-07-30,48
2016-07-31,39
2016-08-01,67
2016-08-02,60
2016-08-03,79
2016-08-04,100
2016-08-05,65
2016-08-06,42
2016-08-07,60
2016-08-08,83
2016-08-09,71
2016-08-10,84
2016-08-11,75
2016-08-12,70
2016-08-13,49
2016-08-14,32
2016-08-15,36
2016-08-16,38
2016-08-17,40
2016-08-18,64
2016-08-19,48
2016-08-20,43
2016-08-21,51
2016-08-22,53
2016-08-23,47
2016-08-24,51
2016-08-25,62
2016-08-26,52
2016-08-27,40
2016-08-28,68
2016-08-29,66
2016-08-30,51
2016-08-31,63
2016-09-01,54
2016-09-02,52
2016-09-03,40
2016-09-04,46
2016-09-05,40
2016-09-06,51
2016-09-07,42
2016-09-08,36
2016-09-09,51
2016-09-10,41
2016-09-11,38
2016-09-12,54
2016-09-13,34
2016-09-14,37
2016-09-15,40
2016-09-16,37
2016-09-17,22
2016-09-18,36
2016-09-19,31
2016-09-20,42
2016-09-21,47
2016-09-22,41
2016-09-23,53
2016-09-24,18
2016-09-25,41
2016-09-26,44
2016-09-27,50
2016-09-28,73
2016-09-29,65
2016-09-30,72
2016-10-01,25
2016-10-02,42
2016-10-03,47
2016-10-04,41
2016-10-05,30
2016-10-06,44
2016-10-07,43
2016-10-08,34
2016-10-09,38
2016-10-10,47
2016-10-11,42
2016-10-12,47
2016-10-13,39
2016-10-14,36
2016-10-15,34
2016-10-16,33
2016-10-17,53
2016-10-18,45
2016-10-19,43
2016-10-20,46
2016-10-21,62
2016-10-22,39
2016-10-23,64
2016-10-24,49
2016-10-25,57
2016-10-26,47
2016-10-27,42
2016-10-28,58
2016-10-29,48
2016-10-30,52
2016-10-31,48
2016-11-01,59
2016-11-02,61
2016-11-03,55
2016-11-04,61
2016-11-05,45
2016-11-06,34
2016-11-07,49
2016-11-08,48
2016-11-09,54
2016-11-10,70
2016-11-11,58
2016-11-12,77
2016-11-13,34
2016-11-14,49
2016-11-15,79
2016-11-16,49
2016-11-17,57
2016-11-18,50
2016-11-19,30
2016-11-20,44
2016-11-21,53
2016-11-22,45
2016-11-23,33
2016-11-24,35
2016-11-25,39
2016-11-26,26
2016-11-27,29
2016-11-28,36
2016-11-29,37
2016-11-30,36
2016-12-01,39
2016-12-02,37
2016-12-03,34
2016-12-04,42
2016-12-05,44
2016-12-06,53
2016-12-07,62
2016-12-08,34
2016-12-09,44
2016-12-10,32
2016-12-11,43
2016-12-12,49
2016-12-13,57
2016-12-14,44
2016-12-15,46
2016-12-16,44
2016-12-17,21
2016-12-18,34
2016-12-19,43
2016-12-20,42
2016-12-21,29
2016-12-22,32
2016-12-23,36
2016-12-24,26
2016-12-25,27
2016-12-26,23
2016-12-27,22
2016-12-28,33
2016-12-29,39
2016-12-30,23
2016-12-31,14
2017-01-01,25
2017-01-02,36
2017-01-03,48
2017-01-04,49
2017-01-05,74
2017-01-06,85
2017-01-07,53
2017-01-08,51
2017-01-09,57
2017-01-10,61
2017-01-11,56
2017-01-12,54
2017-01-13,47
2017-01-14,29
2017-01-15,35
2017-01-16,49
2017-01-17,53
2017-01-18,53
2017-01-19,39
2017-01-20,41
2017-01-21,27
2017-01-22,38
2017-01-23,41
2017-01-24,56
2017-01-25,36
2017-01-26,48
2017-01-27,42
2017-01-28,27
2017-01-29,28
2017-01-30,48
2017-01-31,51
2017-02-01,38
2017-02-02,36
2017-02-03,43
2017-02-04,32
2017-02-05,26
2017-02-06,48
2017-02-07,46
2017-02-08,49
2017-02-09,62
2017-02-10,40
2017-02-11,31
2017-02-12,28
2017-02-13,38
2017-02-14,39
2017-02-15,39
2017-02-16,47
2017-02-17,35
2017-02-18,25
2017-02-19,28
2017-02-20,32
2017-02-21,45
2017-02-22,46
2017-02-23,40
2017-02-24,37
2017-02-25,37
2017-02-26,27
2017-02-27,50
2017-02-28,54
2017-03-01,43
2017-03-02,40
2017-03-03,48
2017-03-04,26
2017-03-05,25
2017-03-06,38
2017-03-07,38
2017-03-08,35
2017-03-09,54
2017-03-10,27
2017-03-11,27
2017-03-12,35
2017-03-13,39
2017-03-14,38
2017-03-15,44
2017-03-16,41
2017-03-17,45
2017-03-18,42
2017-03-19,42
2017-03-20,53
2017-03-21,48
2017-03-22,45
2017-03-23,48
2017-03-24,44
2017-03-25,24
2017-03-26,21
2017-03-27,60
2017-03-28,57
2017-03-29,63
2017-03-30,70
2017-03-31,60
2017-04-01,30
2017-04-02,26
2017-04-03,52
2017-04-04,55
2017-04-05,48
2017-04-06,39
2017-04-07,37
2017-04-08,21
2017-04-09,35
2017-04-10,55
2017-04-11,44
2017-04-12,39
2017-04-13,41
2017-04-14,35
