date,REGN
2013-11-06,56
2013-11-07,68
2013-11-08,45
2013-11-09,35
2013-11-10,28
2013-11-11,53
2013-11-12,63
2013-11-13,61
2013-11-14,59
2013-11-15,62
2013-11-16,48
2013-11-17,42
2013-11-18,45
2013-11-19,43
2013-11-20,34
2013-11-21,45
2013-11-22,44
2013-11-23,36
2013-11-24,32
2013-11-25,42
2013-11-26,41
2013-11-27,52
2013-11-28,32
2013-11-29,31
2013-11-30,28
2013-12-01,35
2013-12-02,37
2013-12-03,36
2013-12-04,51
2013-12-05,58
2013-12-06,51
2013-12-07,38
2013-12-08,25
2013-12-09,31
2013-12-10,39
2013-12-11,35
2013-12-12,45
2013-12-13,37
2013-12-14,32
2013-12-15,39
2013-12-16,40
2013-12-17,48
2013-12-18,49
2013-12-19,50
2013-12-20,30
2013-12-21,25
2013-12-22,25
2013-12-23,43
2013-12-24,28
2013-12-25,32
2013-12-26,26
2013-12-27,37
2013-12-28,23
2013-12-29,26
2013-12-30,30
2013-12-31,24
2014-01-01,27
2014-01-02,47
2014-01-03,61
2014-01-04,26
2014-01-05,26
2014-01-06,60
2014-01-07,42
2014-01-08,43
2014-01-09,69
2014-01-10,37
2014-01-11,41
2014-01-12,39
2014-01-13,42
2014-01-14,83
2014-01-15,62
2014-01-16,53
2014-01-17,56
2014-01-18,32
2014-01-19,18
2014-01-20,33
2014-01-21,42
2014-01-22,56
2014-01-23,52
2014-01-24,39
2014-01-25,27
2014-01-26,38
2014-01-27,42
2014-01-28,46
2014-01-29,47
2014-01-30,56
2014-01-31,48
2014-02-01,43
2014-02-02,48
2014-02-03,51
2014-02-04,38
2014-02-05,54
2014-02-06,44
2014-02-07,59
2014-02-08,44
2014-02-09,54
2014-02-10,69
2014-02-11,86
2014-02-12,59
2014-02-13,47
2014-02-14,32
2014-02-15,37
2014-02-16,35
2014-02-17,30
2014-02-18,46
2014-02-19,58
2014-02-20,61
2014-02-21,51
2014-02-22,39
2014-02-23,40
2014-02-24,52
2014-02-25,60
2014-02-26,45
2014-02-27,53
2014-02-28,67
2014-03-01,24
2014-03-02,53
2014-03-03,61
2014-03-04,55
2014-03-05,39
2014-03-06,59
2014-03-07,76
2014-03-08,49
2014-03-09,40
2014-03-10,55
2014-03-11,43
2014-03-12,43
2014-03-13,61
2014-03-14,55
2014-03-15,24
2014-03-16,33
2014-03-17,50
2014-03-18,38
2014-03-19,48
2014-03-20,57
2014-03-21,53
2014-03-22,35
2014-03-23,72
2014-03-24,31
2014-03-25,43
2014-03-26,46
2014-03-27,50
2014-03-28,39
2014-03-29,22
2014-03-30,22
2014-03-31,46
2014-04-01,56
2014-04-02,52
2014-04-03,60
2014-04-04,37
2014-04-05,46
2014-04-06,53
2014-04-07,74
2014-04-08,88
2014-04-09,63
2014-04-10,47
2014-04-11,62
2014-04-12,40
2014-04-13,42
2014-04-14,34
2014-04-15,52
2014-04-16,46
2014-04-17,54
2014-04-18,35
2014-04-19,33
2014-04-20,29
2014-04-21,29
2014-04-22,33
2014-04-23,45
2014-04-24,26
2014-04-25,37
2014-04-26,92
2014-04-27,25
2014-04-28,45
2014-04-29,48
2014-04-30,76
2014-05-01,43
2014-05-02,50
2014-05-03,27
2014-05-04,28
2014-05-05,73
2014-05-06,66
2014-05-07,100
2014-05-08,71
2014-05-09,78
2014-05-10,56
2014-05-11,63
2014-05-12,72
2014-05-13,64
2014-05-14,64
2014-05-15,51
2014-05-16,47
2014-05-17,37
2014-05-18,71
2014-05-19,75
2014-05-20,89
2014-05-21,64
2014-05-22,48
2014-05-23,92
2014-05-24,45
2014-05-25,35
2014-05-26,39
2014-05-27,47
2014-05-28,38
2014-05-29,42
2014-05-30,51
2014-05-31,47
2014-06-01,37
2014-06-02,52
2014-06-03,73
2014-06-04,57
2014-06-05,55
2014-06-06,50
2014-06-07,41
2014-06-08,31
2014-06-09,45
2014-06-10,54
2014-06-11,58
2014-06-12,56
2014-06-13,40
2014-06-14,19
2014-06-15,50
2014-06-16,45
2014-06-17,48
2014-06-18,52
2014-06-19,66
2014-06-20,58
2014-06-21,50
2014-06-22,53
2014-06-23,71
2014-06-24,68
2014-06-25,66
2014-06-26,67
2014-06-27,95
2014-06-28,95
2014-06-29,84
2014-06-30,49
2014-07-01,71
2014-07-02,50
2014-07-03,54
2014-07-04,48
2014-07-05,52
2014-07-06,57
2014-07-07,63
2014-07-08,57
2014-07-09,39
2014-07-10,41
2014-07-11,55
2014-07-12,54
2014-07-13,82
2014-07-14,72
2014-07-15,68
2014-07-16,28
2014-07-17,46
2014-07-18,31
2014-07-19,36
2014-07-20,24
2014-07-21,35
2014-07-22,67
2014-07-23,32
2014-07-24,34
