date,REGN
2014-03-16,14
2014-03-17,19
2014-03-18,19
2014-03-19,29
2014-03-20,21
2014-03-21,23
2014-03-22,11
2014-03-23,32
2014-03-24,20
2014-03-25,14
2014-03-26,20
2014-03-27,23
2014-03-28,23
2014-03-29,8
2014-03-30,12
2014-03-31,20
2014-04-01,31
2014-04-02,26
2014-04-03,24
2014-04-04,18
2014-04-05,21
2014-04-06,19
2014-04-07,26
2014-04-08,36
2014-04-09,32
2014-04-10,16
2014-04-11,22
2014-04-12,22
2014-04-13,18
2014-04-14,25
2014-04-15,17
2014-04-16,20
2014-04-17,21
2014-04-18,12
2014-04-19,12
2014-04-20,14
2014-04-21,15
2014-04-22,19
2014-04-23,20
2014-04-24,14
2014-04-25,20
2014-04-26,38
2014-04-27,13
2014-04-28,22
2014-04-29,26
2014-04-30,23
2014-05-01,25
2014-05-02,23
2014-05-03,11
2014-05-04,21
2014-05-05,23
2014-05-06,33
2014-05-07,29
2014-05-08,31
2014-05-09,21
2014-05-10,23
2014-05-11,24
2014-05-12,28
2014-05-13,32
2014-05-14,22
2014-05-15,17
2014-05-16,21
2014-05-17,23
2014-05-18,22
2014-05-19,34
2014-05-20,31
2014-05-21,24
2014-05-22,21
2014-05-23,33
2014-05-24,24
2014-05-25,14
2014-05-26,15
2014-05-27,19
2014-05-28,16
2014-05-29,15
2014-05-30,24
2014-05-31,22
2014-06-01,11
2014-06-02,25
2014-06-03,30
2014-06-04,26
2014-06-05,28
2014-06-06,19
2014-06-07,16
2014-06-08,19
2014-06-09,23
2014-06-10,14
2014-06-11,27
2014-06-12,14
2014-06-13,23
2014-06-14,13
2014-06-15,21
2014-06-16,21
2014-06-17,24
2014-06-18,21
2014-06-19,34
2014-06-20,29
2014-06-21,23
2014-06-22,26
2014-06-23,25
2014-06-24,21
2014-06-25,27
2014-06-26,29
2014-06-27,32
2014-06-28,37
2014-06-29,25
2014-06-30,27
2014-07-01,30
2014-07-02,24
2014-07-03,24
2014-07-04,18
2014-07-05,15
2014-07-06,26
2014-07-07,27
2014-07-08,24
2014-07-09,17
2014-07-10,19
2014-07-11,14
2014-07-12,27
2014-07-13,46
2014-07-14,30
2014-07-15,31
2014-07-16,13
2014-07-17,15
2014-07-18,20
2014-07-19,10
2014-07-20,8
2014-07-21,14
2014-07-22,20
2014-07-23,16
2014-07-24,22
2014-07-25,13
2014-07-26,30
2014-07-27,51
2014-07-28,41
2014-07-29,25
2014-07-30,42
2014-07-31,24
2014-08-01,26
2014-08-02,23
2014-08-03,52
2014-08-04,31
2014-08-05,48
2014-08-06,27
2014-08-07,28
2014-08-08,28
2014-08-09,20
2014-08-10,31
2014-08-11,37
2014-08-12,37
2014-08-13,33
2014-08-14,30
2014-08-15,37
2014-08-16,30
2014-08-17,41
2014-08-18,41
2014-08-19,42
2014-08-20,36
2014-08-21,31
2014-08-22,19
2014-08-23,22
2014-08-24,23
2014-08-25,28
2014-08-26,28
2014-08-27,22
2014-08-28,20
2014-08-29,23
2014-08-30,19
2014-08-31,100
2014-09-01,28
2014-09-02,37
2014-09-03,27
2014-09-04,22
2014-09-05,17
2014-09-06,19
2014-09-07,18
2014-09-08,35
2014-09-09,34
2014-09-10,21
2014-09-11,16
2014-09-12,19
2014-09-13,19
2014-09-14,19
2014-09-15,21
2014-09-16,21
2014-09-17,21
2014-09-18,22
2014-09-19,14
2014-09-20,13
2014-09-21,33
2014-09-22,36
2014-09-23,25
2014-09-24,27
2014-09-25,22
2014-09-26,24
2014-09-27,15
2014-09-28,17
2014-09-29,19
2014-09-30,19
2014-10-01,24
2014-10-02,26
2014-10-03,17
2014-10-04,16
2014-10-05,22
2014-10-06,18
2014-10-07,27
2014-10-08,37
2014-10-09,26
2014-10-10,19
2014-10-11,15
2014-10-12,23
2014-10-13,26
2014-10-14,23
2014-10-15,35
2014-10-16,51
2014-10-17,39
2014-10-18,30
2014-10-19,32
2014-10-20,28
2014-10-21,33
2014-10-22,28
2014-10-23,29
2014-10-24,30
2014-10-25,22
2014-10-26,26
2014-10-27,20
2014-10-28,25
2014-10-29,28
2014-10-30,23
2014-10-31,26
2014-11-01,15
2014-11-02,16
2014-11-03,26
2014-11-04,30
2014-11-05,29
2014-11-06,25
2014-11-07,23
2014-11-08,14
2014-11-09,17
2014-11-10,22
2014-11-11,23
2014-11-12,21
2014-11-13,24
2014-11-14,28
2014-11-15,12
2014-11-16,16
2014-11-17,23
2014-11-18,21
2014-11-19,30
2014-11-20,34
2014-11-21,21
2014-11-22,17
2014-11-23,14
2014-11-24,27
2014-11-25,21
2014-11-26,21
2014-11-27,14
2014-11-28,19
2014-11-29,16
2014-11-30,15
2014-12-01,14
