date,REGN
2010-08-24,82
2010-08-25,64
2010-08-26,71
2010-08-27,39
2010-08-28,82
2010-08-29,59
2010-08-30,49
2010-08-31,58
2010-09-01,59
2010-09-02,60
2010-09-03,35
2010-09-04,13
2010-09-05,46
2010-09-06,37
2010-09-07,49
2010-09-08,51
2010-09-09,39
2010-09-10,62
2010-09-11,63
2010-09-12,52
2010-09-13,75
2010-09-14,95
2010-09-15,61
2010-09-16,59
2010-09-17,64
2010-09-18,79
2010-09-19,44
2010-09-20,35
2010-09-21,70
2010-09-22,48
2010-09-23,63
2010-09-24,53
2010-09-25,57
2010-09-26,51
2010-09-27,25
2010-09-28,49
2010-09-29,47
2010-09-30,38
2010-10-01,30
2010-10-02,56
2010-10-03,58
2010-10-04,62
2010-10-05,53
2010-10-06,66
2010-10-07,77
2010-10-08,43
2010-10-09,36
2010-10-10,72
2010-10-11,44
2010-10-12,35
2010-10-13,50
2010-10-14,43
2010-10-15,29
2010-10-16,43
2010-10-17,27
2010-10-18,64
2010-10-19,60
2010-10-20,49
2010-10-21,37
2010-10-22,36
2010-10-23,39
2010-10-24,34
2010-10-25,48
2010-10-26,39
2010-10-27,46
2010-10-28,50
2010-10-29,39
2010-10-30,23
2010-10-31,51
2010-11-01,54
2010-11-02,47
2010-11-03,62
2010-11-04,45
2010-11-05,42
2010-11-06,42
2010-11-07,18
2010-11-08,38
2010-11-09,69
2010-11-10,36
2010-11-11,31
2010-11-12,26
2010-11-13,23
2010-11-14,52
2010-11-15,73
2010-11-16,27
2010-11-17,55
2010-11-18,24
2010-11-19,38
2010-11-20,26
2010-11-21,66
2010-11-22,90
2010-11-23,56
2010-11-24,45
2010-11-25,45
2010-11-26,46
2010-11-27,41
2010-11-28,44
2010-11-29,46
2010-11-30,44
2010-12-01,29
2010-12-02,29
2010-12-03,43
2010-12-04,44
2010-12-05,40
2010-12-06,41
2010-12-07,42
2010-12-08,43
2010-12-09,42
2010-12-10,76
2010-12-11,56
2010-12-12,33
2010-12-13,55
2010-12-14,38
2010-12-15,67
2010-12-16,46
2010-12-17,42
2010-12-18,38
2010-12-19,19
2010-12-20,43
2010-12-21,34
2010-12-22,22
2010-12-23,24
2010-12-24,24
2010-12-25,37
2010-12-26,41
2010-12-27,30
2010-12-28,36
2010-12-29,36
2010-12-30,17
2010-12-31,48
2011-01-01,39
2011-01-02,57
2011-01-03,52
2011-01-04,95
2011-01-05,27
2011-01-06,21
2011-01-07,33
2011-01-08,50
2011-01-09,42
2011-01-10,23
2011-01-11,51
2011-01-12,42
2011-01-13,37
2011-01-14,41
2011-01-15,56
2011-01-16,56
2011-01-17,53
2011-01-18,39
2011-01-19,28
2011-01-20,25
2011-01-21,27
2011-01-22,21
2011-01-23,41
2011-01-24,47
2011-01-25,52
2011-01-26,39
2011-01-27,31
2011-01-28,24
2011-01-29,47
2011-01-30,30
2011-01-31,37
2011-02-01,32
2011-02-02,37
2011-02-03,24
2011-02-04,31
2011-02-05,24
2011-02-06,36
2011-02-07,40
2011-02-08,43
2011-02-09,52
2011-02-10,53
2011-02-11,32
2011-02-12,31
2011-02-13,47
2011-02-14,36
2011-02-15,42
2011-02-16,30
2011-02-17,16
2011-02-18,32
2011-02-19,30
2011-02-20,51
2011-02-21,30
2011-02-22,48
2011-02-23,36
2011-02-24,49
2011-02-25,29
2011-02-26,44
2011-02-27,46
2011-02-28,50
2011-03-01,45
2011-03-02,27
2011-03-03,33
2011-03-04,18
2011-03-05,14
2011-03-06,21
2011-03-07,58
2011-03-08,61
2011-03-09,33
2011-03-10,46
2011-03-11,42
2011-03-12,31
2011-03-13,40
2011-03-14,31
2011-03-15,49
2011-03-16,40
2011-03-17,55
2011-03-18,34
2011-03-19,30
2011-03-20,54
2011-03-21,59
2011-03-22,54
2011-03-23,73
2011-03-24,42
2011-03-25,43
2011-03-26,24
2011-03-27,26
2011-03-28,37
2011-03-29,69
2011-03-30,92
2011-03-31,100
2011-04-01,34
2011-04-02,45
2011-04-03,47
2011-04-04,58
2011-04-05,69
2011-04-06,52
2011-04-07,47
2011-04-08,37
2011-04-09,35
2011-04-10,51
2011-04-11,70
2011-04-12,53
2011-04-13,35
2011-04-14,69
2011-04-15,40
2011-04-16,41
2011-04-17,28
2011-04-18,17
2011-04-19,39
2011-04-20,34
2011-04-21,18
2011-04-22,55
2011-04-23,33
2011-04-24,33
2011-04-25,48
2011-04-26,51
2011-04-27,94
2011-04-28,52
2011-04-29,60
2011-04-30,34
2011-05-01,72
2011-05-02,59
2011-05-03,69
2011-05-04,43
2011-05-05,55
2011-05-06,29
2011-05-07,35
2011-05-08,45
2011-05-09,50
2011-05-10,43
2011-05-11,51
