date,REGN
2015-08-18,43
2015-08-19,47
2015-08-20,34
2015-08-21,32
2015-08-22,23
2015-08-23,31
2015-08-24,87
2015-08-25,75
2015-08-26,64
2015-08-27,77
2015-08-28,62
2015-08-29,33
2015-08-30,46
2015-08-31,85
2015-09-01,83
2015-09-02,88
2015-09-03,77
2015-09-04,63
2015-09-05,96
2015-09-06,100
2015-09-07,59
2015-09-08,51
2015-09-09,45
2015-09-10,52
2015-09-11,31
2015-09-12,34
2015-09-13,62
2015-09-14,52
2015-09-15,79
2015-09-16,64
2015-09-17,82
2015-09-18,60
2015-09-19,43
2015-09-20,30
2015-09-21,60
2015-09-22,70
2015-09-23,63
2015-09-24,53
2015-09-25,49
2015-09-26,36
2015-09-27,36
2015-09-28,49
2015-09-29,64
2015-09-30,57
2015-10-01,42
2015-10-02,46
2015-10-03,23
2015-10-04,58
2015-10-05,70
2015-10-06,50
2015-10-07,41
2015-10-08,47
2015-10-09,60
2015-10-10,29
2015-10-11,30
2015-10-12,41
2015-10-13,47
2015-10-14,39
2015-10-15,63
2015-10-16,42
2015-10-17,37
2015-10-18,31
2015-10-19,54
2015-10-20,40
2015-10-21,39
2015-10-22,45
2015-10-23,35
2015-10-24,33
2015-10-25,56
2015-10-26,67
2015-10-27,47
2015-10-28,45
2015-10-29,39
2015-10-30,25
2015-10-31,26
2015-11-01,33
2015-11-02,50
2015-11-03,39
2015-11-04,62
2015-11-05,41
2015-11-06,52
2015-11-07,42
2015-11-08,30
2015-11-09,65
2015-11-10,36
2015-11-11,31
2015-11-12,51
2015-11-13,59
2015-11-14,28
2015-11-15,35
2015-11-16,56
2015-11-17,54
2015-11-18,54
2015-11-19,59
2015-11-20,45
2015-11-21,27
2015-11-22,40
2015-11-23,35
2015-11-24,51
2015-11-25,51
2015-11-26,40
2015-11-27,48
2015-11-28,45
2015-11-29,52
2015-11-30,55
2015-12-01,59
2015-12-02,45
2015-12-03,55
2015-12-04,51
2015-12-05,37
2015-12-06,45
2015-12-07,39
2015-12-08,40
2015-12-09,41
2015-12-10,36
2015-12-11,44
2015-12-12,27
2015-12-13,42
2015-12-14,48
2015-12-15,45
2015-12-16,39
2015-12-17,43
2015-12-18,43
2015-12-19,30
2015-12-20,55
2015-12-21,46
2015-12-22,55
2015-12-23,34
2015-12-24,32
2015-12-25,44
2015-12-26,47
2015-12-27,60
2015-12-28,32
2015-12-29,29
2015-12-30,37
2015-12-31,20
2016-01-01,33
2016-01-02,24
2016-01-03,28
2016-01-04,40
2016-01-05,58
2016-01-06,43
2016-01-07,56
2016-01-08,56
2016-01-09,23
2016-01-10,36
2016-01-11,58
2016-01-12,55
2016-01-13,56
2016-01-14,47
2016-01-15,61
2016-01-16,31
2016-01-17,24
2016-01-18,41
2016-01-19,45
2016-01-20,44
2016-01-21,47
2016-01-22,54
2016-01-23,44
2016-01-24,47
2016-01-25,47
2016-01-26,55
2016-01-27,65
2016-01-28,69
2016-01-29,70
2016-01-30,54
2016-01-31,38
2016-02-01,51
2016-02-02,46
2016-02-03,50
2016-02-04,49
2016-02-05,45
2016-02-06,32
2016-02-07,38
2016-02-08,81
2016-02-09,77
2016-02-10,45
2016-02-11,45
2016-02-12,37
2016-02-13,25
2016-02-14,19
2016-02-15,30
2016-02-16,37
2016-02-17,37
2016-02-18,33
2016-02-19,36
2016-02-20,35
2016-02-21,49
2016-02-22,42
2016-02-23,43
2016-02-24,40
2016-02-25,38
2016-02-26,39
2016-02-27,26
2016-02-28,24
2016-02-29,46
2016-03-01,29
2016-03-02,41
2016-03-03,44
2016-03-04,40
2016-03-05,20
2016-03-06,39
2016-03-07,39
2016-03-08,40
2016-03-09,50
2016-03-10,45
2016-03-11,40
2016-03-12,28
2016-03-13,24
2016-03-14,44
2016-03-15,40
2016-03-16,48
2016-03-17,48
2016-03-18,38
2016-03-19,29
2016-03-20,17
2016-03-21,37
2016-03-22,32
2016-03-23,48
2016-03-24,30
2016-03-25,43
2016-03-26,28
2016-03-27,37
2016-03-28,44
2016-03-29,38
2016-03-30,41
2016-03-31,41
2016-04-01,53
2016-04-02,44
2016-04-03,45
2016-04-04,60
2016-04-05,58
2016-04-06,84
2016-04-07,66
2016-04-08,58
2016-04-09,32
2016-04-10,33
2016-04-11,46
2016-04-12,51
2016-04-13,48
2016-04-14,60
2016-04-15,45
2016-04-16,44
2016-04-17,50
2016-04-18,57
2016-04-19,54
2016-04-20,50
2016-04-21,55
2016-04-22,44
2016-04-23,44
2016-04-24,34
2016-04-25,47
2016-04-26,55
2016-04-27,55
2016-04-28,63
2016-04-29,65
2016-04-30,50
2016-05-01,31
2016-05-02,52
2016-05-03,45
2016-05-04,44
