date,REGN
2016-09-11,35
2016-09-12,50
2016-09-13,36
2016-09-14,42
2016-09-15,39
2016-09-16,42
2016-09-17,26
2016-09-18,41
2016-09-19,41
2016-09-20,48
2016-09-21,47
2016-09-22,46
2016-09-23,43
2016-09-24,29
2016-09-25,36
2016-09-26,49
2016-09-27,54
2016-09-28,73
2016-09-29,62
2016-09-30,66
2016-10-01,28
2016-10-02,53
2016-10-03,40
2016-10-04,44
2016-10-05,32
2016-10-06,39
2016-10-07,40
2016-10-08,35
2016-10-09,50
2016-10-10,41
2016-10-11,52
2016-10-12,50
2016-10-13,44
2016-10-14,42
2016-10-15,28
2016-10-16,33
2016-10-17,45
2016-10-18,38
2016-10-19,39
2016-10-20,55
2016-10-21,47
2016-10-22,46
2016-10-23,49
2016-10-24,39
2016-10-25,56
2016-10-26,41
2016-10-27,59
2016-10-28,62
2016-10-29,46
2016-10-30,57
2016-10-31,52
2016-11-01,57
2016-11-02,70
2016-11-03,49
2016-11-04,61
2016-11-05,46
2016-11-06,29
2016-11-07,56
2016-11-08,50
2016-11-09,61
2016-11-10,69
2016-11-11,48
2016-11-12,81
2016-11-13,34
2016-11-14,48
2016-11-15,67
2016-11-16,48
2016-11-17,54
2016-11-18,58
2016-11-19,35
2016-11-20,42
2016-11-21,58
2016-11-22,55
2016-11-23,34
2016-11-24,33
2016-11-25,35
2016-11-26,25
2016-11-27,33
2016-11-28,38
2016-11-29,37
2016-11-30,44
2016-12-01,45
2016-12-02,38
2016-12-03,26
2016-12-04,35
2016-12-05,63
2016-12-06,50
2016-12-07,59
2016-12-08,38
2016-12-09,41
2016-12-10,27
2016-12-11,33
2016-12-12,50
2016-12-13,63
2016-12-14,37
2016-12-15,48
2016-12-16,43
2016-12-17,32
2016-12-18,44
2016-12-19,38
2016-12-20,41
2016-12-21,28
2016-12-22,33
2016-12-23,31
2016-12-24,26
2016-12-25,35
2016-12-26,19
2016-12-27,31
2016-12-28,37
2016-12-29,30
2016-12-30,26
2016-12-31,19
2017-01-01,19
2017-01-02,39
2017-01-03,47
2017-01-04,50
2017-01-05,57
2017-01-06,100
2017-01-07,43
2017-01-08,50
2017-01-09,60
2017-01-10,57
2017-01-11,63
2017-01-12,60
2017-01-13,35
2017-01-14,21
2017-01-15,40
2017-01-16,38
2017-01-17,63
2017-01-18,55
2017-01-19,30
2017-01-20,52
2017-01-21,21
2017-01-22,38
2017-01-23,37
2017-01-24,59
2017-01-25,41
2017-01-26,49
2017-01-27,40
2017-01-28,26
2017-01-29,24
2017-01-30,48
2017-01-31,56
2017-02-01,39
2017-02-02,43
2017-02-03,47
2017-02-04,26
2017-02-05,23
2017-02-06,38
2017-02-07,47
2017-02-08,49
2017-02-09,66
2017-02-10,39
2017-02-11,24
2017-02-12,27
2017-02-13,44
2017-02-14,45
2017-02-15,48
2017-02-16,52
2017-02-17,39
2017-02-18,28
2017-02-19,32
2017-02-20,33
2017-02-21,40
2017-02-22,47
2017-02-23,47
2017-02-24,44
2017-02-25,38
2017-02-26,28
2017-02-27,49
2017-02-28,61
2017-03-01,49
2017-03-02,49
2017-03-03,49
2017-03-04,32
2017-03-05,33
2017-03-06,38
2017-03-07,40
2017-03-08,47
2017-03-09,45
2017-03-10,46
2017-03-11,30
2017-03-12,26
2017-03-13,39
2017-03-14,32
2017-03-15,51
2017-03-16,52
2017-03-17,43
2017-03-18,31
2017-03-19,42
2017-03-20,60
2017-03-21,49
2017-03-22,40
2017-03-23,50
2017-03-24,41
2017-03-25,26
2017-03-26,29
2017-03-27,58
2017-03-28,73
2017-03-29,71
2017-03-30,71
2017-03-31,58
2017-04-01,34
