date,REGN
2012-01-26,22
2012-01-27,21
2012-01-28,20
2012-01-29,30
2012-01-30,27
2012-01-31,42
2012-02-01,40
2012-02-02,24
2012-02-03,22
2012-02-04,16
2012-02-05,30
2012-02-06,21
2012-02-07,27
2012-02-08,22
2012-02-09,29
2012-02-10,28
2012-02-11,24
2012-02-12,22
2012-02-13,46
2012-02-14,27
2012-02-15,22
2012-02-16,34
2012-02-17,22
2012-02-18,30
2012-02-19,26
2012-02-20,16
2012-02-21,36
2012-02-22,33
2012-02-23,26
2012-02-24,21
2012-02-25,8
2012-02-26,19
2012-02-27,24
2012-02-28,25
2012-02-29,24
2012-03-01,26
2012-03-02,18
2012-03-03,14
2012-03-04,26
2012-03-05,23
2012-03-06,26
2012-03-07,29
2012-03-08,35
2012-03-09,27
2012-03-10,20
2012-03-11,26
2012-03-12,23
2012-03-13,31
2012-03-14,23
2012-03-15,24
2012-03-16,23
2012-03-17,23
2012-03-18,40
2012-03-19,29
2012-03-20,26
2012-03-21,29
2012-03-22,25
2012-03-23,21
2012-03-24,20
2012-03-25,23
2012-03-26,30
2012-03-27,32
2012-03-28,40
2012-03-29,21
2012-03-30,25
2012-03-31,23
2012-04-01,27
2012-04-02,21
2012-04-03,20
2012-04-04,20
2012-04-05,21
2012-04-06,18
2012-04-07,17
2012-04-08,23
2012-04-09,39
2012-04-10,48
2012-04-11,38
2012-04-12,33
2012-04-13,33
2012-04-14,16
2012-04-15,26
2012-04-16,27
2012-04-17,30
2012-04-18,33
2012-04-19,24
2012-04-20,40
2012-04-21,15
2012-04-22,34
2012-04-23,27
2012-04-24,34
2012-04-25,40
2012-04-26,51
2012-04-27,33
2012-04-28,28
2012-04-29,24
2012-04-30,25
2012-05-01,24
2012-05-02,41
2012-05-03,29
2012-05-04,31
2012-05-05,35
2012-05-06,19
2012-05-07,29
2012-05-08,43
2012-05-09,43
2012-05-10,54
2012-05-11,37
2012-05-12,31
2012-05-13,38
2012-05-14,41
2012-05-15,35
2012-05-16,39
2012-05-17,29
2012-05-18,15
2012-05-19,26
2012-05-20,17
2012-05-21,27
2012-05-22,28
2012-05-23,27
2012-05-24,24
2012-05-25,31
2012-05-26,22
2012-05-27,34
2012-05-28,34
2012-05-29,34
2012-05-30,25
2012-05-31,39
2012-06-01,62
2012-06-02,56
2012-06-03,47
2012-06-04,44
2012-06-05,38
2012-06-06,27
2012-06-07,28
2012-06-08,39
2012-06-09,33
2012-06-10,31
2012-06-11,34
2012-06-12,36
2012-06-13,37
2012-06-14,27
2012-06-15,44
2012-06-16,59
2012-06-17,65
2012-06-18,44
2012-06-19,36
2012-06-20,29
2012-06-21,34
2012-06-22,64
2012-06-23,41
2012-06-24,84
2012-06-25,100
2012-06-26,59
2012-06-27,46
2012-06-28,36
2012-06-29,62
2012-06-30,43
2012-07-01,51
2012-07-02,33
2012-07-03,19
2012-07-04,25
2012-07-05,34
2012-07-06,52
2012-07-07,39
2012-07-08,60
2012-07-09,63
2012-07-10,67
2012-07-11,56
2012-07-12,53
2012-07-13,42
2012-07-14,60
2012-07-15,58
2012-07-16,50
2012-07-17,48
2012-07-18,48
2012-07-19,45
2012-07-20,47
2012-07-21,28
2012-07-22,38
2012-07-23,37
2012-07-24,20
2012-07-25,32
2012-07-26,28
2012-07-27,38
2012-07-28,67
2012-07-29,44
2012-07-30,40
2012-07-31,43
2012-08-01,30
2012-08-02,37
2012-08-03,33
2012-08-04,29
2012-08-05,26
2012-08-06,61
2012-08-07,46
2012-08-08,42
2012-08-09,26
2012-08-10,31
2012-08-11,21
2012-08-12,30
2012-08-13,29
2012-08-14,31
2012-08-15,16
2012-08-16,31
2012-08-17,30
2012-08-18,34
2012-08-19,33
2012-08-20,31
2012-08-21,36
2012-08-22,41
2012-08-23,58
2012-08-24,32
2012-08-25,33
2012-08-26,59
2012-08-27,46
2012-08-28,47
2012-08-29,31
2012-08-30,42
2012-08-31,34
2012-09-01,53
2012-09-02,30
2012-09-03,30
2012-09-04,37
2012-09-05,31
2012-09-06,39
2012-09-07,25
2012-09-08,25
2012-09-09,40
2012-09-10,31
2012-09-11,41
2012-09-12,37
2012-09-13,43
2012-09-14,39
2012-09-15,32
2012-09-16,26
2012-09-17,29
2012-09-18,42
2012-09-19,39
2012-09-20,33
2012-09-21,54
2012-09-22,36
2012-09-23,38
2012-09-24,37
2012-09-25,38
2012-09-26,40
2012-09-27,49
2012-09-28,32
2012-09-29,57
2012-09-30,39
2012-10-01,52
2012-10-02,40
2012-10-03,42
2012-10-04,35
2012-10-05,51
2012-10-06,21
2012-10-07,22
2012-10-08,31
2012-10-09,41
2012-10-10,25
2012-10-11,18
2012-10-12,21
