date,REGN
2011-09-18,46
2011-09-19,74
2011-09-20,55
2011-09-21,45
2011-09-22,47
2011-09-23,33
2011-09-24,30
2011-09-25,24
2011-09-26,40
2011-09-27,44
2011-09-28,35
2011-09-29,41
2011-09-30,41
2011-10-01,22
2011-10-02,37
2011-10-03,27
2011-10-04,45
2011-10-05,31
2011-10-06,53
2011-10-07,36
2011-10-08,100
2011-10-09,41
2011-10-10,40
2011-10-11,49
2011-10-12,29
2011-10-13,27
2011-10-14,33
2011-10-15,35
2011-10-16,32
2011-10-17,45
2011-10-18,45
2011-10-19,48
2011-10-20,39
2011-10-21,36
2011-10-22,20
2011-10-23,38
2011-10-24,27
2011-10-25,41
2011-10-26,34
2011-10-27,35
2011-10-28,44
2011-10-29,24
2011-10-30,44
2011-10-31,29
2011-11-01,25
2011-11-02,30
2011-11-03,28
2011-11-04,26
2011-11-05,20
2011-11-06,32
2011-11-07,30
2011-11-08,34
2011-11-09,34
2011-11-10,35
2011-11-11,33
2011-11-12,18
2011-11-13,25
2011-11-14,38
2011-11-15,32
2011-11-16,31
2011-11-17,51
2011-11-18,48
2011-11-19,32
2011-11-20,39
2011-11-21,44
2011-11-22,40
2011-11-23,36
2011-11-24,41
2011-11-25,32
2011-11-26,35
2011-11-27,44
2011-11-28,31
2011-11-29,43
2011-11-30,33
2011-12-01,34
2011-12-02,40
2011-12-03,32
2011-12-04,21
2011-12-05,30
2011-12-06,45
2011-12-07,33
2011-12-08,30
2011-12-09,31
2011-12-10,23
2011-12-11,26
2011-12-12,43
2011-12-13,43
2011-12-14,31
2011-12-15,36
2011-12-16,23
2011-12-17,39
2011-12-18,31
2011-12-19,19
2011-12-20,19
2011-12-21,15
2011-12-22,26
2011-12-23,23
2011-12-24,19
2011-12-25,29
2011-12-26,21
2011-12-27,18
2011-12-28,25
2011-12-29,15
2011-12-30,29
2011-12-31,13
2012-01-01,21
2012-01-02,30
2012-01-03,34
2012-01-04,21
2012-01-05,36
2012-01-06,34
2012-01-07,26
2012-01-08,28
2012-01-09,38
2012-01-10,42
2012-01-11,44
2012-01-12,55
2012-01-13,45
2012-01-14,25
2012-01-15,25
2012-01-16,34
2012-01-17,29
2012-01-18,35
2012-01-19,37
2012-01-20,24
2012-01-21,32
2012-01-22,34
2012-01-23,44
2012-01-24,33
2012-01-25,34
2012-01-26,29
2012-01-27,27
2012-01-28,18
2012-01-29,28
2012-01-30,37
2012-01-31,45
2012-02-01,42
2012-02-02,39
2012-02-03,27
2012-02-04,21
2012-02-05,28
2012-02-06,33
2012-02-07,26
2012-02-08,30
2012-02-09,42
2012-02-10,32
2012-02-11,34
2012-02-12,33
2012-02-13,45
2012-02-14,27
2012-02-15,41
2012-02-16,45
2012-02-17,33
2012-02-18,35
2012-02-19,28
2012-02-20,23
2012-02-21,45
2012-02-22,50
2012-02-23,34
2012-02-24,34
2012-02-25,19
2012-02-26,22
2012-02-27,45
2012-02-28,22
2012-02-29,25
2012-03-01,28
2012-03-02,26
2012-03-03,18
2012-03-04,25
2012-03-05,30
2012-03-06,48
2012-03-07,43
2012-03-08,33
2012-03-09,40
2012-03-10,25
2012-03-11,32
2012-03-12,38
2012-03-13,33
2012-03-14,28
2012-03-15,46
2012-03-16,32
2012-03-17,18
2012-03-18,39
2012-03-19,32
2012-03-20,29
2012-03-21,37
2012-03-22,34
2012-03-23,27
2012-03-24,17
2012-03-25,23
2012-03-26,37
2012-03-27,37
2012-03-28,48
2012-03-29,37
2012-03-30,29
2012-03-31,18
2012-04-01,33
2012-04-02,24
2012-04-03,19
2012-04-04,24
2012-04-05,25
2012-04-06,20
2012-04-07,22
2012-04-08,27
2012-04-09,44
2012-04-10,59
2012-04-11,35
2012-04-12,39
2012-04-13,26
2012-04-14,20
2012-04-15,35
2012-04-16,52
2012-04-17,38
2012-04-18,38
2012-04-19,27
2012-04-20,43
2012-04-21,29
2012-04-22,43
2012-04-23,37
2012-04-24,33
2012-04-25,49
2012-04-26,53
2012-04-27,49
2012-04-28,29
2012-04-29,25
2012-04-30,36
2012-05-01,35
2012-05-02,37
2012-05-03,37
2012-05-04,34
2012-05-05,47
2012-05-06,14
2012-05-07,37
2012-05-08,52
2012-05-09,59
2012-05-10,78
2012-05-11,54
2012-05-12,36
2012-05-13,45
2012-05-14,40
2012-05-15,43
2012-05-16,49
2012-05-17,35
2012-05-18,27
2012-05-19,24
2012-05-20,22
2012-05-21,36
2012-05-22,32
2012-05-23,28
2012-05-24,29
2012-05-25,46
2012-05-26,23
2012-05-27,35
2012-05-28,41
2012-05-29,45
2012-05-30,27
2012-05-31,45
2012-06-01,61
2012-06-02,71
2012-06-03,58
2012-06-04,40
