date,CTRP,isPartial
2011-05-11,59,False
2011-05-12,20,False
2011-05-13,0,False
2011-05-14,25,False
2011-05-15,0,False
2011-05-16,20,False
2011-05-17,99,False
2011-05-18,40,False
2011-05-19,20,False
2011-05-20,21,False
2011-05-21,0,False
2011-05-22,0,False
2011-05-23,20,False
2011-05-24,20,False
2011-05-25,0,False
2011-05-26,0,False
2011-05-27,0,False
2011-05-28,26,False
2011-05-29,0,False
2011-05-30,63,False
2011-05-31,39,False
2011-06-01,0,False
2011-06-02,0,False
2011-06-03,21,False
2011-06-04,0,False
2011-06-05,0,False
2011-06-06,0,False
2011-06-07,0,False
2011-06-08,0,False
2011-06-09,0,False
2011-06-10,21,False
2011-06-11,0,False
2011-06-12,26,False
2011-06-13,59,False
2011-06-14,19,False
2011-06-15,39,False
2011-06-16,0,False
2011-06-17,42,False
2011-06-18,0,False
2011-06-19,0,False
2011-06-20,58,False
2011-06-21,19,False
2011-06-22,0,False
2011-06-23,42,False
2011-06-24,21,False
2011-06-25,26,False
2011-06-26,0,False
2011-06-27,78,False
2011-06-28,20,False
2011-06-29,40,False
2011-06-30,60,False
2011-07-01,21,False
2011-07-02,0,False
2011-07-03,0,False
2011-07-04,0,False
2011-07-05,0,False
2011-07-06,80,False
2011-07-07,0,False
2011-07-08,21,False
2011-07-09,0,False
2011-07-10,26,False
2011-07-11,0,False
2011-07-12,20,False
2011-07-13,20,False
2011-07-14,21,False
2011-07-15,0,False
2011-07-16,0,False
2011-07-17,26,False
2011-07-18,20,False
2011-07-19,20,False
2011-07-20,0,False
2011-07-21,40,False
2011-07-22,0,False
2011-07-23,0,False
2011-07-24,0,False
2011-07-25,40,False
2011-07-26,0,False
2011-07-27,20,False
2011-07-28,20,False
2011-07-29,43,False
2011-07-30,25,False
2011-07-31,0,False
2011-08-01,0,False
2011-08-02,100,False
2011-08-03,59,False
2011-08-04,40,False
2011-08-05,0,False
2011-08-06,0,False
2011-08-07,0,False
2011-08-08,39,False
2011-08-09,0,False
2011-08-10,20,False
2011-08-11,20,False
2011-08-12,21,False
2011-08-13,25,False
2011-08-14,25,False
2011-08-15,21,False
2011-08-16,20,False
2011-08-17,40,False
2011-08-18,20,False
2011-08-19,0,False
2011-08-20,0,False
2011-08-21,0,False
2011-08-22,19,False
2011-08-23,0,False
2011-08-24,19,False
2011-08-25,0,False
2011-08-26,0,False
2011-08-27,0,False
2011-08-28,0,False
2011-08-29,0,False
2011-08-30,0,False
2011-08-31,19,False
2011-09-01,0,False
2011-09-02,20,False
2011-09-03,0,False
2011-09-04,0,False
2011-09-05,19,False
2011-09-06,37,False
2011-09-07,0,False
2011-09-08,19,False
2011-09-09,0,False
2011-09-10,0,False
2011-09-11,0,False
2011-09-12,36,False
2011-09-13,18,False
2011-09-14,36,False
2011-09-15,37,False
2011-09-16,19,False
2011-09-17,0,False
2011-09-18,0,False
2011-09-19,72,False
2011-09-20,36,False
2011-09-21,18,False
2011-09-22,18,False
2011-09-23,19,False
2011-09-24,0,False
2011-09-25,0,False
2011-09-26,18,False
2011-09-27,36,False
2011-09-28,18,False
2011-09-29,18,False
2011-09-30,19,False
2011-10-01,0,False
2011-10-02,23,False
2011-10-03,36,False
2011-10-04,18,False
2011-10-05,18,False
