date,CTRP,isPartial
2016-09-11,15,False
2016-09-12,39,False
2016-09-13,12,False
2016-09-14,0,False
2016-09-15,51,False
2016-09-16,13,False
2016-09-17,14,False
2016-09-18,0,False
2016-09-19,12,False
2016-09-20,12,False
2016-09-21,74,False
2016-09-22,38,False
2016-09-23,13,False
2016-09-24,0,False
2016-09-25,0,False
2016-09-26,0,False
2016-09-27,49,False
2016-09-28,13,False
2016-09-29,13,False
2016-09-30,26,False
2016-10-01,0,False
2016-10-02,0,False
2016-10-03,25,False
2016-10-04,12,False
2016-10-05,37,False
2016-10-06,25,False
2016-10-07,0,False
2016-10-08,14,False
2016-10-09,0,False
2016-10-10,0,False
2016-10-11,12,False
2016-10-12,25,False
2016-10-13,12,False
2016-10-14,13,False
2016-10-15,0,False
2016-10-16,0,False
2016-10-17,12,False
2016-10-18,0,False
2016-10-19,24,False
2016-10-20,12,False
2016-10-21,0,False
2016-10-22,0,False
2016-10-23,28,False
2016-10-24,12,False
2016-10-25,36,False
2016-10-26,12,False
2016-10-27,12,False
2016-10-28,0,False
2016-10-29,0,False
2016-10-30,14,False
2016-10-31,38,False
2016-11-01,0,False
2016-11-02,12,False
2016-11-03,37,False
2016-11-04,0,False
2016-11-05,14,False
2016-11-06,0,False
2016-11-07,0,False
2016-11-08,24,False
2016-11-09,56,False
2016-11-10,25,False
2016-11-11,63,False
2016-11-12,0,False
2016-11-13,0,False
2016-11-14,24,False
2016-11-15,12,False
2016-11-16,24,False
2016-11-17,12,False
2016-11-18,26,False
2016-11-19,28,False
2016-11-20,0,False
2016-11-21,12,False
2016-11-22,12,False
2016-11-23,60,False
2016-11-24,87,False
2016-11-25,100,False
2016-11-26,40,False
2016-11-27,39,False
2016-11-28,23,False
2016-11-29,46,False
2016-11-30,23,False
2016-12-01,24,False
2016-12-02,0,False
2016-12-03,0,False
2016-12-04,0,False
2016-12-05,32,False
2016-12-06,11,False
2016-12-07,0,False
2016-12-08,24,False
2016-12-09,0,False
2016-12-10,0,False
2016-12-11,0,False
2016-12-12,0,False
2016-12-13,23,False
2016-12-14,0,False
2016-12-15,12,False
2016-12-16,25,False
2016-12-17,14,False
2016-12-18,14,False
2016-12-19,12,False
2016-12-20,37,False
2016-12-21,12,False
2016-12-22,38,False
2016-12-23,13,False
2016-12-24,0,False
2016-12-25,15,False
2016-12-26,0,False
2016-12-27,0,False
2016-12-28,50,False
2016-12-29,0,False
2016-12-30,13,False
2016-12-31,15,False
2017-01-01,30,False
2017-01-02,25,False
2017-01-03,12,False
2017-01-04,12,False
2017-01-05,12,False
2017-01-06,25,False
2017-01-07,0,False
2017-01-08,13,False
2017-01-09,11,False
2017-01-10,23,False
2017-01-11,23,False
2017-01-12,35,False
2017-01-13,48,False
2017-01-14,13,False
2017-01-15,0,False
2017-01-16,57,False
2017-01-17,11,False
2017-01-18,0,False
2017-01-19,57,False
2017-01-20,12,False
2017-01-21,0,False
2017-01-22,25,False
2017-01-23,23,False
2017-01-24,11,False
2017-01-25,0,False
2017-01-26,34,False
2017-01-27,0,False
2017-01-28,0,False
2017-01-29,0,False
2017-01-30,0,False
2017-01-31,11,False
2017-02-01,11,False
2017-02-02,34,False
2017-02-03,12,False
2017-02-04,0,False
2017-02-05,0,False
2017-02-06,33,False
2017-02-07,11,False
2017-02-08,11,False
2017-02-09,11,False
2017-02-10,12,False
2017-02-11,0,False
2017-02-12,0,False
2017-02-13,65,False
2017-02-14,22,False
2017-02-15,34,False
2017-02-16,45,False
2017-02-17,22,False
2017-02-18,0,False
2017-02-19,13,False
2017-02-20,11,False
2017-02-21,22,False
2017-02-22,77,False
2017-02-23,57,False
2017-02-24,23,False
2017-02-25,13,False
2017-02-26,13,False
2017-02-27,43,False
