date,CTRP,isPartial
2014-07-24,20,False
2014-07-25,31,False
2014-07-26,0,False
2014-07-27,0,False
2014-07-28,19,False
2014-07-29,19,False
2014-07-30,0,False
2014-07-31,20,False
2014-08-01,10,False
2014-08-02,12,False
2014-08-03,0,False
2014-08-04,0,False
2014-08-05,9,False
2014-08-06,0,False
2014-08-07,84,False
2014-08-08,10,False
2014-08-09,0,False
2014-08-10,0,False
2014-08-11,38,False
2014-08-12,0,False
2014-08-13,0,False
2014-08-14,10,False
2014-08-15,10,False
2014-08-16,0,False
2014-08-17,0,False
2014-08-18,0,False
2014-08-19,0,False
2014-08-20,19,False
2014-08-21,0,False
2014-08-22,10,False
2014-08-23,11,False
2014-08-24,0,False
2014-08-25,9,False
2014-08-26,0,False
2014-08-27,9,False
2014-08-28,9,False
2014-08-29,30,False
2014-08-30,0,False
2014-08-31,0,False
2014-09-01,9,False
2014-09-02,0,False
2014-09-03,18,False
2014-09-04,27,False
2014-09-05,0,False
2014-09-06,0,False
2014-09-07,0,False
2014-09-08,27,False
2014-09-09,18,False
2014-09-10,27,False
2014-09-11,9,False
2014-09-12,19,False
2014-09-13,0,False
2014-09-14,0,False
2014-09-15,0,False
2014-09-16,0,False
2014-09-17,9,False
2014-09-18,9,False
2014-09-19,0,False
2014-09-20,0,False
2014-09-21,0,False
2014-09-22,27,False
2014-09-23,18,False
2014-09-24,0,False
2014-09-25,0,False
2014-09-26,9,False
2014-09-27,0,False
2014-09-28,0,False
2014-09-29,9,False
2014-09-30,9,False
2014-10-01,0,False
2014-10-02,9,False
2014-10-03,0,False
2014-10-04,11,False
2014-10-05,0,False
2014-10-06,9,False
2014-10-07,9,False
2014-10-08,0,False
2014-10-09,9,False
2014-10-10,28,False
2014-10-11,0,False
2014-10-12,11,False
2014-10-13,9,False
2014-10-14,0,False
2014-10-15,0,False
2014-10-16,0,False
2014-10-17,9,False
2014-10-18,0,False
2014-10-19,0,False
2014-10-20,0,False
2014-10-21,18,False
2014-10-22,9,False
2014-10-23,27,False
2014-10-24,18,False
2014-10-25,11,False
2014-10-26,0,False
2014-10-27,0,False
2014-10-28,26,False
2014-10-29,9,False
2014-10-30,0,False
2014-10-31,28,False
2014-11-01,0,False
2014-11-02,0,False
2014-11-03,18,False
2014-11-04,9,False
2014-11-05,34,False
2014-11-06,17,False
2014-11-07,0,False
2014-11-08,0,False
2014-11-09,0,False
2014-11-10,17,False
2014-11-11,9,False
2014-11-12,17,False
2014-11-13,43,False
2014-11-14,18,False
2014-11-15,0,False
2014-11-16,0,False
2014-11-17,26,False
2014-11-18,19,False
2014-11-19,9,False
2014-11-20,0,False
2014-11-21,0,False
2014-11-22,0,False
2014-11-23,0,False
2014-11-24,9,False
2014-11-25,17,False
2014-11-26,26,False
2014-11-27,9,False
2014-11-28,9,False
2014-11-29,10,False
2014-11-30,0,False
2014-12-01,0,False
2014-12-02,8,False
2014-12-03,17,False
2014-12-04,17,False
2014-12-05,9,False
2014-12-06,10,False
2014-12-07,20,False
2014-12-08,9,False
2014-12-09,17,False
2014-12-10,43,False
2014-12-11,0,False
2014-12-12,27,False
2014-12-13,0,False
2014-12-14,0,False
2014-12-15,0,False
2014-12-16,9,False
2014-12-17,9,False
2014-12-18,18,False
2014-12-19,19,False
2014-12-20,0,False
2014-12-21,0,False
2014-12-22,9,False
2014-12-23,0,False
2014-12-24,0,False
2014-12-25,12,False
2014-12-26,0,False
2014-12-27,0,False
2014-12-28,0,False
2014-12-29,9,False
2014-12-30,9,False
2014-12-31,11,False
2015-01-01,11,False
2015-01-02,0,False
2015-01-03,0,False
2015-01-04,0,False
2015-01-05,9,False
2015-01-06,17,False
2015-01-07,17,False
2015-01-08,25,False
2015-01-09,26,False
2015-01-10,0,False
2015-01-11,0,False
2015-01-12,17,False
2015-01-13,25,False
2015-01-14,8,False
2015-01-15,0,False
2015-01-16,0,False
2015-01-17,0,False
2015-01-18,0,False
2015-01-19,0,False
2015-01-20,0,False
2015-01-21,16,False
2015-01-22,8,False
2015-01-23,9,False
2015-01-24,0,False
2015-01-25,10,False
2015-01-26,0,False
2015-01-27,0,False
2015-01-28,0,False
2015-01-29,0,False
2015-01-30,17,False
2015-01-31,0,False
2015-02-01,9,False
2015-02-02,0,False
2015-02-03,8,False
2015-02-04,16,False
2015-02-05,0,False
2015-02-06,17,False
2015-02-07,0,False
2015-02-08,0,False
2015-02-09,8,False
2015-02-10,0,False
2015-02-11,16,False
2015-02-12,0,False
2015-02-13,9,False
2015-02-14,0,False
2015-02-15,0,False
2015-02-16,0,False
2015-02-17,8,False
2015-02-18,0,False
2015-02-19,8,False
2015-02-20,17,False
2015-02-21,0,False
2015-02-22,0,False
2015-02-23,24,False
2015-02-24,16,False
2015-02-25,8,False
2015-02-26,0,False
2015-02-27,17,False
2015-02-28,9,False
2015-03-01,0,False
2015-03-02,8,False
2015-03-03,8,False
2015-03-04,8,False
2015-03-05,25,False
2015-03-06,9,False
2015-03-07,0,False
2015-03-08,0,False
2015-03-09,8,False
2015-03-10,16,False
2015-03-11,8,False
2015-03-12,8,False
2015-03-13,0,False
2015-03-14,10,False
2015-03-15,0,False
2015-03-16,8,False
2015-03-17,0,False
2015-03-18,0,False
2015-03-19,8,False
2015-03-20,100,False
2015-03-21,0,False
2015-03-22,9,False
2015-03-23,32,False
2015-03-24,8,False
2015-03-25,12,False
2015-03-26,9,False
2015-03-27,8,False
2015-03-28,10,False
2015-03-29,0,False
2015-03-30,8,False
2015-03-31,8,False
2015-04-01,17,False
2015-04-02,17,False
2015-04-03,0,False
2015-04-04,0,False
2015-04-05,0,False
2015-04-06,35,False
2015-04-07,0,False
2015-04-08,8,False
2015-04-09,8,False
2015-04-10,17,False
