date,CTRP,isPartial
2014-12-01,24,False
2014-12-02,15,False
2014-12-03,10,False
2014-12-04,25,False
2014-12-05,26,False
2014-12-06,0,False
2014-12-07,0,False
2014-12-08,30,False
2014-12-09,34,False
2014-12-10,35,False
2014-12-11,10,False
2014-12-12,21,False
2014-12-13,0,False
2014-12-14,12,False
2014-12-15,0,False
2014-12-16,10,False
2014-12-17,20,False
2014-12-18,36,False
2014-12-19,0,False
2014-12-20,0,False
2014-12-21,12,False
2014-12-22,16,False
2014-12-23,11,False
2014-12-24,25,False
2014-12-25,26,False
2014-12-26,0,False
2014-12-27,0,False
2014-12-28,12,False
2014-12-29,0,False
2014-12-30,0,False
2014-12-31,60,False
2015-01-01,0,False
2015-01-02,11,False
2015-01-03,0,False
2015-01-04,11,False
2015-01-05,10,False
2015-01-06,10,False
2015-01-07,10,False
2015-01-08,0,False
2015-01-09,25,False
2015-01-10,0,False
2015-01-11,0,False
2015-01-12,19,False
2015-01-13,28,False
2015-01-14,0,False
2015-01-15,39,False
2015-01-16,20,False
2015-01-17,0,False
2015-01-18,0,False
2015-01-19,10,False
2015-01-20,19,False
2015-01-21,9,False
2015-01-22,24,False
2015-01-23,15,False
2015-01-24,11,False
2015-01-25,11,False
2015-01-26,0,False
2015-01-27,28,False
2015-01-28,19,False
2015-01-29,10,False
2015-01-30,0,False
2015-01-31,11,False
2015-02-01,0,False
2015-02-02,14,False
2015-02-03,19,False
2015-02-04,9,False
2015-02-05,9,False
2015-02-06,25,False
2015-02-07,0,False
2015-02-08,0,False
2015-02-09,9,False
2015-02-10,14,False
2015-02-11,14,False
2015-02-12,0,False
2015-02-13,10,False
2015-02-14,11,False
2015-02-15,0,False
2015-02-16,10,False
2015-02-17,19,False
2015-02-18,14,False
2015-02-19,10,False
2015-02-20,20,False
2015-02-21,17,False
2015-02-22,0,False
2015-02-23,32,False
2015-02-24,9,False
2015-02-25,23,False
2015-02-26,19,False
2015-02-27,15,False
2015-02-28,11,False
2015-03-01,0,False
2015-03-02,9,False
2015-03-03,14,False
2015-03-04,14,False
2015-03-05,19,False
2015-03-06,39,False
2015-03-07,11,False
2015-03-08,11,False
2015-03-09,9,False
2015-03-10,9,False
2015-03-11,9,False
2015-03-12,14,False
2015-03-13,10,False
2015-03-14,11,False
2015-03-15,0,False
2015-03-16,14,False
2015-03-17,19,False
2015-03-18,9,False
2015-03-19,42,False
2015-03-20,76,False
2015-03-21,27,False
2015-03-22,21,False
2015-03-23,32,False
2015-03-24,32,False
2015-03-25,14,False
2015-03-26,11,False
2015-03-27,30,False
2015-03-28,0,False
2015-03-29,0,False
2015-03-30,19,False
2015-03-31,14,False
2015-04-01,10,False
2015-04-02,15,False
2015-04-03,11,False
2015-04-04,0,False
2015-04-05,0,False
2015-04-06,40,False
2015-04-07,19,False
2015-04-08,19,False
2015-04-09,19,False
2015-04-10,15,False
2015-04-11,0,False
2015-04-12,0,False
2015-04-13,19,False
2015-04-14,9,False
2015-04-15,14,False
2015-04-16,33,False
2015-04-17,10,False
2015-04-18,0,False
2015-04-19,11,False
2015-04-20,37,False
2015-04-21,9,False
2015-04-22,19,False
2015-04-23,28,False
2015-04-24,20,False
2015-04-25,17,False
2015-04-26,11,False
2015-04-27,0,False
2015-04-28,18,False
2015-04-29,23,False
2015-04-30,19,False
2015-05-01,11,False
2015-05-02,11,False
2015-05-03,11,False
2015-05-04,9,False
2015-05-05,18,False
2015-05-06,19,False
2015-05-07,24,False
2015-05-08,10,False
2015-05-09,22,False
2015-05-10,11,False
2015-05-11,19,False
2015-05-12,19,False
2015-05-13,33,False
2015-05-14,100,False
2015-05-15,25,False
2015-05-16,22,False
2015-05-17,11,False
2015-05-18,14,False
2015-05-19,0,False
2015-05-20,28,False
2015-05-21,0,False
2015-05-22,69,False
2015-05-23,22,False
2015-05-24,11,False
2015-05-25,10,False
2015-05-26,41,False
2015-05-27,54,False
2015-05-28,37,False
2015-05-29,39,False
2015-05-30,0,False
2015-05-31,11,False
2015-06-01,28,False
2015-06-02,41,False
2015-06-03,14,False
2015-06-04,14,False
2015-06-05,20,False
2015-06-06,11,False
2015-06-07,11,False
2015-06-08,9,False
2015-06-09,28,False
2015-06-10,19,False
2015-06-11,14,False
2015-06-12,20,False
2015-06-13,23,False
2015-06-14,0,False
2015-06-15,9,False
2015-06-16,18,False
2015-06-17,19,False
2015-06-18,19,False
2015-06-19,39,False
2015-06-20,0,False
2015-06-21,0,False
2015-06-22,9,False
2015-06-23,9,False
2015-06-24,19,False
2015-06-25,24,False
2015-06-26,19,False
2015-06-27,34,False
2015-06-28,0,False
2015-06-29,14,False
2015-06-30,0,False
2015-07-01,9,False
2015-07-02,19,False
2015-07-03,40,False
2015-07-04,23,False
2015-07-05,11,False
2015-07-06,9,False
2015-07-07,18,False
2015-07-08,18,False
2015-07-09,19,False
2015-07-10,20,False
2015-07-11,11,False
2015-07-12,0,False
2015-07-13,9,False
2015-07-14,9,False
2015-07-15,9,False
2015-07-16,19,False
2015-07-17,20,False
2015-07-18,18,False
2015-07-19,0,False
2015-07-20,10,False
2015-07-21,14,False
2015-07-22,14,False
2015-07-23,19,False
2015-07-24,20,False
2015-07-25,0,False
2015-07-26,11,False
2015-07-27,18,False
2015-07-28,28,False
2015-07-29,23,False
2015-07-30,9,False
2015-07-31,20,False
2015-08-01,11,False
2015-08-02,11,False
2015-08-03,61,False
2015-08-04,33,False
2015-08-05,9,False
2015-08-06,10,False
2015-08-07,10,False
2015-08-08,11,False
2015-08-09,11,False
2015-08-10,14,False
2015-08-11,14,False
2015-08-12,19,False
2015-08-13,9,False
2015-08-14,15,False
2015-08-15,0,False
2015-08-16,0,False
2015-08-17,14,False
2015-08-18,23,False
