date,CTRP,isPartial
2012-10-12,22,False
2012-10-13,0,False
2012-10-14,0,False
2012-10-15,41,False
2012-10-16,40,False
2012-10-17,20,False
2012-10-18,41,False
2012-10-19,65,False
2012-10-20,25,False
2012-10-21,0,False
2012-10-22,20,False
2012-10-23,40,False
2012-10-24,20,False
2012-10-25,21,False
2012-10-26,22,False
2012-10-27,0,False
2012-10-28,0,False
2012-10-29,20,False
2012-10-30,0,False
2012-10-31,0,False
2012-11-01,0,False
2012-11-02,45,False
2012-11-03,0,False
2012-11-04,24,False
2012-11-05,60,False
2012-11-06,100,False
2012-11-07,20,False
2012-11-08,20,False
2012-11-09,21,False
2012-11-10,0,False
2012-11-11,24,False
2012-11-12,0,False
2012-11-13,61,False
2012-11-14,0,False
2012-11-15,21,False
2012-11-16,21,False
2012-11-17,0,False
2012-11-18,0,False
2012-11-19,20,False
2012-11-20,20,False
2012-11-21,0,False
2012-11-22,21,False
2012-11-23,21,False
2012-11-24,0,False
2012-11-25,0,False
2012-11-26,19,False
2012-11-27,20,False
2012-11-28,0,False
2012-11-29,20,False
2012-11-30,21,False
2012-12-01,0,False
2012-12-02,0,False
2012-12-03,0,False
2012-12-04,39,False
2012-12-05,20,False
2012-12-06,20,False
2012-12-07,42,False
2012-12-08,0,False
2012-12-09,0,False
2012-12-10,19,False
2012-12-11,20,False
2012-12-12,0,False
2012-12-13,0,False
2012-12-14,63,False
2012-12-15,0,False
2012-12-16,0,False
2012-12-17,59,False
2012-12-18,60,False
2012-12-19,21,False
2012-12-20,42,False
2012-12-21,22,False
2012-12-22,0,False
2012-12-23,0,False
2012-12-24,0,False
2012-12-25,27,False
2012-12-26,22,False
2012-12-27,21,False
2012-12-28,0,False
2012-12-29,0,False
2012-12-30,0,False
2012-12-31,24,False
2013-01-01,26,False
2013-01-02,41,False
2013-01-03,80,False
2013-01-04,20,False
2013-01-05,0,False
2013-01-06,0,False
2013-01-07,58,False
2013-01-08,0,False
2013-01-09,0,False
2013-01-10,0,False
2013-01-11,20,False
2013-01-12,0,False
2013-01-13,0,False
2013-01-14,38,False
2013-01-15,0,False
2013-01-16,19,False
2013-01-17,0,False
2013-01-18,20,False
2013-01-19,22,False
2013-01-20,0,False
2013-01-21,0,False
2013-01-22,0,False
2013-01-23,38,False
2013-01-24,0,False
2013-01-25,79,False
2013-01-26,0,False
2013-01-27,22,False
2013-01-28,19,False
2013-01-29,0,False
2013-01-30,55,False
2013-01-31,0,False
2013-02-01,20,False
2013-02-02,0,False
2013-02-03,44,False
2013-02-04,19,False
2013-02-05,19,False
2013-02-06,37,False
2013-02-07,0,False
2013-02-08,20,False
2013-02-09,23,False
2013-02-10,0,False
2013-02-11,57,False
2013-02-12,38,False
2013-02-13,0,False
2013-02-14,0,False
2013-02-15,0,False
2013-02-16,22,False
2013-02-17,22,False
2013-02-18,19,False
2013-02-19,0,False
2013-02-20,56,False
2013-02-21,56,False
2013-02-22,39,False
2013-02-23,0,False
2013-02-24,0,False
2013-02-25,0,False
2013-02-26,18,False
2013-02-27,37,False
2013-02-28,0,False
2013-03-01,19,False
2013-03-02,0,False
2013-03-03,0,False
2013-03-04,0,False
2013-03-05,0,False
2013-03-06,18,False
2013-03-07,37,False
2013-03-08,19,False
2013-03-09,0,False
2013-03-10,0,False
2013-03-11,0,False
2013-03-12,0,False
2013-03-13,0,False
2013-03-14,0,False
2013-03-15,19,False
2013-03-16,0,False
2013-03-17,0,False
2013-03-18,0,False
2013-03-19,18,False
2013-03-20,18,False
2013-03-21,0,False
2013-03-22,19,False
2013-03-23,0,False
2013-03-24,21,False
2013-03-25,18,False
2013-03-26,0,False
2013-03-27,56,False
2013-03-28,19,False
2013-03-29,0,False
2013-03-30,0,False
2013-03-31,0,False
2013-04-01,19,False
2013-04-02,18,False
2013-04-03,18,False
2013-04-04,18,False
2013-04-05,56,False
2013-04-06,0,False
2013-04-07,21,False
2013-04-08,18,False
2013-04-09,18,False
2013-04-10,0,False
2013-04-11,0,False
2013-04-12,38,False
2013-04-13,0,False
2013-04-14,22,False
2013-04-15,0,False
2013-04-16,18,False
2013-04-17,0,False
2013-04-18,18,False
2013-04-19,0,False
2013-04-20,0,False
2013-04-21,0,False
2013-04-22,18,False
2013-04-23,0,False
2013-04-24,18,False
2013-04-25,0,False
2013-04-26,0,False
2013-04-27,0,False
2013-04-28,0,False
2013-04-29,0,False
2013-04-30,18,False
2013-05-01,0,False
2013-05-02,0,False
2013-05-03,0,False
2013-05-04,0,False
2013-05-05,0,False
2013-05-06,18,False
2013-05-07,0,False
2013-05-08,74,False
2013-05-09,19,False
2013-05-10,19,False
2013-05-11,0,False
2013-05-12,43,False
2013-05-13,18,False
2013-05-14,18,False
2013-05-15,36,False
2013-05-16,36,False
2013-05-17,19,False
2013-05-18,0,False
2013-05-19,22,False
2013-05-20,18,False
2013-05-21,17,False
2013-05-22,18,False
2013-05-23,18,False
2013-05-24,38,False
2013-05-25,22,False
2013-05-26,22,False
2013-05-27,0,False
2013-05-28,53,False
2013-05-29,36,False
2013-05-30,18,False
2013-05-31,57,False
2013-06-01,0,False
2013-06-02,22,False
2013-06-03,36,False
2013-06-04,18,False
2013-06-05,18,False
2013-06-06,0,False
2013-06-07,57,False
2013-06-08,0,False
2013-06-09,22,False
2013-06-10,0,False
2013-06-11,18,False
2013-06-12,18,False
2013-06-13,0,False
2013-06-14,19,False
2013-06-15,0,False
2013-06-16,0,False
2013-06-17,18,False
2013-06-18,0,False
2013-06-19,18,False
2013-06-20,36,False
2013-06-21,0,False
2013-06-22,0,False
2013-06-23,22,False
2013-06-24,0,False
2013-06-25,18,False
2013-06-26,73,False
2013-06-27,55,False
2013-06-28,19,False
2013-06-29,22,False
