date,CTRP,isPartial
2012-01-26,20,False
2012-01-27,21,False
2012-01-28,0,False
2012-01-29,0,False
2012-01-30,39,False
2012-01-31,19,False
2012-02-01,20,False
2012-02-02,0,False
2012-02-03,41,False
2012-02-04,0,False
2012-02-05,23,False
2012-02-06,19,False
2012-02-07,0,False
2012-02-08,0,False
2012-02-09,0,False
2012-02-10,20,False
2012-02-11,0,False
2012-02-12,23,False
2012-02-13,19,False
2012-02-14,0,False
2012-02-15,40,False
2012-02-16,0,False
2012-02-17,21,False
2012-02-18,0,False
2012-02-19,0,False
2012-02-20,41,False
2012-02-21,40,False
2012-02-22,39,False
2012-02-23,0,False
2012-02-24,21,False
2012-02-25,23,False
2012-02-26,0,False
2012-02-27,57,False
2012-02-28,38,False
2012-02-29,0,False
2012-03-01,0,False
2012-03-02,0,False
2012-03-03,0,False
2012-03-04,72,False
2012-03-05,40,False
2012-03-06,39,False
2012-03-07,0,False
2012-03-08,20,False
2012-03-09,0,False
2012-03-10,0,False
2012-03-11,23,False
2012-03-12,38,False
2012-03-13,39,False
2012-03-14,0,False
2012-03-15,59,False
2012-03-16,20,False
2012-03-17,0,False
2012-03-18,0,False
2012-03-19,0,False
2012-03-20,19,False
2012-03-21,19,False
2012-03-22,0,False
2012-03-23,42,False
2012-03-24,0,False
2012-03-25,24,False
2012-03-26,19,False
2012-03-27,0,False
2012-03-28,79,False
2012-03-29,20,False
2012-03-30,21,False
2012-03-31,0,False
2012-04-01,0,False
2012-04-02,39,False
2012-04-03,20,False
2012-04-04,61,False
2012-04-05,41,False
2012-04-06,23,False
2012-04-07,0,False
2012-04-08,25,False
2012-04-09,47,False
2012-04-10,62,False
2012-04-11,0,False
2012-04-12,59,False
2012-04-13,41,False
2012-04-14,0,False
2012-04-15,0,False
2012-04-16,0,False
2012-04-17,19,False
2012-04-18,19,False
2012-04-19,0,False
2012-04-20,0,False
2012-04-21,23,False
2012-04-22,0,False
2012-04-23,38,False
2012-04-24,19,False
2012-04-25,19,False
2012-04-26,0,False
2012-04-27,62,False
2012-04-28,0,False
2012-04-29,0,False
2012-04-30,20,False
2012-05-01,21,False
2012-05-02,38,False
2012-05-03,39,False
2012-05-04,41,False
2012-05-05,0,False
2012-05-06,0,False
2012-05-07,0,False
2012-05-08,0,False
2012-05-09,38,False
2012-05-10,39,False
2012-05-11,20,False
2012-05-12,0,False
2012-05-13,0,False
2012-05-14,19,False
2012-05-15,56,False
2012-05-16,0,False
2012-05-17,100,False
2012-05-18,41,False
2012-05-19,0,False
2012-05-20,0,False
2012-05-21,19,False
2012-05-22,19,False
2012-05-23,19,False
2012-05-24,0,False
2012-05-25,0,False
2012-05-26,0,False
2012-05-27,0,False
2012-05-28,20,False
2012-05-29,0,False
2012-05-30,0,False
2012-05-31,38,False
2012-06-01,20,False
2012-06-02,24,False
2012-06-03,23,False
2012-06-04,19,False
2012-06-05,19,False
2012-06-06,19,False
2012-06-07,58,False
2012-06-08,20,False
2012-06-09,0,False
2012-06-10,0,False
2012-06-11,19,False
2012-06-12,0,False
2012-06-13,0,False
2012-06-14,0,False
2012-06-15,0,False
2012-06-16,0,False
2012-06-17,0,False
2012-06-18,19,False
2012-06-19,0,False
2012-06-20,38,False
2012-06-21,20,False
2012-06-22,20,False
2012-06-23,0,False
2012-06-24,0,False
2012-06-25,19,False
2012-06-26,0,False
2012-06-27,0,False
2012-06-28,59,False
2012-06-29,41,False
2012-06-30,0,False
2012-07-01,0,False
2012-07-02,19,False
2012-07-03,38,False
2012-07-04,20,False
2012-07-05,40,False
2012-07-06,40,False
2012-07-07,0,False
2012-07-08,24,False
2012-07-09,0,False
2012-07-10,19,False
2012-07-11,20,False
2012-07-12,0,False
2012-07-13,20,False
2012-07-14,0,False
2012-07-15,0,False
2012-07-16,38,False
2012-07-17,19,False
2012-07-18,0,False
2012-07-19,59,False
2012-07-20,21,False
2012-07-21,0,False
2012-07-22,0,False
2012-07-23,39,False
2012-07-24,0,False
2012-07-25,20,False
2012-07-26,40,False
2012-07-27,0,False
2012-07-28,0,False
2012-07-29,24,False
2012-07-30,39,False
2012-07-31,0,False
2012-08-01,20,False
2012-08-02,0,False
2012-08-03,0,False
2012-08-04,0,False
2012-08-05,0,False
2012-08-06,19,False
2012-08-07,19,False
2012-08-08,59,False
2012-08-09,39,False
2012-08-10,41,False
2012-08-11,24,False
2012-08-12,0,False
2012-08-13,39,False
2012-08-14,39,False
2012-08-15,41,False
2012-08-16,20,False
2012-08-17,0,False
2012-08-18,0,False
2012-08-19,0,False
2012-08-20,20,False
2012-08-21,0,False
2012-08-22,38,False
2012-08-23,39,False
2012-08-24,20,False
2012-08-25,0,False
2012-08-26,0,False
2012-08-27,37,False
2012-08-28,0,False
2012-08-29,0,False
2012-08-30,39,False
2012-08-31,0,False
2012-09-01,23,False
2012-09-02,23,False
2012-09-03,19,False
2012-09-04,37,False
2012-09-05,19,False
2012-09-06,19,False
2012-09-07,40,False
2012-09-08,0,False
2012-09-09,0,False
2012-09-10,55,False
2012-09-11,55,False
2012-09-12,0,False
2012-09-13,0,False
2012-09-14,39,False
2012-09-15,0,False
2012-09-16,0,False
2012-09-17,0,False
2012-09-18,18,False
2012-09-19,18,False
2012-09-20,0,False
2012-09-21,0,False
2012-09-22,0,False
2012-09-23,0,False
2012-09-24,0,False
2012-09-25,0,False
2012-09-26,18,False
2012-09-27,37,False
2012-09-28,0,False
2012-09-29,0,False
2012-09-30,0,False
2012-10-01,18,False
2012-10-02,36,False
2012-10-03,19,False
2012-10-04,0,False
2012-10-05,37,False
2012-10-06,0,False
2012-10-07,0,False
2012-10-08,35,False
2012-10-09,18,False
2012-10-10,18,False
2012-10-11,0,False
2012-10-12,19,False
