date,CSX,isPartial
2012-06-04,51,False
2012-06-05,44,False
2012-06-06,45,False
2012-06-07,47,False
2012-06-08,39,False
2012-06-09,32,False
2012-06-10,30,False
2012-06-11,46,False
2012-06-12,47,False
2012-06-13,44,False
2012-06-14,39,False
2012-06-15,46,False
2012-06-16,32,False
2012-06-17,34,False
2012-06-18,47,False
2012-06-19,48,False
2012-06-20,48,False
2012-06-21,49,False
2012-06-22,41,False
2012-06-23,33,False
2012-06-24,28,False
2012-06-25,45,False
2012-06-26,48,False
2012-06-27,47,False
2012-06-28,38,False
2012-06-29,48,False
2012-06-30,31,False
2012-07-01,32,False
2012-07-02,48,False
2012-07-03,46,False
2012-07-04,35,False
2012-07-05,40,False
2012-07-06,34,False
2012-07-07,33,False
2012-07-08,34,False
2012-07-09,45,False
2012-07-10,38,False
2012-07-11,54,False
2012-07-12,49,False
2012-07-13,40,False
2012-07-14,44,False
2012-07-15,42,False
2012-07-16,43,False
2012-07-17,49,False
2012-07-18,45,False
2012-07-19,35,False
2012-07-20,42,False
2012-07-21,35,False
2012-07-22,37,False
2012-07-23,51,False
2012-07-24,49,False
2012-07-25,47,False
2012-07-26,49,False
2012-07-27,49,False
2012-07-28,34,False
2012-07-29,27,False
2012-07-30,42,False
2012-07-31,43,False
2012-08-01,46,False
2012-08-02,43,False
2012-08-03,46,False
2012-08-04,27,False
2012-08-05,38,False
2012-08-06,47,False
2012-08-07,49,False
2012-08-08,44,False
2012-08-09,50,False
2012-08-10,40,False
2012-08-11,37,False
2012-08-12,36,False
2012-08-13,44,False
2012-08-14,43,False
2012-08-15,42,False
2012-08-16,40,False
2012-08-17,42,False
2012-08-18,34,False
2012-08-19,37,False
2012-08-20,48,False
2012-08-21,100,False
2012-08-22,73,False
2012-08-23,55,False
2012-08-24,40,False
2012-08-25,32,False
2012-08-26,36,False
2012-08-27,46,False
2012-08-28,41,False
2012-08-29,47,False
2012-08-30,48,False
2012-08-31,50,False
2012-09-01,29,False
2012-09-02,27,False
2012-09-03,38,False
2012-09-04,47,False
2012-09-05,44,False
2012-09-06,56,False
2012-09-07,39,False
2012-09-08,30,False
2012-09-09,32,False
2012-09-10,43,False
2012-09-11,51,False
2012-09-12,43,False
2012-09-13,41,False
2012-09-14,49,False
2012-09-15,29,False
2012-09-16,31,False
2012-09-17,38,False
2012-09-18,39,False
2012-09-19,51,False
2012-09-20,56,False
2012-09-21,44,False
2012-09-22,36,False
2012-09-23,27,False
2012-09-24,41,False
2012-09-25,52,False
2012-09-26,49,False
2012-09-27,45,False
2012-09-28,49,False
2012-09-29,40,False
2012-09-30,38,False
2012-10-01,52,False
2012-10-02,42,False
2012-10-03,51,False
2012-10-04,47,False
2012-10-05,34,False
2012-10-06,33,False
2012-10-07,26,False
2012-10-08,46,False
2012-10-09,43,False
2012-10-10,44,False
2012-10-11,38,False
2012-10-12,39,False
2012-10-13,33,False
2012-10-14,25,False
2012-10-15,43,False
2012-10-16,48,False
2012-10-17,48,False
2012-10-18,49,False
2012-10-19,42,False
2012-10-20,27,False
2012-10-21,32,False
2012-10-22,51,False
2012-10-23,47,False
2012-10-24,43,False
2012-10-25,39,False
2012-10-26,33,False
2012-10-27,28,False
2012-10-28,25,False
2012-10-29,39,False
2012-10-30,39,False
2012-10-31,35,False
2012-11-01,52,False
2012-11-02,45,False
2012-11-03,22,False
2012-11-04,31,False
2012-11-05,43,False
2012-11-06,39,False
2012-11-07,40,False
2012-11-08,44,False
2012-11-09,40,False
2012-11-10,35,False
2012-11-11,28,False
2012-11-12,41,False
2012-11-13,44,False
2012-11-14,46,False
2012-11-15,55,False
2012-11-16,46,False
2012-11-17,34,False
2012-11-18,36,False
2012-11-19,43,False
2012-11-20,41,False
2012-11-21,31,False
2012-11-22,20,False
2012-11-23,24,False
2012-11-24,34,False
2012-11-25,37,False
2012-11-26,34,False
2012-11-27,42,False
2012-11-28,42,False
2012-11-29,48,False
2012-11-30,45,False
2012-12-01,29,False
2012-12-02,28,False
2012-12-03,38,False
2012-12-04,38,False
2012-12-05,43,False
2012-12-06,43,False
2012-12-07,39,False
2012-12-08,28,False
2012-12-09,30,False
2012-12-10,38,False
2012-12-11,37,False
2012-12-12,30,False
2012-12-13,41,False
2012-12-14,42,False
2012-12-15,37,False
2012-12-16,31,False
2012-12-17,36,False
2012-12-18,41,False
2012-12-19,38,False
2012-12-20,40,False
2012-12-21,38,False
2012-12-22,30,False
2012-12-23,30,False
2012-12-24,30,False
2012-12-25,26,False
2012-12-26,42,False
2012-12-27,36,False
2012-12-28,36,False
2012-12-29,29,False
2012-12-30,30,False
2012-12-31,27,False
2013-01-01,30,False
2013-01-02,41,False
2013-01-03,53,False
2013-01-04,46,False
2013-01-05,36,False
2013-01-06,33,False
2013-01-07,44,False
2013-01-08,46,False
2013-01-09,41,False
2013-01-10,48,False
2013-01-11,38,False
2013-01-12,32,False
2013-01-13,35,False
2013-01-14,43,False
2013-01-15,40,False
2013-01-16,39,False
2013-01-17,43,False
2013-01-18,47,False
2013-01-19,30,False
2013-01-20,28,False
2013-01-21,34,False
2013-01-22,51,False
2013-01-23,54,False
2013-01-24,51,False
2013-01-25,48,False
2013-01-26,41,False
2013-01-27,39,False
2013-01-28,53,False
2013-01-29,46,False
2013-01-30,54,False
2013-01-31,47,False
2013-02-01,45,False
2013-02-02,48,False
2013-02-03,26,False
2013-02-04,47,False
2013-02-05,43,False
2013-02-06,38,False
2013-02-07,45,False
2013-02-08,37,False
2013-02-09,32,False
2013-02-10,29,False
2013-02-11,47,False
2013-02-12,52,False
2013-02-13,49,False
2013-02-14,38,False
2013-02-15,37,False
2013-02-16,32,False
2013-02-17,30,False
2013-02-18,45,False
2013-02-19,48,False
