date,CSX,isPartial
2013-11-06,60,False
2013-11-07,61,False
2013-11-08,64,False
2013-11-09,45,False
2013-11-10,38,False
2013-11-11,51,False
2013-11-12,64,False
2013-11-13,55,False
2013-11-14,58,False
2013-11-15,52,False
2013-11-16,43,False
2013-11-17,63,False
2013-11-18,54,False
2013-11-19,55,False
2013-11-20,66,False
2013-11-21,52,False
2013-11-22,52,False
2013-11-23,45,False
2013-11-24,42,False
2013-11-25,49,False
2013-11-26,40,False
2013-11-27,52,False
2013-11-28,36,False
2013-11-29,40,False
2013-11-30,38,False
2013-12-01,35,False
2013-12-02,52,False
2013-12-03,52,False
2013-12-04,52,False
2013-12-05,59,False
2013-12-06,57,False
2013-12-07,38,False
2013-12-08,37,False
2013-12-09,47,False
2013-12-10,55,False
2013-12-11,53,False
2013-12-12,59,False
2013-12-13,50,False
2013-12-14,37,False
2013-12-15,38,False
2013-12-16,52,False
2013-12-17,61,False
2013-12-18,58,False
2013-12-19,50,False
2013-12-20,55,False
2013-12-21,40,False
2013-12-22,40,False
2013-12-23,47,False
2013-12-24,49,False
2013-12-25,42,False
2013-12-26,49,False
2013-12-27,54,False
2013-12-28,40,False
2013-12-29,37,False
2013-12-30,54,False
2013-12-31,52,False
2014-01-01,34,False
2014-01-02,54,False
2014-01-03,56,False
2014-01-04,41,False
2014-01-05,38,False
2014-01-06,56,False
2014-01-07,58,False
2014-01-08,65,False
2014-01-09,61,False
2014-01-10,57,False
2014-01-11,45,False
2014-01-12,40,False
2014-01-13,56,False
2014-01-14,66,False
2014-01-15,61,False
2014-01-16,80,False
2014-01-17,67,False
2014-01-18,46,False
2014-01-19,36,False
2014-01-20,57,False
2014-01-21,63,False
2014-01-22,58,False
2014-01-23,63,False
2014-01-24,65,False
2014-01-25,45,False
2014-01-26,36,False
2014-01-27,62,False
2014-01-28,57,False
2014-01-29,54,False
2014-01-30,56,False
2014-01-31,53,False
2014-02-01,51,False
2014-02-02,37,False
2014-02-03,48,False
2014-02-04,58,False
2014-02-05,63,False
2014-02-06,62,False
2014-02-07,58,False
2014-02-08,52,False
2014-02-09,45,False
2014-02-10,45,False
2014-02-11,47,False
2014-02-12,52,False
2014-02-13,45,False
2014-02-14,49,False
2014-02-15,42,False
2014-02-16,41,False
2014-02-17,60,False
2014-02-18,52,False
2014-02-19,67,False
2014-02-20,58,False
2014-02-21,54,False
2014-02-22,51,False
2014-02-23,39,False
2014-02-24,68,False
2014-02-25,53,False
2014-02-26,60,False
2014-02-27,63,False
2014-02-28,58,False
2014-03-01,40,False
2014-03-02,46,False
2014-03-03,58,False
2014-03-04,54,False
2014-03-05,60,False
2014-03-06,71,False
2014-03-07,57,False
2014-03-08,46,False
2014-03-09,36,False
2014-03-10,55,False
2014-03-11,48,False
2014-03-12,60,False
2014-03-13,56,False
2014-03-14,56,False
2014-03-15,38,False
2014-03-16,39,False
2014-03-17,52,False
2014-03-18,49,False
2014-03-19,47,False
2014-03-20,56,False
2014-03-21,45,False
2014-03-22,46,False
2014-03-23,46,False
2014-03-24,58,False
2014-03-25,59,False
2014-03-26,55,False
2014-03-27,45,False
2014-03-28,51,False
2014-03-29,41,False
2014-03-30,31,False
2014-03-31,58,False
2014-04-01,46,False
2014-04-02,58,False
2014-04-03,56,False
2014-04-04,50,False
2014-04-05,34,False
2014-04-06,42,False
2014-04-07,56,False
2014-04-08,53,False
2014-04-09,59,False
2014-04-10,56,False
2014-04-11,44,False
2014-04-12,35,False
2014-04-13,31,False
2014-04-14,52,False
2014-04-15,71,False
2014-04-16,60,False
2014-04-17,56,False
2014-04-18,48,False
2014-04-19,41,False
2014-04-20,34,False
2014-04-21,52,False
2014-04-22,60,False
2014-04-23,56,False
2014-04-24,54,False
2014-04-25,59,False
2014-04-26,48,False
2014-04-27,44,False
2014-04-28,52,False
2014-04-29,55,False
2014-04-30,93,False
2014-05-01,100,False
2014-05-02,72,False
2014-05-03,49,False
2014-05-04,39,False
2014-05-05,50,False
2014-05-06,71,False
2014-05-07,61,False
2014-05-08,51,False
2014-05-09,52,False
2014-05-10,36,False
2014-05-11,45,False
2014-05-12,51,False
2014-05-13,70,False
2014-05-14,60,False
2014-05-15,52,False
2014-05-16,45,False
2014-05-17,47,False
2014-05-18,48,False
2014-05-19,52,False
2014-05-20,63,False
2014-05-21,54,False
2014-05-22,53,False
2014-05-23,47,False
2014-05-24,42,False
2014-05-25,37,False
2014-05-26,31,False
2014-05-27,58,False
2014-05-28,52,False
2014-05-29,64,False
2014-05-30,50,False
2014-05-31,39,False
2014-06-01,40,False
2014-06-02,48,False
2014-06-03,60,False
