date,CSX,isPartial
2016-05-04,26,False
2016-05-05,21,False
2016-05-06,22,False
2016-05-07,16,False
2016-05-08,19,False
2016-05-09,24,False
2016-05-10,24,False
2016-05-11,22,False
2016-05-12,29,False
2016-05-13,22,False
2016-05-14,19,False
2016-05-15,14,False
2016-05-16,20,False
2016-05-17,22,False
2016-05-18,17,False
2016-05-19,20,False
2016-05-20,23,False
2016-05-21,21,False
2016-05-22,15,False
2016-05-23,19,False
2016-05-24,25,False
2016-05-25,26,False
2016-05-26,28,False
2016-05-27,20,False
2016-05-28,13,False
2016-05-29,15,False
2016-05-30,17,False
2016-05-31,19,False
2016-06-01,26,False
2016-06-02,23,False
2016-06-03,26,False
2016-06-04,16,False
2016-06-05,15,False
2016-06-06,24,False
2016-06-07,30,False
2016-06-08,25,False
2016-06-09,31,False
2016-06-10,23,False
2016-06-11,14,False
2016-06-12,15,False
2016-06-13,25,False
2016-06-14,24,False
2016-06-15,29,False
2016-06-16,21,False
2016-06-17,23,False
2016-06-18,16,False
2016-06-19,15,False
2016-06-20,28,False
2016-06-21,22,False
2016-06-22,19,False
2016-06-23,22,False
2016-06-24,31,False
2016-06-25,18,False
2016-06-26,18,False
2016-06-27,21,False
2016-06-28,24,False
2016-06-29,29,False
2016-06-30,24,False
2016-07-01,23,False
2016-07-02,24,False
2016-07-03,14,False
2016-07-04,16,False
2016-07-05,27,False
2016-07-06,30,False
2016-07-07,31,False
2016-07-08,21,False
2016-07-09,16,False
2016-07-10,21,False
2016-07-11,30,False
2016-07-12,24,False
2016-07-13,34,False
2016-07-14,39,False
2016-07-15,20,False
2016-07-16,15,False
2016-07-17,13,False
2016-07-18,29,False
2016-07-19,29,False
2016-07-20,31,False
2016-07-21,24,False
2016-07-22,19,False
2016-07-23,16,False
2016-07-24,18,False
2016-07-25,21,False
2016-07-26,25,False
2016-07-27,29,False
2016-07-28,30,False
2016-07-29,28,False
2016-07-30,21,False
2016-07-31,13,False
2016-08-01,25,False
2016-08-02,25,False
2016-08-03,26,False
2016-08-04,27,False
2016-08-05,20,False
2016-08-06,21,False
2016-08-07,16,False
