date,CSX,isPartial
2014-07-24,46,False
2014-07-25,38,False
2014-07-26,27,False
2014-07-27,28,False
2014-07-28,39,False
2014-07-29,31,False
2014-07-30,44,False
2014-07-31,41,False
2014-08-01,48,False
2014-08-02,37,False
2014-08-03,43,False
2014-08-04,39,False
2014-08-05,51,False
2014-08-06,53,False
2014-08-07,53,False
2014-08-08,43,False
2014-08-09,39,False
2014-08-10,28,False
2014-08-11,47,False
2014-08-12,43,False
2014-08-13,43,False
2014-08-14,41,False
2014-08-15,34,False
2014-08-16,34,False
2014-08-17,41,False
2014-08-18,42,False
2014-08-19,60,False
2014-08-20,51,False
2014-08-21,49,False
2014-08-22,41,False
2014-08-23,36,False
2014-08-24,27,False
2014-08-25,45,False
2014-08-26,40,False
2014-08-27,53,False
2014-08-28,38,False
2014-08-29,47,False
2014-08-30,27,False
2014-08-31,29,False
2014-09-01,29,False
2014-09-02,43,False
2014-09-03,39,False
2014-09-04,55,False
2014-09-05,50,False
2014-09-06,27,False
2014-09-07,31,False
2014-09-08,38,False
2014-09-09,44,False
2014-09-10,44,False
2014-09-11,50,False
2014-09-12,46,False
2014-09-13,32,False
2014-09-14,30,False
2014-09-15,43,False
2014-09-16,56,False
2014-09-17,38,False
2014-09-18,39,False
2014-09-19,45,False
2014-09-20,43,False
2014-09-21,29,False
2014-09-22,44,False
2014-09-23,47,False
2014-09-24,46,False
2014-09-25,44,False
2014-09-26,36,False
2014-09-27,33,False
2014-09-28,30,False
2014-09-29,48,False
2014-09-30,49,False
2014-10-01,47,False
2014-10-02,49,False
2014-10-03,41,False
2014-10-04,30,False
2014-10-05,34,False
2014-10-06,50,False
2014-10-07,48,False
2014-10-08,46,False
2014-10-09,45,False
2014-10-10,42,False
2014-10-11,23,False
2014-10-12,40,False
2014-10-13,89,False
2014-10-14,74,False
2014-10-15,52,False
2014-10-16,58,False
2014-10-17,59,False
2014-10-18,42,False
2014-10-19,39,False
2014-10-20,54,False
2014-10-21,61,False
2014-10-22,50,False
2014-10-23,50,False
2014-10-24,44,False
2014-10-25,29,False
2014-10-26,29,False
2014-10-27,49,False
2014-10-28,46,False
2014-10-29,52,False
2014-10-30,43,False
2014-10-31,37,False
2014-11-01,27,False
2014-11-02,38,False
2014-11-03,36,False
2014-11-04,45,False
2014-11-05,42,False
2014-11-06,43,False
2014-11-07,60,False
2014-11-08,32,False
2014-11-09,40,False
2014-11-10,43,False
2014-11-11,41,False
2014-11-12,60,False
2014-11-13,57,False
2014-11-14,46,False
2014-11-15,34,False
2014-11-16,30,False
2014-11-17,43,False
2014-11-18,31,False
2014-11-19,41,False
2014-11-20,34,False
2014-11-21,54,False
2014-11-22,33,False
2014-11-23,22,False
2014-11-24,41,False
2014-11-25,37,False
2014-11-26,38,False
2014-11-27,27,False
2014-11-28,36,False
2014-11-29,24,False
2014-11-30,32,False
2014-12-01,49,False
2014-12-02,40,False
2014-12-03,44,False
2014-12-04,55,False
2014-12-05,35,False
2014-12-06,34,False
2014-12-07,32,False
2014-12-08,44,False
2014-12-09,49,False
2014-12-10,47,False
2014-12-11,36,False
2014-12-12,39,False
2014-12-13,29,False
2014-12-14,24,False
2014-12-15,48,False
2014-12-16,49,False
2014-12-17,44,False
2014-12-18,43,False
2014-12-19,49,False
2014-12-20,25,False
2014-12-21,33,False
2014-12-22,39,False
2014-12-23,34,False
2014-12-24,31,False
2014-12-25,25,False
2014-12-26,42,False
2014-12-27,33,False
2014-12-28,28,False
2014-12-29,46,False
2014-12-30,43,False
2014-12-31,36,False
2015-01-01,38,False
2015-01-02,39,False
2015-01-03,35,False
2015-01-04,34,False
2015-01-05,38,False
2015-01-06,44,False
2015-01-07,48,False
2015-01-08,46,False
2015-01-09,44,False
2015-01-10,31,False
2015-01-11,35,False
2015-01-12,40,False
2015-01-13,48,False
2015-01-14,51,False
2015-01-15,43,False
2015-01-16,37,False
2015-01-17,38,False
2015-01-18,33,False
2015-01-19,42,False
2015-01-20,58,False
2015-01-21,46,False
2015-01-22,47,False
2015-01-23,45,False
2015-01-24,44,False
2015-01-25,31,False
2015-01-26,48,False
2015-01-27,53,False
2015-01-28,58,False
2015-01-29,48,False
2015-01-30,57,False
2015-01-31,39,False
2015-02-01,32,False
2015-02-02,49,False
2015-02-03,54,False
2015-02-04,39,False
2015-02-05,38,False
2015-02-06,37,False
2015-02-07,32,False
2015-02-08,31,False
2015-02-09,38,False
2015-02-10,42,False
2015-02-11,47,False
2015-02-12,40,False
2015-02-13,40,False
2015-02-14,34,False
2015-02-15,30,False
2015-02-16,50,False
2015-02-17,100,False
2015-02-18,61,False
2015-02-19,48,False
2015-02-20,37,False
2015-02-21,29,False
2015-02-22,31,False
2015-02-23,49,False
2015-02-24,39,False
2015-02-25,40,False
2015-02-26,47,False
2015-02-27,38,False
2015-02-28,28,False
2015-03-01,32,False
2015-03-02,34,False
2015-03-03,43,False
2015-03-04,44,False
2015-03-05,44,False
2015-03-06,38,False
2015-03-07,32,False
2015-03-08,36,False
2015-03-09,44,False
2015-03-10,36,False
2015-03-11,47,False
2015-03-12,55,False
2015-03-13,41,False
2015-03-14,34,False
2015-03-15,22,False
2015-03-16,35,False
2015-03-17,43,False
2015-03-18,41,False
2015-03-19,49,False
2015-03-20,34,False
2015-03-21,40,False
2015-03-22,32,False
2015-03-23,40,False
2015-03-24,42,False
2015-03-25,45,False
2015-03-26,40,False
2015-03-27,36,False
2015-03-28,39,False
2015-03-29,28,False
