date,CSX,isPartial
2012-01-26,62,False
2012-01-27,58,False
2012-01-28,40,False
2012-01-29,34,False
2012-01-30,57,False
2012-01-31,46,False
2012-02-01,37,False
2012-02-02,67,False
2012-02-03,63,False
2012-02-04,49,False
2012-02-05,44,False
2012-02-06,50,False
2012-02-07,58,False
2012-02-08,54,False
2012-02-09,44,False
2012-02-10,38,False
2012-02-11,34,False
2012-02-12,36,False
2012-02-13,48,False
2012-02-14,52,False
2012-02-15,55,False
2012-02-16,48,False
2012-02-17,61,False
2012-02-18,48,False
2012-02-19,48,False
2012-02-20,67,False
2012-02-21,62,False
2012-02-22,72,False
2012-02-23,50,False
2012-02-24,55,False
2012-02-25,47,False
2012-02-26,41,False
2012-02-27,45,False
2012-02-28,60,False
2012-02-29,44,False
2012-03-01,45,False
2012-03-02,54,False
2012-03-03,53,False
2012-03-04,45,False
2012-03-05,41,False
2012-03-06,44,False
2012-03-07,40,False
2012-03-08,51,False
2012-03-09,44,False
2012-03-10,38,False
2012-03-11,40,False
2012-03-12,46,False
2012-03-13,48,False
2012-03-14,49,False
2012-03-15,46,False
2012-03-16,57,False
2012-03-17,40,False
2012-03-18,35,False
2012-03-19,55,False
2012-03-20,52,False
2012-03-21,45,False
2012-03-22,47,False
2012-03-23,53,False
2012-03-24,43,False
2012-03-25,37,False
2012-03-26,50,False
2012-03-27,53,False
2012-03-28,59,False
2012-03-29,44,False
2012-03-30,50,False
2012-03-31,37,False
2012-04-01,43,False
2012-04-02,62,False
2012-04-03,54,False
2012-04-04,53,False
2012-04-05,55,False
2012-04-06,50,False
2012-04-07,43,False
2012-04-08,40,False
2012-04-09,58,False
2012-04-10,49,False
2012-04-11,35,False
2012-04-12,49,False
2012-04-13,38,False
2012-04-14,43,False
2012-04-15,47,False
2012-04-16,68,False
2012-04-17,59,False
2012-04-18,69,False
2012-04-19,64,False
2012-04-20,42,False
2012-04-21,38,False
2012-04-22,58,False
2012-04-23,49,False
2012-04-24,37,False
2012-04-25,51,False
2012-04-26,50,False
2012-04-27,48,False
2012-04-28,42,False
2012-04-29,46,False
2012-04-30,50,False
2012-05-01,65,False
2012-05-02,55,False
2012-05-03,50,False
2012-05-04,50,False
2012-05-05,38,False
2012-05-06,38,False
2012-05-07,40,False
2012-05-08,48,False
2012-05-09,47,False
2012-05-10,32,False
2012-05-11,45,False
2012-05-12,50,False
2012-05-13,27,False
2012-05-14,44,False
2012-05-15,51,False
2012-05-16,47,False
2012-05-17,60,False
2012-05-18,57,False
2012-05-19,30,False
2012-05-20,41,False
2012-05-21,50,False
2012-05-22,46,False
2012-05-23,54,False
2012-05-24,45,False
2012-05-25,39,False
2012-05-26,39,False
2012-05-27,28,False
2012-05-28,38,False
2012-05-29,41,False
2012-05-30,53,False
2012-05-31,59,False
2012-06-01,58,False
2012-06-02,26,False
2012-06-03,43,False
2012-06-04,52,False
2012-06-05,36,False
2012-06-06,41,False
2012-06-07,40,False
2012-06-08,40,False
2012-06-09,30,False
2012-06-10,23,False
2012-06-11,42,False
2012-06-12,41,False
2012-06-13,32,False
2012-06-14,58,False
2012-06-15,47,False
2012-06-16,33,False
2012-06-17,31,False
2012-06-18,54,False
2012-06-19,61,False
2012-06-20,41,False
2012-06-21,40,False
2012-06-22,50,False
2012-06-23,35,False
2012-06-24,33,False
2012-06-25,42,False
2012-06-26,39,False
2012-06-27,48,False
2012-06-28,45,False
2012-06-29,47,False
2012-06-30,31,False
2012-07-01,31,False
2012-07-02,47,False
2012-07-03,38,False
2012-07-04,40,False
2012-07-05,32,False
2012-07-06,34,False
2012-07-07,40,False
2012-07-08,37,False
2012-07-09,41,False
2012-07-10,42,False
2012-07-11,59,False
2012-07-12,57,False
2012-07-13,38,False
2012-07-14,24,False
2012-07-15,37,False
2012-07-16,49,False
2012-07-17,64,False
2012-07-18,57,False
2012-07-19,43,False
2012-07-20,41,False
2012-07-21,40,False
2012-07-22,26,False
2012-07-23,54,False
2012-07-24,56,False
2012-07-25,53,False
2012-07-26,46,False
2012-07-27,51,False
2012-07-28,37,False
2012-07-29,30,False
2012-07-30,50,False
2012-07-31,45,False
2012-08-01,58,False
2012-08-02,52,False
2012-08-03,35,False
2012-08-04,38,False
2012-08-05,40,False
2012-08-06,44,False
2012-08-07,48,False
2012-08-08,59,False
2012-08-09,44,False
2012-08-10,45,False
2012-08-11,36,False
2012-08-12,47,False
2012-08-13,42,False
2012-08-14,50,False
2012-08-15,48,False
2012-08-16,50,False
2012-08-17,54,False
2012-08-18,30,False
2012-08-19,41,False
2012-08-20,53,False
2012-08-21,100,False
2012-08-22,89,False
2012-08-23,68,False
2012-08-24,34,False
2012-08-25,42,False
2012-08-26,41,False
2012-08-27,56,False
2012-08-28,51,False
2012-08-29,44,False
2012-08-30,64,False
2012-08-31,41,False
2012-09-01,45,False
2012-09-02,25,False
2012-09-03,41,False
2012-09-04,45,False
2012-09-05,40,False
2012-09-06,54,False
2012-09-07,49,False
2012-09-08,41,False
2012-09-09,42,False
2012-09-10,41,False
2012-09-11,50,False
2012-09-12,44,False
2012-09-13,31,False
2012-09-14,44,False
2012-09-15,29,False
2012-09-16,34,False
2012-09-17,47,False
2012-09-18,55,False
2012-09-19,62,False
2012-09-20,60,False
2012-09-21,40,False
2012-09-22,33,False
