date,CSX,isPartial
2018-02-13,74,False
2018-02-14,73,False
2018-02-15,78,False
2018-02-16,71,False
2018-02-17,45,False
2018-02-18,46,False
2018-02-19,52,False
2018-02-20,65,False
2018-02-21,66,False
2018-02-22,75,False
2018-02-23,71,False
2018-02-24,58,False
2018-02-25,50,False
2018-02-26,70,False
2018-02-27,72,False
2018-02-28,70,False
2018-03-01,74,False
2018-03-02,76,False
2018-03-03,61,False
2018-03-04,49,False
2018-03-05,60,False
2018-03-06,74,False
2018-03-07,77,False
2018-03-08,69,False
2018-03-09,71,False
2018-03-10,46,False
2018-03-11,53,False
2018-03-12,50,False
2018-03-13,85,False
2018-03-14,81,False
2018-03-15,73,False
2018-03-16,52,False
2018-03-17,42,False
2018-03-18,48,False
2018-03-19,63,False
2018-03-20,51,False
2018-03-21,58,False
2018-03-22,66,False
2018-03-23,65,False
2018-03-24,62,False
2018-03-25,50,False
2018-03-26,46,False
2018-03-27,79,False
2018-03-28,71,False
2018-03-29,72,False
2018-03-30,58,False
2018-03-31,42,False
2018-04-01,30,False
2018-04-02,80,False
2018-04-03,59,False
2018-04-04,68,False
2018-04-05,74,False
2018-04-06,66,False
2018-04-07,47,False
2018-04-08,61,False
2018-04-09,66,False
2018-04-10,71,False
2018-04-11,66,False
2018-04-12,62,False
2018-04-13,45,False
2018-04-14,27,False
2018-04-15,38,False
2018-04-16,58,False
2018-04-17,67,False
2018-04-18,100,False
2018-04-19,95,False
2018-04-20,77,False
2018-04-21,38,False
2018-04-22,45,False
2018-04-23,69,False
2018-04-24,66,False
2018-04-25,64,False
2018-04-26,66,False
2018-04-27,67,False
2018-04-28,41,False
2018-04-29,52,False
2018-04-30,67,False
2018-05-01,72,False
2018-05-02,71,False
2018-05-03,80,False
2018-05-04,62,False
2018-05-05,51,False
2018-05-06,40,False
2018-05-07,75,False
2018-05-08,74,False
2018-05-09,68,False
2018-05-10,64,False
2018-05-11,66,False
2018-05-12,49,False
2018-05-13,44,False
2018-05-14,85,False
2018-05-15,58,False
2018-05-16,83,False
2018-05-17,67,False
2018-05-18,57,False
2018-05-19,55,False
2018-05-20,47,False
2018-05-21,62,False
2018-05-22,88,False
2018-05-23,60,False
2018-05-24,71,False
2018-05-25,68,False
2018-05-26,33,False
2018-05-27,28,False
2018-05-28,39,False
2018-05-29,69,False
2018-05-30,73,False
2018-05-31,73,False
2018-06-01,62,False
