date,CSX,isPartial
2015-12-26,51,False
2015-12-27,45,False
2015-12-28,49,False
2015-12-29,61,False
2015-12-30,66,False
2015-12-31,46,False
2016-01-01,41,False
2016-01-02,48,False
2016-01-03,36,False
2016-01-04,61,False
2016-01-05,62,False
2016-01-06,55,False
2016-01-07,66,False
2016-01-08,74,False
2016-01-09,61,False
2016-01-10,47,False
2016-01-11,63,False
2016-01-12,77,False
2016-01-13,99,False
2016-01-14,66,False
2016-01-15,73,False
2016-01-16,77,False
2016-01-17,52,False
2016-01-18,65,False
2016-01-19,58,False
2016-01-20,77,False
2016-01-21,72,False
2016-01-22,61,False
2016-01-23,43,False
2016-01-24,35,False
2016-01-25,67,False
2016-01-26,81,False
2016-01-27,67,False
2016-01-28,68,False
2016-01-29,77,False
2016-01-30,41,False
2016-01-31,42,False
2016-02-01,57,False
2016-02-02,47,False
2016-02-03,68,False
2016-02-04,65,False
2016-02-05,59,False
2016-02-06,40,False
2016-02-07,38,False
2016-02-08,65,False
2016-02-09,60,False
2016-02-10,90,False
2016-02-11,63,False
2016-02-12,69,False
2016-02-13,39,False
2016-02-14,31,False
2016-02-15,54,False
2016-02-16,54,False
2016-02-17,84,False
2016-02-18,65,False
2016-02-19,56,False
2016-02-20,35,False
2016-02-21,44,False
2016-02-22,60,False
2016-02-23,75,False
2016-02-24,67,False
2016-02-25,82,False
2016-02-26,66,False
2016-02-27,38,False
2016-02-28,39,False
2016-02-29,58,False
2016-03-01,68,False
2016-03-02,73,False
2016-03-03,64,False
2016-03-04,48,False
2016-03-05,41,False
2016-03-06,51,False
2016-03-07,70,False
2016-03-08,65,False
2016-03-09,62,False
2016-03-10,63,False
2016-03-11,71,False
2016-03-12,51,False
2016-03-13,41,False
2016-03-14,65,False
2016-03-15,58,False
2016-03-16,57,False
2016-03-17,71,False
2016-03-18,57,False
2016-03-19,40,False
2016-03-20,30,False
2016-03-21,59,False
2016-03-22,50,False
2016-03-23,57,False
2016-03-24,66,False
2016-03-25,57,False
2016-03-26,41,False
2016-03-27,47,False
2016-03-28,64,False
2016-03-29,65,False
2016-03-30,59,False
2016-03-31,78,False
2016-04-01,59,False
2016-04-02,47,False
2016-04-03,54,False
2016-04-04,49,False
2016-04-05,57,False
2016-04-06,80,False
2016-04-07,67,False
2016-04-08,53,False
2016-04-09,49,False
2016-04-10,46,False
2016-04-11,54,False
2016-04-12,81,False
2016-04-13,87,False
2016-04-14,68,False
2016-04-15,66,False
2016-04-16,42,False
2016-04-17,58,False
2016-04-18,60,False
2016-04-19,51,False
2016-04-20,74,False
2016-04-21,51,False
2016-04-22,64,False
2016-04-23,54,False
2016-04-24,46,False
2016-04-25,49,False
2016-04-26,70,False
2016-04-27,61,False
2016-04-28,55,False
2016-04-29,69,False
2016-04-30,36,False
2016-05-01,75,False
2016-05-02,100,False
2016-05-03,63,False
2016-05-04,61,False
2016-05-05,53,False
2016-05-06,51,False
2016-05-07,28,False
2016-05-08,43,False
2016-05-09,56,False
2016-05-10,61,False
2016-05-11,50,False
2016-05-12,69,False
2016-05-13,54,False
2016-05-14,36,False
2016-05-15,35,False
2016-05-16,49,False
2016-05-17,46,False
2016-05-18,42,False
2016-05-19,49,False
2016-05-20,66,False
2016-05-21,43,False
2016-05-22,39,False
2016-05-23,48,False
2016-05-24,60,False
2016-05-25,63,False
2016-05-26,56,False
2016-05-27,65,False
2016-05-28,36,False
2016-05-29,42,False
2016-05-30,50,False
2016-05-31,57,False
2016-06-01,62,False
2016-06-02,59,False
2016-06-03,57,False
2016-06-04,36,False
2016-06-05,33,False
2016-06-06,62,False
2016-06-07,70,False
2016-06-08,65,False
2016-06-09,75,False
2016-06-10,54,False
2016-06-11,44,False
2016-06-12,32,False
2016-06-13,51,False
2016-06-14,58,False
2016-06-15,59,False
2016-06-16,55,False
2016-06-17,56,False
2016-06-18,44,False
2016-06-19,32,False
2016-06-20,64,False
2016-06-21,52,False
2016-06-22,61,False
2016-06-23,58,False
2016-06-24,76,False
2016-06-25,34,False
2016-06-26,36,False
2016-06-27,45,False
2016-06-28,60,False
2016-06-29,79,False
2016-06-30,52,False
2016-07-01,44,False
2016-07-02,54,False
2016-07-03,34,False
2016-07-04,34,False
2016-07-05,61,False
2016-07-06,70,False
2016-07-07,67,False
2016-07-08,45,False
2016-07-09,31,False
2016-07-10,45,False
2016-07-11,77,False
2016-07-12,55,False
2016-07-13,85,False
2016-07-14,82,False
2016-07-15,46,False
2016-07-16,39,False
2016-07-17,40,False
2016-07-18,59,False
2016-07-19,72,False
2016-07-20,71,False
2016-07-21,67,False
2016-07-22,43,False
2016-07-23,48,False
2016-07-24,40,False
2016-07-25,60,False
2016-07-26,64,False
2016-07-27,66,False
2016-07-28,70,False
2016-07-29,63,False
2016-07-30,47,False
2016-07-31,52,False
2016-08-01,53,False
2016-08-02,65,False
2016-08-03,62,False
2016-08-04,65,False
2016-08-05,62,False
2016-08-06,41,False
2016-08-07,40,False
2016-08-08,56,False
2016-08-09,45,False
2016-08-10,54,False
2016-08-11,60,False
2016-08-12,46,False
2016-08-13,32,False
2016-08-14,42,False
2016-08-15,43,False
2016-08-16,76,False
2016-08-17,69,False
2016-08-18,54,False
2016-08-19,48,False
2016-08-20,42,False
2016-08-21,49,False
2016-08-22,56,False
2016-08-23,58,False
2016-08-24,64,False
2016-08-25,75,False
2016-08-26,39,False
2016-08-27,31,False
2016-08-28,41,False
2016-08-29,43,False
2016-08-30,55,False
2016-08-31,47,False
2016-09-01,64,False
2016-09-02,48,False
2016-09-03,54,False
2016-09-04,38,False
2016-09-05,41,False
2016-09-06,65,False
2016-09-07,57,False
2016-09-08,56,False
2016-09-09,58,False
2016-09-10,27,False
2016-09-11,47,False
