date,BMRN,isPartial
2015-04-10,15,False
2015-04-11,0,False
2015-04-12,8,False
2015-04-13,10,False
2015-04-14,14,False
2015-04-15,20,False
2015-04-16,14,False
2015-04-17,11,False
2015-04-18,8,False
2015-04-19,8,False
2015-04-20,34,False
2015-04-21,14,False
2015-04-22,14,False
2015-04-23,10,False
2015-04-24,18,False
2015-04-25,8,False
2015-04-26,0,False
2015-04-27,20,False
2015-04-28,20,False
2015-04-29,17,False
2015-04-30,39,False
2015-05-01,23,False
2015-05-02,0,False
2015-05-03,16,False
2015-05-04,14,False
2015-05-05,17,False
2015-05-06,20,False
2015-05-07,14,False
2015-05-08,11,False
2015-05-09,12,False
2015-05-10,8,False
2015-05-11,30,False
2015-05-12,17,False
2015-05-13,14,False
2015-05-14,7,False
2015-05-15,11,False
2015-05-16,8,False
2015-05-17,0,False
2015-05-18,13,False
2015-05-19,20,False
2015-05-20,20,False
2015-05-21,17,False
2015-05-22,7,False
2015-05-23,16,False
2015-05-24,0,False
2015-05-25,0,False
2015-05-26,7,False
2015-05-27,23,False
2015-05-28,17,False
2015-05-29,7,False
2015-05-30,8,False
2015-05-31,0,False
2015-06-01,13,False
2015-06-02,20,False
2015-06-03,17,False
2015-06-04,0,False
2015-06-05,14,False
2015-06-06,0,False
2015-06-07,8,False
2015-06-08,30,False
2015-06-09,20,False
2015-06-10,14,False
2015-06-11,14,False
2015-06-12,11,False
2015-06-13,8,False
2015-06-14,16,False
2015-06-15,20,False
2015-06-16,0,False
2015-06-17,44,False
2015-06-18,76,False
2015-06-19,47,False
2015-06-20,25,False
2015-06-21,8,False
2015-06-22,24,False
2015-06-23,34,False
2015-06-24,14,False
2015-06-25,21,False
2015-06-26,11,False
2015-06-27,0,False
2015-06-28,0,False
2015-06-29,21,False
2015-06-30,10,False
2015-07-01,10,False
2015-07-02,17,False
2015-07-03,7,False
2015-07-04,17,False
2015-07-05,8,False
2015-07-06,7,False
2015-07-07,17,False
2015-07-08,14,False
2015-07-09,24,False
2015-07-10,11,False
2015-07-11,8,False
2015-07-12,8,False
2015-07-13,13,False
2015-07-14,27,False
2015-07-15,10,False
2015-07-16,18,False
2015-07-17,26,False
2015-07-18,0,False
2015-07-19,9,False
2015-07-20,21,False
2015-07-21,14,False
2015-07-22,27,False
2015-07-23,14,False
2015-07-24,32,False
2015-07-25,0,False
2015-07-26,16,False
2015-07-27,10,False
2015-07-28,27,False
2015-07-29,20,False
2015-07-30,14,False
2015-07-31,7,False
2015-08-01,0,False
2015-08-02,8,False
2015-08-03,27,False
2015-08-04,20,False
2015-08-05,7,False
2015-08-06,17,False
2015-08-07,14,False
2015-08-08,8,False
2015-08-09,8,False
2015-08-10,14,False
2015-08-11,7,False
2015-08-12,0,False
2015-08-13,7,False
2015-08-14,21,False
2015-08-15,0,False
2015-08-16,0,False
2015-08-17,10,False
2015-08-18,10,False
2015-08-19,13,False
2015-08-20,7,False
2015-08-21,17,False
2015-08-22,20,False
2015-08-23,8,False
2015-08-24,29,False
2015-08-25,20,False
2015-08-26,13,False
2015-08-27,10,False
2015-08-28,24,False
2015-08-29,0,False
2015-08-30,24,False
2015-08-31,10,False
2015-09-01,23,False
2015-09-02,13,False
2015-09-03,7,False
2015-09-04,7,False
2015-09-05,16,False
2015-09-06,0,False
2015-09-07,0,False
2015-09-08,13,False
