date,BMRN,isPartial
2016-09-11,13,False
2016-09-12,11,False
2016-09-13,11,False
2016-09-14,0,False
2016-09-15,0,False
2016-09-16,35,False
2016-09-17,0,False
2016-09-18,0,False
2016-09-19,11,False
2016-09-20,11,False
2016-09-21,44,False
2016-09-22,34,False
2016-09-23,12,False
2016-09-24,0,False
2016-09-25,0,False
2016-09-26,11,False
2016-09-27,22,False
2016-09-28,22,False
2016-09-29,0,False
2016-09-30,23,False
2016-10-01,0,False
2016-10-02,0,False
2016-10-03,22,False
2016-10-04,33,False
2016-10-05,11,False
2016-10-06,11,False
2016-10-07,23,False
2016-10-08,13,False
2016-10-09,13,False
2016-10-10,0,False
2016-10-11,44,False
2016-10-12,0,False
2016-10-13,22,False
2016-10-14,34,False
2016-10-15,0,False
2016-10-16,12,False
2016-10-17,32,False
2016-10-18,0,False
2016-10-19,32,False
2016-10-20,22,False
2016-10-21,0,False
2016-10-22,0,False
2016-10-23,0,False
2016-10-24,11,False
2016-10-25,11,False
2016-10-26,11,False
2016-10-27,100,False
2016-10-28,92,False
2016-10-29,13,False
2016-10-30,0,False
2016-10-31,0,False
2016-11-01,11,False
2016-11-02,43,False
2016-11-03,33,False
2016-11-04,0,False
2016-11-05,0,False
2016-11-06,0,False
2016-11-07,32,False
2016-11-08,53,False
2016-11-09,79,False
2016-11-10,44,False
2016-11-11,11,False
2016-11-12,0,False
2016-11-13,0,False
2016-11-14,22,False
2016-11-15,11,False
2016-11-16,0,False
2016-11-17,54,False
2016-11-18,11,False
2016-11-19,0,False
2016-11-20,0,False
2016-11-21,11,False
2016-11-22,11,False
2016-11-23,32,False
2016-11-24,0,False
2016-11-25,11,False
2016-11-26,12,False
2016-11-27,12,False
2016-11-28,10,False
2016-11-29,10,False
2016-11-30,0,False
2016-12-01,11,False
2016-12-02,22,False
2016-12-03,12,False
2016-12-04,0,False
2016-12-05,9,False
2016-12-06,10,False
2016-12-07,10,False
2016-12-08,11,False
2016-12-09,11,False
2016-12-10,0,False
2016-12-11,0,False
2016-12-12,10,False
2016-12-13,0,False
2016-12-14,21,False
2016-12-15,43,False
2016-12-16,11,False
2016-12-17,12,False
2016-12-18,0,False
2016-12-19,43,False
2016-12-20,22,False
2016-12-21,33,False
2016-12-22,23,False
2016-12-23,0,False
2016-12-24,0,False
2016-12-25,0,False
2016-12-26,12,False
2016-12-27,34,False
2016-12-28,0,False
2016-12-29,22,False
2016-12-30,23,False
2016-12-31,0,False
2017-01-01,0,False
2017-01-02,0,False
2017-01-03,21,False
2017-01-04,21,False
2017-01-05,32,False
2017-01-06,0,False
2017-01-07,0,False
2017-01-08,0,False
2017-01-09,72,False
2017-01-10,20,False
2017-01-11,70,False
2017-01-12,21,False
2017-01-13,11,False
2017-01-14,0,False
2017-01-15,0,False
2017-01-16,10,False
2017-01-17,10,False
2017-01-18,40,False
2017-01-19,20,False
2017-01-20,21,False
2017-01-21,0,False
2017-01-22,0,False
2017-01-23,10,False
2017-01-24,10,False
2017-01-25,50,False
2017-01-26,10,False
2017-01-27,11,False
2017-01-28,0,False
2017-01-29,11,False
2017-01-30,0,False
2017-01-31,20,False
2017-02-01,10,False
2017-02-02,30,False
2017-02-03,32,False
2017-02-04,0,False
2017-02-05,0,False
2017-02-06,0,False
2017-02-07,10,False
2017-02-08,10,False
2017-02-09,10,False
2017-02-10,21,False
2017-02-11,0,False
2017-02-12,0,False
2017-02-13,39,False
2017-02-14,30,False
2017-02-15,20,False
2017-02-16,10,False
2017-02-17,10,False
2017-02-18,11,False
2017-02-19,0,False
2017-02-20,0,False
2017-02-21,10,False
2017-02-22,19,False
2017-02-23,10,False
2017-02-24,21,False
2017-02-25,23,False
2017-02-26,0,False
2017-02-27,29,False
2017-02-28,20,False
2017-03-01,10,False
2017-03-02,19,False
2017-03-03,30,False
2017-03-04,0,False
2017-03-05,11,False
2017-03-06,9,False
2017-03-07,9,False
2017-03-08,30,False
2017-03-09,20,False
2017-03-10,31,False
2017-03-11,0,False
2017-03-12,0,False
