date,BMRN,isPartial
2014-07-24,11,False
2014-07-25,22,False
2014-07-26,13,False
2014-07-27,13,False
2014-07-28,16,False
2014-07-29,0,False
2014-07-30,26,False
2014-07-31,21,False
2014-08-01,16,False
2014-08-02,12,False
2014-08-03,0,False
2014-08-04,20,False
2014-08-05,20,False
2014-08-06,0,False
2014-08-07,15,False
2014-08-08,11,False
2014-08-09,0,False
2014-08-10,0,False
2014-08-11,20,False
2014-08-12,10,False
2014-08-13,10,False
2014-08-14,31,False
2014-08-15,11,False
2014-08-16,12,False
2014-08-17,24,False
2014-08-18,15,False
2014-08-19,20,False
2014-08-20,30,False
2014-08-21,31,False
2014-08-22,11,False
2014-08-23,0,False
2014-08-24,12,False
2014-08-25,10,False
2014-08-26,10,False
2014-08-27,50,False
2014-08-28,0,False
2014-08-29,11,False
2014-08-30,0,False
2014-08-31,0,False
2014-09-01,0,False
2014-09-02,14,False
2014-09-03,10,False
2014-09-04,10,False
2014-09-05,0,False
2014-09-06,0,False
2014-09-07,0,False
2014-09-08,10,False
2014-09-09,14,False
2014-09-10,0,False
2014-09-11,0,False
2014-09-12,10,False
2014-09-13,0,False
2014-09-14,0,False
2014-09-15,14,False
2014-09-16,29,False
2014-09-17,10,False
2014-09-18,0,False
2014-09-19,20,False
2014-09-20,0,False
2014-09-21,11,False
2014-09-22,14,False
2014-09-23,10,False
2014-09-24,0,False
2014-09-25,0,False
2014-09-26,10,False
2014-09-27,12,False
2014-09-28,0,False
2014-09-29,10,False
2014-09-30,24,False
2014-10-01,10,False
2014-10-02,20,False
2014-10-03,10,False
2014-10-04,12,False
2014-10-05,11,False
2014-10-06,0,False
2014-10-07,10,False
2014-10-08,10,False
2014-10-09,15,False
2014-10-10,10,False
2014-10-11,11,False
2014-10-12,0,False
2014-10-13,9,False
2014-10-14,9,False
2014-10-15,14,False
2014-10-16,14,False
2014-10-17,0,False
2014-10-18,11,False
2014-10-19,11,False
2014-10-20,0,False
2014-10-21,0,False
2014-10-22,0,False
2014-10-23,24,False
2014-10-24,25,False
2014-10-25,23,False
2014-10-26,0,False
2014-10-27,9,False
2014-10-28,23,False
2014-10-29,14,False
2014-10-30,10,False
2014-10-31,10,False
2014-11-01,0,False
2014-11-02,0,False
2014-11-03,19,False
2014-11-04,14,False
2014-11-05,9,False
2014-11-06,9,False
2014-11-07,0,False
2014-11-08,0,False
2014-11-09,0,False
2014-11-10,9,False
2014-11-11,0,False
2014-11-12,19,False
2014-11-13,14,False
2014-11-14,19,False
2014-11-15,11,False
2014-11-16,11,False
2014-11-17,9,False
2014-11-18,20,False
2014-11-19,10,False
2014-11-20,0,False
2014-11-21,15,False
2014-11-22,0,False
2014-11-23,0,False
2014-11-24,18,False
2014-11-25,27,False
2014-11-26,9,False
2014-11-27,10,False
2014-11-28,20,False
2014-11-29,22,False
2014-11-30,0,False
2014-12-01,0,False
2014-12-02,9,False
2014-12-03,9,False
2014-12-04,23,False
2014-12-05,19,False
2014-12-06,0,False
2014-12-07,0,False
2014-12-08,9,False
2014-12-09,23,False
2014-12-10,37,False
2014-12-11,19,False
2014-12-12,20,False
2014-12-13,0,False
2014-12-14,11,False
2014-12-15,19,False
2014-12-16,19,False
2014-12-17,14,False
2014-12-18,39,False
2014-12-19,0,False
2014-12-20,0,False
2014-12-21,0,False
2014-12-22,10,False
2014-12-23,36,False
2014-12-24,11,False
2014-12-25,0,False
2014-12-26,0,False
2014-12-27,0,False
2014-12-28,22,False
2014-12-29,20,False
2014-12-30,10,False
2014-12-31,0,False
2015-01-01,12,False
2015-01-02,10,False
2015-01-03,11,False
2015-01-04,0,False
2015-01-05,18,False
2015-01-06,14,False
2015-01-07,36,False
2015-01-08,36,False
2015-01-09,28,False
2015-01-10,0,False
2015-01-11,0,False
2015-01-12,45,False
2015-01-13,18,False
2015-01-14,18,False
2015-01-15,36,False
2015-01-16,14,False
2015-01-17,11,False
2015-01-18,10,False
2015-01-19,0,False
2015-01-20,35,False
2015-01-21,9,False
2015-01-22,22,False
2015-01-23,28,False
2015-01-24,10,False
2015-01-25,10,False
2015-01-26,26,False
2015-01-27,0,False
2015-01-28,26,False
2015-01-29,13,False
2015-01-30,14,False
2015-01-31,10,False
2015-02-01,10,False
2015-02-02,13,False
2015-02-03,43,False
2015-02-04,13,False
2015-02-05,9,False
2015-02-06,27,False
2015-02-07,0,False
2015-02-08,0,False
2015-02-09,26,False
2015-02-10,9,False
2015-02-11,9,False
2015-02-12,18,False
2015-02-13,19,False
2015-02-14,0,False
2015-02-15,0,False
2015-02-16,0,False
2015-02-17,23,False
2015-02-18,18,False
2015-02-19,22,False
2015-02-20,37,False
2015-02-21,10,False
2015-02-22,0,False
2015-02-23,9,False
2015-02-24,35,False
2015-02-25,13,False
2015-02-26,26,False
2015-02-27,36,False
2015-02-28,15,False
2015-03-01,10,False
2015-03-02,17,False
2015-03-03,13,False
2015-03-04,22,False
2015-03-05,26,False
