date,BMRN,isPartial
2014-03-16,0,False
2014-03-17,22,False
2014-03-18,0,False
2014-03-19,87,False
2014-03-20,0,False
2014-03-21,23,False
2014-03-22,0,False
2014-03-23,0,False
2014-03-24,0,False
2014-03-25,42,False
2014-03-26,22,False
2014-03-27,22,False
2014-03-28,23,False
2014-03-29,0,False
2014-03-30,0,False
2014-03-31,22,False
2014-04-01,43,False
2014-04-02,44,False
2014-04-03,65,False
2014-04-04,23,False
2014-04-05,26,False
2014-04-06,0,False
2014-04-07,0,False
2014-04-08,21,False
2014-04-09,22,False
2014-04-10,44,False
2014-04-11,0,False
2014-04-12,26,False
2014-04-13,0,False
2014-04-14,0,False
2014-04-15,0,False
2014-04-16,22,False
2014-04-17,23,False
2014-04-18,0,False
2014-04-19,27,False
2014-04-20,0,False
2014-04-21,0,False
2014-04-22,0,False
2014-04-23,65,False
2014-04-24,67,False
2014-04-25,69,False
2014-04-26,0,False
2014-04-27,0,False
2014-04-28,64,False
2014-04-29,43,False
2014-04-30,44,False
2014-05-01,96,False
2014-05-02,23,False
2014-05-03,52,False
2014-05-04,0,False
2014-05-05,65,False
2014-05-06,43,False
2014-05-07,0,False
2014-05-08,0,False
2014-05-09,23,False
2014-05-10,0,False
2014-05-11,0,False
2014-05-12,21,False
2014-05-13,86,False
2014-05-14,0,False
2014-05-15,22,False
2014-05-16,23,False
2014-05-17,0,False
2014-05-18,0,False
2014-05-19,0,False
2014-05-20,65,False
2014-05-21,24,False
2014-05-22,0,False
2014-05-23,25,False
2014-05-24,29,False
2014-05-25,0,False
2014-05-26,0,False
2014-05-27,24,False
2014-05-28,23,False
2014-05-29,24,False
2014-05-30,0,False
2014-05-31,0,False
2014-06-01,29,False
2014-06-02,0,False
2014-06-03,47,False
2014-06-04,24,False
2014-06-05,73,False
2014-06-06,26,False
2014-06-07,0,False
2014-06-08,0,False
2014-06-09,0,False
2014-06-10,25,False
2014-06-11,24,False
2014-06-12,0,False
2014-06-13,25,False
2014-06-14,0,False
2014-06-15,0,False
2014-06-16,0,False
2014-06-17,48,False
2014-06-18,0,False
2014-06-19,0,False
2014-06-20,26,False
2014-06-21,0,False
2014-06-22,30,False
2014-06-23,24,False
2014-06-24,0,False
2014-06-25,24,False
2014-06-26,24,False
2014-06-27,26,False
2014-06-28,0,False
2014-06-29,0,False
2014-06-30,0,False
2014-07-01,49,False
2014-07-02,0,False
2014-07-03,51,False
2014-07-04,0,False
2014-07-05,30,False
2014-07-06,30,False
2014-07-07,49,False
2014-07-08,49,False
2014-07-09,0,False
2014-07-10,49,False
2014-07-11,26,False
2014-07-12,0,False
2014-07-13,0,False
2014-07-14,49,False
2014-07-15,0,False
2014-07-16,25,False
2014-07-17,50,False
2014-07-18,26,False
2014-07-19,60,False
2014-07-20,30,False
2014-07-21,24,False
2014-07-22,0,False
2014-07-23,0,False
2014-07-24,0,False
2014-07-25,26,False
2014-07-26,30,False
2014-07-27,30,False
2014-07-28,49,False
2014-07-29,50,False
2014-07-30,25,False
2014-07-31,100,False
2014-08-01,52,False
2014-08-02,0,False
2014-08-03,30,False
2014-08-04,24,False
2014-08-05,24,False
2014-08-06,0,False
2014-08-07,36,False
2014-08-08,0,False
2014-08-09,0,False
2014-08-10,0,False
2014-08-11,24,False
2014-08-12,24,False
2014-08-13,48,False
2014-08-14,25,False
2014-08-15,53,False
2014-08-16,0,False
2014-08-17,0,False
2014-08-18,48,False
2014-08-19,24,False
2014-08-20,0,False
2014-08-21,24,False
2014-08-22,25,False
2014-08-23,0,False
2014-08-24,0,False
2014-08-25,24,False
2014-08-26,0,False
2014-08-27,94,False
2014-08-28,0,False
2014-08-29,25,False
2014-08-30,0,False
2014-08-31,0,False
2014-09-01,23,False
2014-09-02,23,False
2014-09-03,0,False
2014-09-04,23,False
2014-09-05,0,False
2014-09-06,0,False
2014-09-07,28,False
2014-09-08,46,False
2014-09-09,45,False
2014-09-10,0,False
2014-09-11,23,False
2014-09-12,0,False
2014-09-13,0,False
2014-09-14,0,False
2014-09-15,46,False
2014-09-16,0,False
2014-09-17,23,False
2014-09-18,23,False
2014-09-19,24,False
2014-09-20,0,False
2014-09-21,0,False
2014-09-22,23,False
2014-09-23,0,False
2014-09-24,0,False
2014-09-25,0,False
2014-09-26,0,False
