date,BMRN,isPartial
2014-12-01,0,False
2014-12-02,11,False
2014-12-03,26,False
2014-12-04,15,False
2014-12-05,12,False
2014-12-06,13,False
2014-12-07,0,False
2014-12-08,15,False
2014-12-09,18,False
2014-12-10,11,False
2014-12-11,22,False
2014-12-12,12,False
2014-12-13,0,False
2014-12-14,0,False
2014-12-15,26,False
2014-12-16,19,False
2014-12-17,8,False
2014-12-18,0,False
2014-12-19,12,False
2014-12-20,0,False
2014-12-21,0,False
2014-12-22,0,False
2014-12-23,21,False
2014-12-24,9,False
2014-12-25,10,False
2014-12-26,9,False
2014-12-27,0,False
2014-12-28,18,False
2014-12-29,8,False
2014-12-30,8,False
2014-12-31,9,False
2015-01-01,10,False
2015-01-02,0,False
2015-01-03,9,False
2015-01-04,0,False
2015-01-05,7,False
2015-01-06,7,False
2015-01-07,11,False
2015-01-08,18,False
2015-01-09,15,False
2015-01-10,0,False
2015-01-11,0,False
2015-01-12,21,False
2015-01-13,7,False
2015-01-14,14,False
2015-01-15,22,False
2015-01-16,11,False
2015-01-17,8,False
2015-01-18,13,False
2015-01-19,7,False
2015-01-20,28,False
2015-01-21,21,False
2015-01-22,32,False
2015-01-23,15,False
2015-01-24,8,False
2015-01-25,8,False
2015-01-26,14,False
2015-01-27,7,False
2015-01-28,11,False
2015-01-29,7,False
2015-01-30,15,False
2015-01-31,0,False
2015-02-01,8,False
2015-02-02,7,False
2015-02-03,14,False
2015-02-04,14,False
2015-02-05,7,False
2015-02-06,15,False
2015-02-07,0,False
2015-02-08,0,False
2015-02-09,21,False
2015-02-10,7,False
2015-02-11,7,False
2015-02-12,21,False
2015-02-13,15,False
2015-02-14,0,False
2015-02-15,0,False
2015-02-16,15,False
2015-02-17,15,False
2015-02-18,0,False
2015-02-19,7,False
2015-02-20,30,False
2015-02-21,0,False
2015-02-22,0,False
2015-02-23,7,False
2015-02-24,10,False
2015-02-25,7,False
2015-02-26,18,False
2015-02-27,15,False
2015-02-28,12,False
2015-03-01,8,False
2015-03-02,7,False
2015-03-03,14,False
2015-03-04,14,False
2015-03-05,18,False
2015-03-06,30,False
2015-03-07,8,False
2015-03-08,8,False
2015-03-09,14,False
2015-03-10,10,False
2015-03-11,7,False
2015-03-12,7,False
2015-03-13,33,False
2015-03-14,8,False
2015-03-15,16,False
2015-03-16,18,False
2015-03-17,21,False
2015-03-18,14,False
2015-03-19,18,False
2015-03-20,25,False
2015-03-21,12,False
2015-03-22,8,False
2015-03-23,14,False
2015-03-24,10,False
2015-03-25,31,False
2015-03-26,24,False
2015-03-27,71,False
2015-03-28,9,False
2015-03-29,0,False
2015-03-30,42,False
2015-03-31,21,False
2015-04-01,29,False
2015-04-02,22,False
2015-04-03,16,False
2015-04-04,13,False
2015-04-05,9,False
2015-04-06,22,False
2015-04-07,14,False
2015-04-08,21,False
2015-04-09,14,False
2015-04-10,11,False
2015-04-11,9,False
2015-04-12,13,False
2015-04-13,11,False
2015-04-14,7,False
2015-04-15,14,False
2015-04-16,11,False
2015-04-17,15,False
2015-04-18,8,False
2015-04-19,8,False
2015-04-20,21,False
2015-04-21,21,False
2015-04-22,18,False
2015-04-23,7,False
2015-04-24,18,False
2015-04-25,0,False
2015-04-26,8,False
2015-04-27,10,False
2015-04-28,17,False
2015-04-29,10,False
2015-04-30,36,False
2015-05-01,32,False
2015-05-02,0,False
2015-05-03,8,False
2015-05-04,7,False
2015-05-05,10,False
2015-05-06,18,False
2015-05-07,25,False
2015-05-08,22,False
2015-05-09,8,False
2015-05-10,8,False
2015-05-11,18,False
2015-05-12,21,False
2015-05-13,7,False
2015-05-14,14,False
2015-05-15,22,False
2015-05-16,8,False
2015-05-17,0,False
2015-05-18,21,False
2015-05-19,17,False
2015-05-20,17,False
2015-05-21,11,False
2015-05-22,11,False
2015-05-23,8,False
2015-05-24,0,False
2015-05-25,0,False
2015-05-26,10,False
2015-05-27,24,False
2015-05-28,21,False
2015-05-29,0,False
2015-05-30,8,False
2015-05-31,0,False
2015-06-01,10,False
2015-06-02,42,False
2015-06-03,7,False
2015-06-04,11,False
2015-06-05,19,False
2015-06-06,9,False
2015-06-07,13,False
2015-06-08,24,False
2015-06-09,14,False
2015-06-10,21,False
2015-06-11,7,False
2015-06-12,7,False
2015-06-13,8,False
2015-06-14,8,False
2015-06-15,24,False
2015-06-16,0,False
2015-06-17,39,False
2015-06-18,100,False
2015-06-19,52,False
2015-06-20,21,False
2015-06-21,9,False
2015-06-22,21,False
2015-06-23,24,False
2015-06-24,21,False
2015-06-25,18,False
2015-06-26,11,False
2015-06-27,9,False
2015-06-28,8,False
2015-06-29,32,False
2015-06-30,7,False
2015-07-01,14,False
2015-07-02,11,False
2015-07-03,8,False
2015-07-04,9,False
2015-07-05,9,False
2015-07-06,14,False
2015-07-07,14,False
2015-07-08,7,False
2015-07-09,14,False
2015-07-10,18,False
2015-07-11,9,False
2015-07-12,0,False
2015-07-13,17,False
2015-07-14,14,False
2015-07-15,18,False
2015-07-16,22,False
2015-07-17,15,False
2015-07-18,0,False
2015-07-19,0,False
2015-07-20,22,False
2015-07-21,14,False
2015-07-22,14,False
2015-07-23,14,False
2015-07-24,18,False
2015-07-25,0,False
2015-07-26,8,False
2015-07-27,7,False
2015-07-28,31,False
2015-07-29,17,False
2015-07-30,21,False
2015-07-31,15,False
2015-08-01,0,False
2015-08-02,8,False
2015-08-03,43,False
2015-08-04,25,False
2015-08-05,7,False
2015-08-06,11,False
2015-08-07,22,False
2015-08-08,0,False
2015-08-09,8,False
2015-08-10,14,False
2015-08-11,21,False
2015-08-12,0,False
2015-08-13,11,False
2015-08-14,18,False
2015-08-15,0,False
2015-08-16,8,False
2015-08-17,0,False
2015-08-18,7,False
